cat,pnps,bin_median,toxin_median,depth
NP-15:ERR599015,285,0.041285123420794254,0.0675704949823101,MES
NP-15:ERR599051,112,0.0293140653819319,0.0555860125146439,MES
NP-15:ERR599060,118,0.0349857901885235,0.0894359243138478,MES
NP-15:ERR599065,117,0.0203497231088247,0.0357813697587533,DCM
NP-15:ERR599067,245,0.025357452298710698,0.0610212034406282,MES
NP-15:ERR599076,273,0.04035982854878355,0.0642632885072017,MES
NP-15:ERR599087,194,0.0265628610785592,0.0419270653636571,DCM
NP-15:ERR599115,214,0.0231417991459278,0.045446842295206,MES
NP-15:ERR599127,281,0.038594087991510206,0.0734143572121215,MES
NP-15:ERR599152,284,0.0408842085735847,0.0720232885198905,MES
NP-15:ERR599175,111,0.0285692070251357,0.0391441080539591,MES
NP-15:SRR3965585,227,0.04139608192637605,0.0965504372418356,deep
NP-15:SRR3965586,200,0.0382391105586371,0.048641145017516055,deep
NP-15:SRR3968062,297,0.0388288668218102,0.09195048799795119,deep
NP-15:SRR3968063,356,0.044132579456287,0.16117454391034536,deep
NP-15:SRR3968770,170,0.04538421686821455,0.091638629490501,deep
NP-15:SRR3968777,109,0.035810475859727395,0.0364193227976515,deep
NP-17:ERR599052,1497,0.1065056514299266,0.11318424281575735,SRF
NP-18:ERR599052,1062,0.100176636559766,0.04240912932173935,SRF
NP-1:ERR598971,1628,0.0491190760838474,0.069766931800103,MES
NP-1:SRR3968062,207,0.1573154138976429,0.18708301764885682,deep
NP-1:SRR3968063,1132,0.2056005277018671,0.1973096734051666,deep
NP-1:SRR3968770,283,0.1927853551465189,0.140099422162764,deep
NP-20:ERR598971,1419,0.0887892385765851,0.0615083902969098,MES
NP-20:ERR598995,1389,0.07652017536490005,0.1146851126498152,DCM
NP-20:ERR599087,1412,0.07160060532603504,0.0989684235859432,DCM
NP-22:ERR598971,952,0.1953890467561835,0.4762773027453545,MES
NP-22:ERR598980,995,0.19770559392642328,0.3668039412706662,MES
NP-22:ERR599115,958,0.2247033159464925,0.870350241527981,MES
NP-24:ERR598987,1330,0.1550395370378842,0.2935667272118024,DCM
NP-24:ERR599015,211,0.1727059132395825,0.2448535795848512,MES
NP-24:ERR599070,1337,0.15254170685118024,0.2837855496178211,DCM
NP-24:ERR599076,217,0.1508127861553313,0.26432080657442414,MES
NP-24:ERR599099,1342,0.154944479075521,0.2682807563739095,DCM
NP-24:ERR599127,219,0.1585364341085262,0.24655218548592162,MES
NP-24:ERR599147,1346,0.1554628749186271,0.2680606476155306,DCM
NP-24:ERR599152,212,0.1551880770750684,0.24401514433910781,MES
NP-26:ERR598980,156,0.0343584527829587,0.0501851490937443,MES
NP-26:SRR3961906,1035,0.1434834096559297,0.21327137136135996,deep
NP-26:SRR3961935,179,0.112198775445599,0.1930529684312104,deep
NP-26:SRR3962293,1001,0.1225961618557166,0.2119977235143789,deep
NP-27:ERR598971,118,0.0644288439850035,0.0014019930430066,MES
NP-29:SRR3962771,207,0.0619244059750021,0.2250391431698775,deep
NP-2:ERR598971,117,0.0342182995100437,0.10279124065351164,MES
NP-33:SRR3961906,131,0.16546111585141016,0.2256841238045967,deep
NP-33:SRR3961935,257,0.18290483946867644,0.1564367844668326,deep
NP-33:SRR3961936,392,0.19533530432316476,0.1530165306986059,deep
NP-33:SRR3962293,403,0.190279821866191,0.13036653616830873,deep
NP-33:SRR3962508,290,0.20094788285448476,0.2638753270488169,deep
NP-33:SRR3962771,625,0.22315434607467965,0.2480437029381387,deep
NP-34:ERR598971,105,0.1025689693053018,0.0556364185023573,MES
NP-34:ERR599115,150,0.07084743277268735,0.061015917755106897,MES
NP-38:ERR598989,2173,0.1198906233160905,0.0392619599874287,SRF
NP-38:ERR599030,357,0.07447924159226685,0.0476707796905804,SRF
NP-38:ERR599065,2461,0.1279363468288643,0.02425757592719225,DCM
NP-38:ERR599108,952,0.11078458551363066,0.0516521862641511,DCM
NP-38:ERR599118,2662,0.13190182556576954,0.0227130540745792,SRF
NP-41:ERR598980,657,0.15174060691011,0.0484184037171588,MES
NP-41:ERR599115,388,0.155569531176954,0.0797741647543444,MES
NP-42:ERR598971,1373,0.0251050630555026,0.055846648030900545,MES
NP-42:ERR599115,487,0.01337072304572705,0.0024054172954193,MES
NP-42:SRR3965585,2621,0.0505345493230927,0.07828913815541086,deep
NP-42:SRR3965586,2595,0.045181839252075,0.0788711382106282,deep
NP-44:ERR598971,1313,0.045788345395351995,0.0372690281437873,MES
NP-45:ERR598971,257,0.0410830247393619,0.0370439441542563,MES
NP-45:ERR599004,1488,0.028441911059236,0.045925085035688,MES
NP-45:ERR599051,1503,0.0290654092119609,0.0241381320168804,MES
NP-45:ERR599060,1526,0.0285393999732781,0.0322770088751877,MES
NP-45:ERR599115,1451,0.0454868675025769,0.040473501923562305,MES
NP-45:ERR599175,1516,0.02862207483755,0.0258182247822289,MES
NP-4:ERR599115,628,0.1556748828074541,0.0904127558347831,MES
NP-51:ERR599142,979,0.0998445528123841,0.04167670995391135,SRF
NP-52:ERR598942,1070,0.1489182025722464,0.1453628354122361,DCM
NP-52:ERR599052,1700,0.1847681187596042,0.0908412917095857,SRF
NP-54:ERR598987,1599,0.135904214438682,0.1975504945831434,DCM
NP-54:ERR599004,1381,0.1341581751992812,0.141552733027727,MES
NP-54:ERR599015,1648,0.1389453578949611,0.1864550269538867,MES
NP-54:ERR599051,1394,0.13319046916320496,0.18423976027298866,MES
NP-54:ERR599060,1362,0.12879948898549076,0.20461614259215238,MES
NP-54:ERR599070,1609,0.1368773541323971,0.1939623697866073,DCM
NP-54:ERR599076,1653,0.1366521373587674,0.145176738353572,MES
NP-54:ERR599099,1610,0.13664180689023475,0.20919717769277504,DCM
NP-54:ERR599127,1652,0.1401067893948192,0.1571745202958521,MES
NP-54:ERR599147,1618,0.1360242256520827,0.23872859750662173,DCM
NP-54:ERR599152,1652,0.1328862088113682,0.1432368540946159,MES
NP-54:ERR599175,1374,0.1307023182467727,0.1972914633938846,MES
NP-55:ERR598971,1210,0.1425982020617326,0.1747059545474887,MES
NP-55:ERR598980,1099,0.14790821983908586,0.1933587918792455,MES
NP-55:ERR598987,1147,0.15377712895554263,0.3299794087713731,DCM
NP-55:ERR599004,1227,0.15646232923142628,0.3776753984815783,MES
NP-55:ERR599015,1240,0.1578552186345836,0.3883174529236808,MES
NP-55:ERR599051,1231,0.15564380217959356,0.3901886683372818,MES
NP-55:ERR599060,1222,0.1528304541496115,0.3928574061798779,MES
NP-55:ERR599070,1158,0.1535521595240698,0.3134533163432241,DCM
NP-55:ERR599076,1235,0.15845903141852385,0.4685739857268375,MES
NP-55:ERR599099,1162,0.1527705808101555,0.3284447076825199,DCM
NP-55:ERR599115,1312,0.155902339775153,0.1690287154220099,MES
NP-55:ERR599127,1249,0.15595138974651418,0.3378289788948478,MES
NP-55:ERR599147,1154,0.1526478837064839,0.2674309473930541,DCM
NP-55:ERR599152,1259,0.15939703184063275,0.4219841443981901,MES
NP-55:ERR599175,1243,0.1533201158737871,0.3826580945251391,MES
NP-58:ERR599052,2092,0.11306371938693185,0.07708896463138455,SRF
NP-63:ERR599052,1699,0.15307581648584273,0.1169228941138759,SRF
NP-64:ERR598942,1321,0.11825218387834766,0.2370972206929162,DCM
NP-64:ERR599052,1592,0.1299810806785197,0.14110018102906163,SRF
NP-68:ERR598971,393,0.09306312247029441,0.1842289852075896,MES
NP-68:ERR598980,768,0.0904740250544874,0.3272727272727254,MES
NP-68:ERR599115,2407,0.1319208460803089,0.181043912247896,MES
NP-72:ERR598980,140,0.1305580122630813,0.2939331336947038,MES
NP-75:ERR599052,1193,0.1383576645211439,0.0319790720204922,SRF
NP-75:ERR599065,1401,0.07925360756887614,0.0876089463189388,DCM
NP-75:ERR599118,1399,0.08244971728013739,0.1683430077319168,SRF
NP-7:SRR3961936,110,0.10127356029765,0.3389381706346197,deep
NP-7:SRR3962293,1211,0.11013598396659646,0.2388513165573824,deep
NP-7:SRR3965585,107,0.1067060231092071,0.396110506184714,deep
NP-7:SRR3965586,1686,0.136472408937754,0.239619337640483,deep
NP-8:ERR598971,113,0.03330200579587795,0.0503864960966462,MES
NP-932:ERR598971,300,0.1185584504186479,0.0582465853400061,MES
NP-932:ERR598980,1000,0.1574560964294005,0.4089604545912554,MES
NP-932:ERR599004,707,0.164053229297481,0.23910127484476315,MES
NP-932:ERR599015,1010,0.16771693118308995,0.14332796473990356,MES
NP-932:ERR599051,730,0.16531481000580794,0.5812819700310198,MES
NP-932:ERR599060,723,0.16216626793917716,0.2262921336698392,MES
NP-932:ERR599076,1013,0.1631392147261623,0.1728472154397319,MES
NP-932:ERR599115,1149,0.1633135983549531,0.133812905926924,MES
NP-932:ERR599127,1008,0.1649763663386946,0.1571968196785866,MES
NP-932:ERR599147,324,0.1578875917815519,0.1596359567172453,DCM
NP-932:ERR599152,999,0.16726676528913076,0.1787200210220599,MES
NP-932:ERR599175,732,0.16824613556826035,0.8156155005924319,MES
NP-937:ERR598971,122,0.0657825361225039,0.2591140100042718,MES
NP-937:ERR598987,1290,0.12878854436957643,0.23204112888197725,DCM
NP-937:ERR599004,1058,0.0954578011366416,0.1525676408472648,MES
NP-937:ERR599015,1253,0.1411683899064042,0.12193189777244691,MES
NP-937:ERR599051,1086,0.1002372937802761,0.1206621825383515,MES
NP-937:ERR599060,1087,0.09694601569067621,0.1314683101255177,MES
NP-937:ERR599070,1294,0.12825613466180308,0.17257639212951495,DCM
NP-937:ERR599076,1248,0.1426081034604119,0.1884989914327907,MES
NP-937:ERR599099,1289,0.1294154820845946,0.1800060545946533,DCM
NP-937:ERR599115,168,0.0755786841572465,0.2034641910650937,MES
NP-937:ERR599127,1244,0.1378656858345027,0.2175768803520814,MES
NP-937:ERR599147,1288,0.1263845949908471,0.22956461604978706,DCM
NP-937:ERR599152,1257,0.1380659646460719,0.2007257848800181,MES
NP-937:ERR599175,1095,0.09616445860729089,0.1608644338486409,MES
NP-939:ERR598971,160,0.0550342179114771,0.0915001189272051,MES
NP-939:ERR598980,653,0.0494140019700765,0.09914381076710935,MES
NP-939:ERR598995,738,0.057115607409651895,0.20165486553486395,DCM
NP-939:ERR599115,417,0.0385489905121176,0.0538160693574661,MES
NP-944:ERR598995,1161,0.0930763300102953,0.11318175097948319,DCM
NP-944:ERR599087,1169,0.0836501782410243,0.11279133953485179,DCM
NP-946:ERR598942,681,0.094841960740038,0.18726489014648495,DCM
NP-94:SRR3961936,154,0.0777034274500388,0.278684734334625,deep
NP-94:SRR3962293,1211,0.0685203406478032,0.0948148230949515,deep
NP-954:ERR598980,1084,0.1038264093362582,0.06012964643733825,MES
NP-954:ERR599115,1019,0.13493080786098471,0.0059427930801086,MES
NP-955:ERR598971,912,0.1172977036914752,0.0929431940331347,MES
NP-956:ERR599052,877,0.10452138943278985,0.0,SRF
NP-964:ERR598987,1098,0.1579539468298807,0.05951857339898085,DCM
NP-964:ERR599051,359,0.152343093904743,0.0,MES
NP-964:ERR599070,1132,0.157219188869586,0.19807190710872635,DCM
NP-964:ERR599099,1112,0.14853716212945434,0.08541527580466846,DCM
NP-964:ERR599147,1135,0.15370059779155804,0.0840604198811807,DCM
NP-965:ERR598942,1090,0.0705812340367061,0.05957730360426155,DCM
NP-966:ERR598971,1451,0.17498465677173158,0.2721174066014154,MES
NP-966:ERR598980,807,0.11417689585690241,0.2224126655941654,MES
NP-966:ERR598987,1076,0.19088166720757577,0.2205176810585309,DCM
NP-966:ERR599004,916,0.1860260363333566,0.2927095640372288,MES
NP-966:ERR599015,1257,0.21259868957783346,0.2666740493265843,MES
NP-966:ERR599051,923,0.18498545354825685,0.3215685212337291,MES
NP-966:ERR599060,919,0.1818844004789376,0.2081315188842167,MES
NP-966:ERR599067,280,0.1086726132650361,0.0518618220160754,MES
NP-966:ERR599070,1081,0.1899537933417038,0.1974068732338473,DCM
NP-966:ERR599076,1235,0.20971681934044578,0.3379847459625065,MES
NP-966:ERR599099,1080,0.1881189736937489,0.1755135685011991,DCM
NP-966:ERR599115,1204,0.1271667620240808,0.1582165526260969,MES
NP-966:ERR599127,1248,0.208136177756067,0.2991173454643493,MES
NP-966:ERR599147,1072,0.1905327333622709,0.21540819814532636,DCM
NP-966:ERR599152,1252,0.2066635939137082,0.22802073309588,MES
NP-966:ERR599175,923,0.1943664568481657,0.2948771862516979,MES
NP-969:ERR598942,2112,0.09727353943191056,0.09926625773853864,DCM
NP-969:ERR599052,2372,0.1420400796452068,0.1492201817053053,SRF
NP-970:ERR598995,1860,0.1304537032225642,0.095223143784826,DCM
NP-970:ERR599087,1807,0.1101366328816588,0.18520014900663,DCM
NP-97:ERR598971,1944,0.1173965551870089,0.21289853706477974,MES
NP-980:ERR599052,1614,0.119498189877155,0.0797757858873922,SRF
NP-982:ERR598980,1522,0.1165995181333245,0.1240985905268631,MES
NP-982:ERR599115,1585,0.1312254782545418,0.1826437431934019,MES
NP-987:ERR599052,1019,0.10888461459153614,0.0805823169033453,SRF
NP-993:ERR598971,1581,0.1531781407800274,0.10384507753319305,MES
NP-993:ERR598980,913,0.110106816978502,0.2061067382720914,MES
NP-993:ERR599115,1007,0.176169392091486,0.6979199218201451,MES
cat,pnps,bin_median,toxin_median,depth
SAT-101:ERR599044,657,0.028478714885641097,0.0,MES
SAT-103:ERR599006,1453,0.1151343935373323,0.1313359822512932,SRF
SAT-109:ERR599000,637,0.043763206262310395,0.0827763049524189,MES
SAT-109:ERR599044,177,0.0460416455110713,0.0378351211563812,MES
SAT-109:ERR599148,126,0.0413583009221428,0.0008979885057471,DCM
SAT-109:SRR3968060,114,0.07667701278328985,0.16212587864536943,deep
SAT-10:ERR599101,1891,0.13478945769979062,0.2607407407407393,DCM
SAT-10:ERR599148,2048,0.12952023083201963,0.1506390503382024,DCM
SAT-111:ERR599044,507,0.0302631578947366,0.07009178686951889,MES
SAT-112:SRR3966130,372,0.0610871419361566,0.0788618252507172,deep
SAT-113:ERR598984,2707,0.0584949962514035,0.06777517609773705,SRF
SAT-113:ERR599044,156,0.0649068484669738,0.3041109506794341,MES
SAT-113:ERR599105,434,0.0389079638260473,0.0,SRF
SAT-116:ERR599101,465,0.0373336388736951,0.3121218266902362,DCM
SAT-116:ERR599133,188,0.0503396012167007,0.1918245227579783,DCM
SAT-122:ERR598984,166,0.0733116285612885,0.00256223403635975,SRF
SAT-122:ERR599126,1061,0.0598372638726441,0.14100958022102544,SRF
SAT-127:ERR599044,266,0.0606762742178152,0.0719008809740631,MES
SAT-1289:ERR599126,1399,0.0960004503929229,0.0943049347968576,SRF
SAT-12:ERR599101,3124,0.0952630229960645,0.0331162649525306,DCM
SAT-12:ERR599148,2947,0.094063192003327,0.023161714757123,DCM
SAT-1308:ERR599000,1010,0.0298169600830913,0.00551746843283045,MES
SAT-1308:ERR599148,549,0.02356900706337,0.0490001675082416,DCM
SAT-131:ERR598947,1099,0.1509101619001493,0.2945187226209817,MES
SAT-131:ERR599000,1089,0.16078125404329716,0.2839190834026497,MES
SAT-131:ERR599044,830,0.1510533067903195,0.3866420265267769,MES
SAT-131:ERR599159,1070,0.162554692966198,0.2360883303639688,MES
SAT-131:SRR3965758,965,0.2110861366203992,0.4644203565910083,deep
SAT-131:SRR3965873,1021,0.21249409962559151,0.5320678697553247,deep
SAT-131:SRR3966130,773,0.20176678804616635,0.4995418733935571,deep
SAT-131:SRR3967319,924,0.2061174405222856,0.481709746770708,deep
SAT-131:SRR3967690,700,0.2110946818911616,0.5735173700390106,deep
SAT-131:SRR3968061,571,0.2043765385666755,0.3597033135966886,deep
SAT-1329:ERR599006,758,0.060186649400844,0.0,SRF
SAT-1331:ERR598947,1498,0.1259870049655077,0.12325694668806281,MES
SAT-1331:ERR599000,1623,0.1445905816562262,0.2915017114308485,MES
SAT-1331:ERR599044,202,0.1149921350903124,0.0878092345074235,MES
SAT-1331:ERR599159,1668,0.1460333624261323,0.1728800411422211,MES
SAT-1339:ERR599000,197,0.1106063711896294,0.1462999608612214,MES
SAT-1339:ERR599159,418,0.1364374920351706,0.1267631041151051,MES
SAT-133:ERR599006,1222,0.1200733545337134,0.2152077720401128,SRF
SAT-1344:ERR599148,1028,0.1256708305685199,0.00219941901762,DCM
SAT-1358:ERR599101,1283,0.0917036441902281,0.0971161873328143,DCM
SAT-1358:ERR599148,556,0.0519632819871568,0.1873434043019866,DCM
SAT-1359:ERR598947,444,0.0545621780313123,0.01296063827100105,MES
SAT-1359:ERR599101,261,0.09671747503618824,0.0,DCM
SAT-1359:ERR599159,158,0.0617451857690024,0.0187292967732103,MES
SAT-1366:ERR599101,965,0.1140196146408719,0.6055942040460428,DCM
SAT-1391:ERR599000,355,0.1305801815417793,0.8225657302987692,MES
SAT-1391:ERR599044,141,0.118149594324142,0.1835123591551749,MES
SAT-1391:ERR599159,161,0.1315743108695405,0.5843376844901983,MES
SAT-139:ERR599000,128,0.1528482405253418,0.0,MES
SAT-1448:ERR598947,741,0.0768222603084991,0.0848338231113378,MES
SAT-1448:ERR599000,1383,0.1164461687255953,0.0767270003221932,MES
SAT-1448:ERR599159,1381,0.1188776826420137,0.1217980951735887,MES
SAT-1449:ERR599000,1473,0.1507369699256839,0.17354226485085622,MES
SAT-1449:ERR599159,1659,0.147478503293896,0.23270842674998266,MES
SAT-1451:ERR598947,492,0.1691436310103505,0.201259618448215,MES
SAT-1462:ERR598947,2005,0.0354470243586771,0.10318068228097324,MES
SAT-1462:ERR599044,206,0.0510192790076931,0.2722141475081051,MES
SAT-14:ERR599148,980,0.09446357060318555,0.13339159999484257,DCM
SAT-1507:ERR599101,2861,0.10671721659239194,0.1096973392968115,DCM
SAT-1507:ERR599148,432,0.0815756424067651,0.1822201022631531,DCM
SAT-1509:ERR599009,2117,0.1161182965507495,0.0940519065027789,SRF
SAT-1509:ERR599027,1796,0.10603956321456379,0.08198840157458734,DCM
SAT-1509:ERR599035,1975,0.1122827684020104,0.085401512767256,SRF
SAT-1509:ERR599122,2153,0.11704855230638965,0.0870722734018489,DCM
SAT-1517:ERR598947,132,0.1048324560824282,0.1101076320121666,MES
SAT-1517:ERR599000,2244,0.1428936374656679,0.48228816715175704,MES
SAT-1517:ERR599044,352,0.1304714593682649,0.099500206336832,MES
SAT-1517:ERR599159,2020,0.1342613212627151,0.5371783496007116,MES
SAT-1517:SRR3967319,709,0.2287527518265165,0.3706303451865311,deep
SAT-1582:ERR599101,323,0.0491940801516821,0.0493694567627492,DCM
SAT-1582:ERR599133,371,0.04632661323928135,0.1714022770175063,DCM
SAT-159:ERR599133,1441,0.072584982106306,0.0581489183787551,DCM
SAT-1608:ERR599017,792,0.0874330392265774,0.15088434072524654,DCM
SAT-1608:ERR599101,949,0.0627362603447283,0.07116501884579235,DCM
SAT-1608:ERR599133,828,0.053490930507616746,0.062108679780792556,DCM
SAT-1608:ERR599174,208,0.10450447251632924,0.0878022451959275,SRF
SAT-1614:ERR599101,2192,0.08797815405820295,0.1106838830804112,DCM
SAT-1614:ERR599148,1643,0.0774971526092942,0.0473786178337257,DCM
SAT-168:ERR599006,502,0.0964970082905236,0.0932297293809207,SRF
SAT-168:ERR599101,551,0.09201261197148414,0.0447010616502139,DCM
SAT-175:ERR599009,1438,0.0975354180746377,0.0622943541720273,SRF
SAT-175:ERR599027,889,0.07994725917745385,0.0280153512459946,DCM
SAT-175:ERR599035,1207,0.0866392026559253,0.0400577567469818,SRF
SAT-175:ERR599122,1561,0.10481837314362061,0.0605772618856444,DCM
SAT-17:ERR599101,1201,0.1046721680744618,0.6032130658258238,DCM
SAT-183:SRR3967025,137,0.06413930259406325,0.40343231478198,deep
SAT-18:ERR599101,1076,0.141705315165782,0.5678812132049933,DCM
SAT-19:ERR599000,518,0.0440155813286845,0.02555510092313225,MES
SAT-1:ERR598984,1812,0.04486468440750285,0.061600844064882004,SRF
SAT-1:ERR599000,2822,0.0515097246899528,0.0749980142621677,MES
SAT-1:ERR599044,2725,0.0456688836599072,0.07321964005798531,MES
SAT-1:ERR599126,225,0.0104647498557179,0.0,SRF
SAT-1:ERR599148,2663,0.0470640761594741,0.07343470867889065,DCM
SAT-200:ERR598947,1046,0.0929111615519886,0.09523793062774366,MES
SAT-200:ERR599000,290,0.0889377893916458,0.1228118921922771,MES
SAT-200:ERR599159,384,0.0822256713333578,0.2182420837867865,MES
SAT-201:ERR599000,566,0.1482301279777709,0.05840577098696005,MES
SAT-213:ERR599000,969,0.1338450398159177,0.0941342589464107,MES
SAT-220:ERR599148,858,0.0836498745202198,0.14764032154577367,DCM
SAT-221:ERR599148,699,0.1030353074315089,0.6929622966702156,DCM
SAT-225:ERR598947,1161,0.12061484109351556,0.6805304852079599,MES
SAT-225:ERR599000,928,0.1247195004538503,0.27083194218879164,MES
SAT-230:ERR599044,1167,0.082670852985544,0.0505070119618208,MES
SAT-27:ERR599000,187,0.0712957855705557,0.0666277924226977,MES
SAT-38:ERR599101,1098,0.0465098282118119,0.0277399535793068,DCM
SAT-46:ERR599000,483,0.1512743018670551,0.10271111847613004,MES
SAT-46:ERR599040,119,0.0918210764369894,0.0625311743305982,DCM
SAT-46:ERR599126,312,0.12669324244286956,0.17386511578837158,SRF
SAT-46:ERR599148,528,0.24803490525526445,1.468235810758691,DCM
SAT-62:ERR599101,329,0.03596914344048105,0.2177224231243814,DCM
SAT-62:ERR599159,244,0.06697333955088114,0.130196930365502,MES
SAT-63:ERR599000,792,0.0922098330694777,0.0739502807041493,MES
SAT-63:ERR599044,548,0.08540039062195165,0.10108774663296805,MES
SAT-63:ERR599159,125,0.07968424673042435,0.0597109980600205,MES
SAT-65:ERR599006,1072,0.12999969909163755,0.17299692270350175,SRF
SAT-69:ERR599005,276,0.0323741759181173,0.0019845019845019,MES
SAT-69:ERR599044,1370,0.042825157114378,0.0975306679446841,MES
SAT-74:ERR599000,395,0.03372456127989375,0.052093900540606,MES
SAT-77:ERR598947,210,0.0674049435960656,0.1091080631411401,MES
SAT-77:ERR599000,487,0.1003928757104438,0.2267670286572956,MES
SAT-77:ERR599159,272,0.0905274058657407,0.0337005597694539,MES
SAT-7:ERR599000,1171,0.059153515541312096,0.0706744690483729,MES
SAT-7:ERR599148,354,0.0532699233682056,0.0604499812623978,DCM
SAT-7:ERR599159,294,0.0628640629680409,0.1398343395776448,MES
SAT-7:SRR3965758,566,0.1266628675699868,0.014365718139303,deep
SAT-7:SRR3965873,453,0.1166733268940672,0.0203575371996424,deep
SAT-8:ERR599044,1895,0.0283606499895568,0.07785884040380975,MES
SAT-8:SRR3965592,157,0.1495494798673258,0.7043940304745434,deep
SAT-8:SRR3965758,999,0.105865532179302,0.0519696698714241,deep
SAT-8:SRR3966130,1143,0.12251624707018975,0.1179724237770095,deep
SAT-8:SRR3967025,421,0.1168406746233932,0.7279910233590489,deep
SAT-8:SRR3967319,147,0.1018046423430298,0.0266322339217732,deep
SAT-8:SRR3967558,208,0.0833465127459599,0.6201707972755997,deep
SAT-91:ERR599000,1055,0.0659286611058268,0.06531970849838906,MES
SAT-91:ERR599044,1653,0.15761535747044864,0.3598472153457482,MES
SAT-91:ERR599159,442,0.0596968983085026,0.0,MES
SAT-91:SRR3967319,1908,0.1226774432604136,0.10789014181473786,deep
SAT-91:SRR3967690,328,0.1233730670935159,0.0103048571793803,deep
SAT-93:ERR599044,265,0.0596078257441858,0.045738218889475754,MES
SAT-93:SRR3965592,562,0.06995628615285115,0.17587801595094776,deep
SAT-93:SRR3965676,461,0.069383620253825,0.2444723360711595,deep
SAT-93:SRR3965758,391,0.0666677109330003,0.1544929111154387,deep
SAT-93:SRR3965874,415,0.077463575845002,0.15596052855507264,deep
SAT-93:SRR3965875,451,0.0691635893699549,0.16115897805759172,deep
SAT-98:ERR599000,138,0.024385484837588,1.4726945006095222,MES
SAT-98:ERR599005,124,0.0418820383948567,0.1704405334909214,MES
SAT-98:ERR599044,350,0.0330634656556856,0.8074660896018574,MES
SAT-98:ERR599148,155,0.033682370044918405,1.6866653585826543,DCM
cat,pnps,bin_median,toxin_median,depth
SP-167:ERR599072,146,0.0397586995283451,0.0439060756300296,MES
SP-174:ERR598948,359,0.12975888031352664,0.0,DCM
SP-190:ERR598978,516,0.0704424350443106,0.2317812652289155,SRF
SP-190:ERR599014,140,0.0405260984413857,1.3517925627043568,DCM
SP-190:ERR599039,148,0.0487603278324512,0.34569695794661,SRF
SP-194:ERR598954,1584,0.137290642365358,0.4148242838771127,SRF
SP-1:ERR598948,2022,0.059237152374896296,0.061265520509791754,DCM
SP-209:ERR599014,1076,0.069553810742491,0.287774870084635,DCM
SP-213:ERR599020,817,0.14052936313116382,0.0051600725670912,MES
SP-213:ERR599071,1542,0.1420241211054034,0.105378013070386,MES
SP-213:ERR599072,893,0.1373668075855853,0.0,MES
SP-219:ERR598948,383,0.06359201450607954,0.0545762329226236,DCM
SP-222:ERR599071,223,0.047333779365269,0.0013944032800974,MES
SP-222:ERR599072,222,0.0519129460830575,0.0,MES
SP-230:ERR598954,664,0.0845739961230344,0.0542283827128515,SRF
SP-230:ERR598957,1074,0.0933930445594885,0.0554163602295521,DCM
SP-237:ERR599093,1263,0.11610220620309784,0.0,SRF
SP-24:ERR598948,183,0.0603439261699319,0.1304971341594151,DCM
SP-259:ERR598948,1803,0.0405402508885444,0.02840169700874985,DCM
SP-276:ERR598948,117,0.11355622042563016,0.0421565471522945,DCM
SP-284:ERR599020,346,0.1042852994936721,0.0193496343696872,MES
SP-284:ERR599071,510,0.0451638781912174,0.032906519989911,MES
SP-284:ERR599072,456,0.0397121860324669,0.0384881127006736,MES
SP-285:ERR598948,1526,0.11453933776240705,0.1495785328730459,DCM
SP-285:ERR598957,1562,0.111304592699874,0.1965376070688262,DCM
SP-285:ERR599079,1490,0.1045358582538098,0.18854707728732412,DCM
SP-288:ERR598948,1039,0.08508359840622615,0.0927655095657808,DCM
SP-2970:ERR598948,544,0.1445120616878398,0.0,DCM
SP-2972:ERR598992,242,0.0441544232572673,0.0049854845098573,SRF
SP-2972:ERR599014,200,0.0334338468625076,0.0831847890671426,DCM
SP-2975:ERR599020,529,0.101481617898341,0.0,MES
SP-2975:ERR599132,1167,0.1163772357290001,0.08588217669211184,MES
SP-299:ERR598948,1038,0.09757051545697179,0.0224118210763855,DCM
SP-299:ERR598957,1472,0.1025735081838031,0.1072947046517368,DCM
SP-299:ERR599079,1165,0.0979198443720226,0.1918860544565303,DCM
SP-3003:ERR599020,722,0.1291267724322407,0.4745718050065841,MES
SP-3003:ERR599132,757,0.13337040827133823,0.3997113997113967,MES
SP-3004:ERR598954,195,0.0703918287812498,0.0628540277321956,SRF
SP-3004:ERR599093,113,0.06948253443726504,0.0907828793653047,SRF
SP-3014:ERR599014,1136,0.0796763949379805,0.3602375482024171,DCM
SP-3017:ERR598978,598,0.0408316899477228,0.016694690511735,SRF
SP-3017:ERR599007,104,0.048147196409107,0.0017803457012632,DCM
SP-3021:ERR598948,140,0.0339117794075354,0.0526171517403321,DCM
SP-3021:ERR598999,1157,0.0529469167629011,0.0828294512433398,MES
SP-3021:ERR599033,1178,0.0553827978372713,0.064398877119801,MES
SP-3021:ERR599072,605,0.0469889631546494,0.1334133186580077,MES
SP-3021:ERR599083,1212,0.05739077780223385,0.0988735602437862,MES
SP-3021:ERR599096,1148,0.0568375251682503,0.1173040425468079,MES
SP-3021:ERR599132,217,0.0399592396388486,0.09902667780812795,MES
SP-3024:ERR598957,558,0.0600664759869706,0.17291547472211305,DCM
SP-3030:ERR598957,482,0.05935059541587725,0.10623312166743884,DCM
SP-3030:ERR598999,106,0.0951313046855514,0.1269398050310182,MES
SP-3030:ERR599020,106,0.07520526549970674,0.1798886132357331,MES
SP-3030:ERR599033,104,0.0687203934234154,0.1167933574474324,MES
SP-3030:ERR599072,589,0.0628869851722282,0.0784904024498323,MES
