bin,sample_id,MAG_pnps_median,total_count,scg_pnps_median,scg_count
IN-47,ERR599057,0.030027873439783144,4.0,,
IN-47,ERR599062,0.0324458121487824,57.0,0.02808591889937132,2.0
IN-47,ERR599082,0.06729664359985803,1261.0,0.0308918641696343,16.0
IN-47,ERR599088,0.06850379009905316,2.0,,
IN-47,ERR599109,0.017264803270429004,5.0,0.0031894300725715725,1.0
IN-47,ERR599110,0.09416439935309988,1353.0,0.03568634262071839,19.0
IN-47,ERR599112,0.0025480427514906995,3.0,0.049893378623562884,1.0
IN-47,ERR599146,0.055186322194183166,3.0,,
IN-47,ERR599150,0.0374580940248079,4.0,,
IN-47,ERR599164,0.01304548427245271,1.0,0.01304548427245271,1.0
IN-47,ERR599167,0.039243937828341145,45.0,0.018136710833163677,2.0
IN-48,ERR598966,0.054995247265168495,2.0,,
IN-48,ERR598974,0.014632083105164806,1.0,,
IN-48,ERR599026,0.06971046584721115,15.0,,
IN-48,ERR599028,0.0802956168945233,84.0,0.003222566609888099,1.0
IN-48,ERR599057,0.04070149590663791,16.0,,
IN-48,ERR599082,0.021043956043956348,2.0,,
IN-48,ERR599102,0.07507490890323243,31.0,,
IN-48,ERR599110,0.11965473116152575,1.0,,
IN-48,ERR599143,0.029364082279005436,3.0,,
IN-48,ERR599150,0.06166207017307944,7.0,,
IN-48,ERR599158,0.2954321622956844,1.0,,
IN-5,ERR598972,0.17124886813742896,1.0,,
IN-5,ERR599021,0.053928311894476263,1.0,,
IN-5,ERR599023,0.1349337993170534,1.0,,
IN-5,ERR599025,0.1609528932892777,1.0,,
IN-5,ERR599026,0.07658091560647284,2.0,,
IN-5,ERR599028,0.014085246028899653,1.0,,
IN-5,ERR599082,0.10184593129311255,2.0,,
IN-5,ERR599112,0.12844092452830963,2.0,,
IN-5,ERR599143,0.0542799617098608,1.0,,
IN-5,ERR599164,0.06566138788468588,1.0,,
IN-5,ERR599167,0.21219982673028334,1.0,,
IN-6,ERR598949,0.13528795254438108,2.0,,
IN-6,ERR598960,0.05868106227932961,4.0,,
IN-6,ERR598966,0.21707874209634992,2.0,,
IN-6,ERR598970,0.16037178203108196,3.0,,
IN-6,ERR598972,0.15330122976477695,5.0,,
IN-6,ERR598979,0.012073454889580223,2.0,,
IN-6,ERR598990,0.022228123193971647,3.0,,
IN-6,ERR599018,0.7465674512995625,1.0,,
IN-6,ERR599021,0.0892452530018262,1.0,,
IN-6,ERR599023,0.12945996075739627,18.0,,
IN-6,ERR599025,0.11808147778589947,3.0,,
IN-6,ERR599026,0.10963045953370883,42.0,,
IN-6,ERR599028,0.10575749013495372,15.0,,
IN-6,ERR599057,0.09714234816483214,19.0,,
IN-6,ERR599062,0.009612522204947757,1.0,,
IN-6,ERR599082,0.057081544888487865,31.0,,
IN-6,ERR599088,0.09954153053804342,3.0,,
IN-6,ERR599102,0.04129964083555281,7.0,,
IN-6,ERR599110,0.17371686407219414,5.0,,
IN-6,ERR599112,0.0846069069634178,13.0,,
IN-6,ERR599143,0.08990135940676292,8.0,,
IN-6,ERR599146,0.014725042713538446,3.0,,
IN-6,ERR599150,0.1002572063246457,17.0,,
IN-6,ERR599158,0.03983745582061556,1.0,,
IN-6,ERR599164,0.09749091830700418,9.0,,
IN-7,ERR598949,0.021711054516214343,3.0,,
IN-7,ERR598960,0.11645081899429947,1.0,,
IN-7,ERR598966,0.26443063600243916,2.0,,
IN-7,ERR598972,0.10358036195507861,2.0,,
IN-7,ERR598974,0.07138883387023169,1.0,,
IN-7,ERR599023,0.07153686061623098,4.0,,
IN-7,ERR599025,0.06575566571922156,3.0,,
IN-7,ERR599026,0.07897794588550894,15.0,,
IN-7,ERR599028,0.06525872692041562,22.0,,
IN-7,ERR599057,0.04028524681128505,10.0,,
IN-7,ERR599082,0.0573128947878616,23.0,,
IN-7,ERR599102,0.08179228351071928,8.0,,
IN-7,ERR599110,0.048633570669603846,2.0,,
IN-7,ERR599112,0.08688340676986298,2.0,,
IN-7,ERR599143,0.07391500404875641,9.0,,
IN-7,ERR599146,0.0787734038841929,1.0,,
IN-7,ERR599150,0.055748197265111016,7.0,,
IN-7,ERR599158,0.10355159724822803,3.0,,
IN-8,ERR598949,0.10846318385543328,2.0,,
IN-8,ERR598960,0.080743968923669,12.0,0.0,1.0
IN-8,ERR598966,0.0960990408348919,2.0,,
IN-8,ERR598974,0.16409516580895178,1.0,,
IN-8,ERR599023,0.015964873892969002,5.0,,
IN-8,ERR599026,0.0750553998728265,10.0,,
IN-8,ERR599028,0.03419898750835993,21.0,,
IN-8,ERR599057,0.1204651766885998,11.0,,
IN-8,ERR599062,0.058323402042091285,21.0,,
IN-8,ERR599082,0.06795159605019802,20.0,,
IN-8,ERR599102,0.06230296031937785,13.0,,
IN-8,ERR599109,0.08887095120103325,1.0,,
IN-8,ERR599110,0.02264451512361987,2.0,,
IN-8,ERR599112,0.09886010164704152,59.0,0.174208795403902,2.0
IN-8,ERR599143,0.06097101822342242,8.0,,
IN-8,ERR599150,0.021686516165768412,4.0,,
IN-8,ERR599158,0.10475146764463007,2.0,,
IN-8,ERR599167,0.05790830903369211,8.0,,
IN-9,ERR598949,0.1333198904599652,1.0,,
IN-9,ERR598960,0.10161984528266564,27.0,,
IN-9,ERR598966,0.03616203880934031,8.0,,
IN-9,ERR598974,0.12986868328251475,4.0,,
IN-9,ERR598990,0.029698294340789393,3.0,,
IN-9,ERR599018,0.0,1.0,,
IN-9,ERR599021,0.23639562519934404,1.0,,
IN-9,ERR599023,0.08760755940181375,6.0,,
IN-9,ERR599026,0.11462666933955895,15.0,,
IN-9,ERR599028,0.05093859834854401,19.0,,
IN-9,ERR599057,0.1030276601113964,13.0,,
IN-9,ERR599062,0.1557005083299403,4.0,,
IN-9,ERR599082,0.06031050001659,37.0,0.11456844052854676,1.0
IN-9,ERR599102,0.06988740714066498,10.0,,
IN-9,ERR599110,0.05728198591310403,6.0,,
IN-9,ERR599112,0.1296660385647201,60.0,,
IN-9,ERR599143,0.07381699744090836,14.0,,
IN-9,ERR599146,0.0051542886354734785,1.0,,
IN-9,ERR599150,0.12598030670689844,6.0,,
IN-9,ERR599158,0.030488782007607018,3.0,,
IN-9,ERR599164,0.10348489820170828,5.0,,
IN-9,ERR599167,0.0014523807010389284,1.0,,
IN-912,ERR598972,0.2251739386147892,1.0,,
IN-912,ERR598979,0.10274967967698716,1.0,,
IN-912,ERR598990,0.2660419944884316,1.0,,
IN-912,ERR599023,0.3506105932366998,2.0,,
IN-912,ERR599025,0.09478925735769138,1.0,,
IN-912,ERR599026,0.061363362978433915,1.0,,
IN-912,ERR599028,0.4242370259033229,1.0,,
IN-912,ERR599057,0.5810472824683557,1.0,,
IN-912,ERR599062,0.04897678494524952,1.0,,
IN-912,ERR599082,0.2911295643033869,1.0,,
IN-912,ERR599110,0.4555325659561116,1.0,,
IN-912,ERR599112,0.054807653143109744,1.0,,
IN-912,ERR599143,1.6081750635972925,2.0,,
IN-912,ERR599146,1.3656412637898183,1.0,,
IN-912,ERR599150,0.07739921264356314,1.0,,
IN-912,ERR599167,0.03718024081324056,1.0,,
IN-918,ERR598960,0.045289750833107614,4.0,,
IN-918,ERR598970,0.043570631685629135,7.0,,
IN-918,ERR598972,0.05259416706406679,22.0,,
IN-918,ERR598979,0.04810414920894514,6.0,,
IN-918,ERR598990,0.05854995536397604,15.0,0.0,1.0
IN-918,ERR599018,0.1061282218455607,4.0,,
IN-918,ERR599021,0.0,1.0,,
IN-918,ERR599023,0.06273778097675198,50.0,0.0014178970249652814,5.0
IN-918,ERR599025,0.039572755417956317,25.0,0.002982956130782333,2.0
IN-918,ERR599026,0.04084419246902185,18.0,0.002898206933512549,1.0
IN-918,ERR599034,0.004193620087618186,1.0,,
IN-918,ERR599057,0.03822664461938973,29.0,0.0,3.0
IN-918,ERR599082,0.06112903735267175,25.0,,
IN-918,ERR599088,0.08569682231954351,8.0,,
IN-918,ERR599102,1.013671846985141,2.0,,
IN-918,ERR599110,0.062059823649767684,34.0,0.0034195003273913443,1.0
IN-918,ERR599112,0.6378780193138773,2.0,,
IN-918,ERR599146,0.025274567854414797,23.0,0.0,2.0
IN-918,ERR599150,0.0637860390917919,52.0,0.0008086839633036651,4.0
IN-918,ERR599164,0.005126094759197957,1.0,,
IN-919,ERR598949,0.20405871050607177,2.0,,
IN-919,ERR598970,0.04279950514526226,4.0,,
IN-919,ERR598972,0.04894724801739756,6.0,,
IN-919,ERR598979,0.10081689429999384,3.0,,
IN-919,ERR598990,0.04989195892142559,22.0,,
IN-919,ERR599018,0.016832520957215002,1.0,,
IN-919,ERR599023,0.05982935353637561,18.0,,
IN-919,ERR599025,0.05484226636276973,6.0,,
IN-919,ERR599026,0.03154308850207381,3.0,,
IN-919,ERR599028,0.15797499618381755,1.0,,
IN-919,ERR599057,0.04223835238688407,5.0,,
IN-919,ERR599082,0.06787071533943295,203.0,0.07661322868255505,3.0
IN-919,ERR599088,0.08813814856732793,4.0,,
IN-919,ERR599102,0.17493491409010856,1.0,,
IN-919,ERR599110,0.06805524245536994,226.0,0.12381405686104076,2.0
IN-919,ERR599146,0.05424371472163516,7.0,,
IN-919,ERR599150,0.07077205882352856,17.0,,
IN-921,ERR598949,0.04474605428005838,1.0,,
IN-921,ERR598966,0.12908451462158493,6.0,,
IN-921,ERR598974,0.10049807134062523,5.0,,
IN-921,ERR598990,0.016180459388019465,2.0,,
IN-921,ERR599023,0.16654398233345696,1.0,,
IN-921,ERR599026,0.12210716458068528,27.0,,
IN-921,ERR599028,0.05695828911421954,97.0,0.0,3.0
IN-921,ERR599057,0.09119917129679937,24.0,,
IN-921,ERR599082,0.11541770445030075,7.0,,
IN-921,ERR599102,0.09343947743019138,15.0,,
IN-921,ERR599110,0.0893885854750951,10.0,,
IN-921,ERR599143,0.1295751416981626,8.0,,
IN-921,ERR599146,0.23474558369223286,4.0,,
IN-921,ERR599150,0.11987013645585876,11.0,,
IN-921,ERR599158,0.059227628849965436,3.0,,
IN-922,ERR598972,0.10358145731579332,1.0,,
IN-922,ERR599023,0.5776530397352296,1.0,,
IN-922,ERR599026,0.08074950087552722,1.0,,
IN-922,ERR599028,0.07511994934366312,2.0,,
IN-922,ERR599057,0.06862212631393262,1.0,,
IN-922,ERR599082,0.05890221028580234,3.0,,
IN-922,ERR599110,0.3267687778727793,1.0,,
IN-922,ERR599112,0.0948438793520848,13.0,,
IN-922,ERR599150,0.07381279711292024,1.0,,
IN-924,ERR598949,0.054007200867827676,252.0,0.003070382616910734,7.0
IN-924,ERR598960,0.0581739276692991,4.0,,
IN-924,ERR598966,0.08330907057471779,12.0,,
IN-924,ERR598970,0.05698436754510529,347.0,0.07811514053806418,4.0
IN-924,ERR598972,0.05541993558273702,619.0,0.003998329245377511,16.0
IN-924,ERR598974,0.06570090164030988,3.0,,
IN-924,ERR598979,0.058401013987335854,268.0,0.10144399323670956,3.0
IN-924,ERR598990,0.060282495375820526,443.0,0.011398423250747223,9.0
IN-924,ERR599018,0.045592165297777175,98.0,0.009831029900292314,2.0
IN-924,ERR599023,0.07267202555949437,1738.0,0.03233286138902535,60.0
IN-924,ERR599025,0.054255887360765885,598.0,0.05469291636030736,13.0
IN-924,ERR599026,0.08964965027420521,1877.0,0.04981647392775782,67.0
IN-924,ERR599028,0.08406357423382269,1617.0,0.030412828970234212,55.0
IN-924,ERR599057,0.08601214441434785,1758.0,0.05028608413294574,61.0
IN-924,ERR599082,0.0909148705781282,1855.0,0.04509722885851848,66.0
IN-924,ERR599088,0.05209714559054124,312.0,0.044251232439284416,5.0
IN-924,ERR599102,0.0821932651094373,1602.0,0.0376991112767511,58.0
IN-924,ERR599110,0.08465209331092505,1730.0,0.056819948943557776,61.0
IN-924,ERR599112,0.05570017016915827,43.0,0.008297578595300888,1.0
IN-924,ERR599143,0.062198449197189185,69.0,,
IN-924,ERR599146,0.07322095523404007,1645.0,0.0324902720812711,58.0
IN-924,ERR599150,0.08425303562447298,1893.0,0.03959688578114405,67.0
IN-924,ERR599158,0.05175805932903591,191.0,0.02150888202705394,6.0
IN-928,ERR598960,0.04928694225514081,8.0,,
IN-928,ERR598972,0.2248130645107571,2.0,,
IN-928,ERR599021,0.2271992083856913,2.0,,
IN-928,ERR599023,0.07773084186598074,76.0,,
IN-928,ERR599025,0.21773332260529502,2.0,,
IN-928,ERR599026,0.06369252100705441,69.0,0.08120888157894686,1.0
IN-928,ERR599028,0.10444685950209363,5.0,,
IN-928,ERR599031,0.04311700008660289,1.0,,
IN-928,ERR599062,0.029905767665601282,10.0,,
IN-928,ERR599082,0.08255194016809224,5.0,,
IN-928,ERR599109,0.004045961593283095,1.0,,
IN-928,ERR599110,0.2256143430753317,3.0,,
IN-928,ERR599112,0.057825888315963365,1985.0,0.02869216067771212,25.0
IN-928,ERR599150,0.21995803662258467,1.0,,
IN-928,ERR599164,0.11172494950088675,4.0,,
IN-928,ERR599167,0.03232898938294206,5.0,,
IN-929,ERR598960,1.7751258699121384,1.0,,
IN-929,ERR598966,0.014224434492869253,24.0,0.01068702290076319,1.0
IN-929,ERR598974,0.007314942706787019,13.0,0.15737238449102908,1.0
IN-929,ERR598990,0.005632003385955102,1.0,,
IN-929,ERR599021,2.1676756300177944,1.0,,
IN-929,ERR599023,0.18661106816401002,4.0,,
IN-929,ERR599026,0.0953533985609509,82.0,,
IN-929,ERR599028,0.04857858770924637,1498.0,0.03520028955858825,57.0
IN-929,ERR599034,1.0588287903500329,1.0,,
IN-929,ERR599057,0.10252948879027222,31.0,0.26090890241833686,2.0
IN-929,ERR599082,0.0,1.0,,
IN-929,ERR599102,0.09798455871823913,10.0,,
IN-929,ERR599110,0.06729563319260118,3.0,,
IN-929,ERR599112,0.6519879626866448,2.0,,
IN-929,ERR599143,0.028361885925739624,541.0,0.011359869425628248,29.0
IN-929,ERR599146,3.6522231196502513,1.0,,
IN-929,ERR599150,0.06104301471451032,2.0,,
IN-929,ERR599164,2.27488550555683,1.0,,
IN-961,ERR598960,0.059983209496452285,7.0,,
IN-961,ERR598990,0.03372918241878937,4.0,,
IN-961,ERR599021,0.06091377864647887,6.0,,
IN-961,ERR599023,0.06253850020217484,5.0,,
IN-961,ERR599026,0.04429512810673321,2.0,,
IN-961,ERR599028,0.05098637954113046,2.0,,
IN-961,ERR599034,0.05167594458369162,6.0,,
IN-961,ERR599057,0.05858075789820508,1.0,,
IN-961,ERR599082,0.044016722408026704,3.0,,
IN-961,ERR599102,0.020671906131565186,2.0,,
IN-961,ERR599110,0.06151245194969997,6.0,,
IN-961,ERR599112,0.058533367999951444,6.0,,
IN-961,ERR599146,0.060149458140288076,5.0,,
IN-961,ERR599150,0.049606904223877785,8.0,,
IN-961,ERR599158,0.04487946337305648,1.0,,
IN-961,ERR599164,0.04794380893574484,7.0,,
