bin,signal_CAZ_count,percent_sect_CAZ,signal_CAZ_aa,MAG_ORFs_aa,ORF_count,signal_pep_count,percent_sect_pep,signal_pep_aa
deep_MAG_0325,10,32.25806451612903,4279,582303,2059,65,41.935483870967744,33712
deep_MAG_0228,13,32.5,5200,1051522,3169,66,38.372093023255815,37919
deep_MAG_0358,15,20.27027027027027,6206,1312611,4208,49,22.685185185185187,27136
deep_MAG_0255,7,41.17647058823529,5150,786742,2239,29,29.292929292929294,19557
deep_MAG_0222,0,0,0,625413,2044,9,9.574468085106384,4908
deep_MAG_0612,70,59.82905982905983,56471,1845396,4934,120,54.054054054054056,68327
deep_MAG_0511,21,26.25,10766,1382197,4343,50,27.472527472527474,22125
deep_MAG_0461,3,13.636363636363635,2112,1266875,3924,245,66.39566395663957,136577
deep_MAG_0416,9,21.951219512195124,6032,834696,2487,111,57.51295336787565,55449
deep_MAG_0126,11,29.72972972972973,4242,793580,2754,32,27.82608695652174,12391
deep_MAG_0585,8,15.09433962264151,4007,885322,3009,81,43.31550802139038,46815
deep_MAG_0466,7,15.909090909090908,3142,832499,3066,28,21.705426356589147,12298
deep_MAG_0021,14,29.166666666666668,5984,1168156,3565,72,36.18090452261307,41702
deep_MAG_0258,8,36.36363636363637,3132,758537,2606,59,42.142857142857146,29643
deep_MAG_0355,10,38.46153846153847,5779,997275,3255,77,34.22222222222222,39036
deep_MAG_0322,0,0,0,810363,2743,14,8.641975308641975,6062
deep_MAG_0328,46,43.80952380952381,25883,1273530,3853,129,54.43037974683544,74999
deep_MAG_0553,67,52.75590551181102,38968,1224081,3880,117,52.0,64864
deep_MAG_0019,7,17.5,2312,853222,2712,103,51.75879396984925,65400
deep_MAG_0169,10,28.57142857142857,4146,969344,3101,36,25.899280575539567,23005
deep_MAG_0064,14,25.0,6284,1245608,3905,40,20.72538860103627,16555
deep_MAG_0013,13,27.083333333333332,8655,763323,2222,92,55.42168674698795,48370
deep_MAG_0284,12,29.268292682926827,7212,696590,2286,63,45.0,31937
deep_MAG_0367,15,19.736842105263158,6051,1398713,4405,46,22.660098522167488,20664
deep_MAG_0383,20,44.44444444444444,13162,829641,2655,39,34.21052631578947,19347
deep_MAG_0045,11,20.37037037037037,4276,1194783,3858,37,21.637426900584796,15519
deep_MAG_0596,1,9.090909090909092,439,516172,1666,32,31.372549019607842,20527
deep_MAG_0578,9,20.930232558139537,4693,1047912,2821,82,50.0,57764
deep_MAG_0572,21,33.33333333333333,11673,1050799,3395,101,46.97674418604651,57985
deep_MAG_0491,12,21.052631578947366,7226,757499,2279,77,50.0,47597
deep_MAG_0505,2,8.0,1066,952198,3574,23,11.73469387755102,7876
deep_MAG_0038,29,57.99999999999999,21177,1024524,2875,53,34.41558441558442,28327
deep_MAG_0606,26,33.33333333333333,16206,1170111,3479,85,46.96132596685083,53470
deep_MAG_0447,4,25.0,2767,549556,1755,54,40.909090909090914,32420
deep_MAG_0430,13,35.13513513513514,5724,1123517,3745,59,32.77777777777778,30985
deep_MAG_0077,13,33.33333333333333,7444,624445,1996,52,39.69465648854962,28336
deep_MAG_0194,2,11.11111111111111,958,436712,1464,29,34.93975903614458,17578
deep_MAG_0309,0,0,0,975889,3503,15,9.868421052631579,7533
deep_MAG_0390,10,23.809523809523807,5375,733457,2451,75,48.07692307692308,39285
deep_MAG_0303,16,45.714285714285715,7673,1024181,3157,62,37.12574850299401,33564
EAC-37,35,45.45454545454545,19643,1118712,3352,97,47.3170731707317,59637
EAC-85,29,38.15789473684211,18536,1097860,3377,45,32.142857142857146,22059
EAC-5,15,31.25,10298,994849,2871,108,52.42718446601942,68750
EAC-2021,0,0,0,629743,1993,9,8.737864077669903,4461
EAC-16,17,27.419354838709676,6761,935392,3054,26,17.218543046357617,9349
EAC-673,20,35.714285714285715,11178,965414,3112,103,47.24770642201835,60227
EAC-59,9,15.517241379310345,5015,672373,2173,53,45.2991452991453,29354
EAC-102,7,25.925925925925924,3257,963928,2924,39,24.528301886792452,16507
EAC-108,8,13.333333333333334,4142,832338,2523,71,47.97297297297297,46083
EAC-29,11,33.33333333333333,6322,1188998,3131,54,33.9622641509434,26955
EAC-631,18,29.03225806451613,9220,1027561,3310,94,42.922374429223744,51753
EAC-646,25,48.07692307692308,17480,1071415,2746,69,49.64028776978417,36182
EAC-54,8,14.814814814814813,3227,1056672,3386,40,22.727272727272727,22784
EAC-2,20,35.08771929824561,10700,848866,2769,82,44.565217391304344,50000
EAC-88,10,20.833333333333336,6442,880669,2744,86,48.04469273743017,45736
EAC-66,58,43.28358208955223,31240,1305013,3978,102,50.495049504950494,66966
EAC-11,6,28.57142857142857,3652,649405,1876,32,28.82882882882883,22279
EAC-674,22,36.0655737704918,13398,598948,1735,43,38.05309734513274,25226
EAC-47,12,29.268292682926827,7000,1152961,3373,129,57.847533632286996,74386
EAC-75,4,18.181818181818183,2082,662342,2154,29,25.663716814159294,12111
EAC-91,36,41.37931034482759,24740,1474065,4270,64,32.82051282051282,32296
EAC-683,15,13.88888888888889,7296,1660607,5317,51,20.901639344262296,28716
EAC-713,9,21.951219512195124,3303,925308,2846,33,23.741007194244602,14058
EAC-95,9,13.432835820895523,4369,907659,2750,94,49.735449735449734,60727
EAC-71,30,34.883720930232556,14426,1499831,5122,109,42.248062015503876,61271
EAC-1785,3,12.5,1585,413805,1327,12,16.43835616438356,5737
EAC-49,10,16.129032258064516,5063,1211251,3786,43,25.443786982248522,21187
EAC-34,0,0,0,456184,1531,4,6.557377049180328,1772
EAC-43,10,22.22222222222222,7308,2116550,7396,70,40.46242774566474,40810
EAC-670,13,22.413793103448278,5681,986741,3326,28,18.666666666666668,11816
EAC-6,9,20.454545454545457,4492,1007931,3216,104,46.017699115044245,59828
EAC-68,72,56.69291338582677,40436,1024378,3075,103,50.73891625615764,71181
EAC-86,9,39.130434782608695,5929,717854,2157,67,44.07894736842105,33854
EAC-50,13,19.402985074626866,6763,1230516,3704,42,24.0,19995
EAC-635,5,27.77777777777778,3851,734808,2208,83,51.87500000000001,43893
EAC-642,12,46.15384615384615,7651,505561,1505,42,36.84210526315789,25075
EAC-20,9,19.565217391304348,3829,999885,3180,34,26.77165354330709,14782
EAC-645,11,15.492957746478872,4158,1080844,3435,30,17.647058823529413,10568
EAC-632,19,35.18518518518518,11002,1085025,3433,100,43.859649122807014,55926
EAC-65,3,12.0,1455,675933,2157,19,13.768115942028986,8535
EAC-1,13,25.49019607843137,6018,760741,2479,77,45.02923976608187,40607
EAC-81,8,28.57142857142857,3956,1046886,3270,58,24.576271186440678,34011
EAC-44,13,41.935483870967744,5522,667590,2092,27,28.723404255319153,11071
EAC-33,9,31.03448275862069,4474,571097,1626,44,43.13725490196079,28055
EAC-714,15,45.45454545454545,6433,380001,1201,30,37.9746835443038,17339
EAC-92,11,11.0,6738,1148460,3474,114,53.271028037383175,73067
EAC-76,16,27.11864406779661,8125,1297892,4185,41,20.098039215686274,15476
EAC-98,36,36.734693877551024,20666,1204155,3754,98,45.58139534883721,53984
EAC-654,4,11.11111111111111,2546,1105715,3138,31,22.302158273381295,20618
EAC-623,2,20.0,559,791821,2484,42,23.204419889502763,23341
EAC-46,7,16.666666666666664,3484,791848,2549,82,47.953216374269005,47912
EAC-31,5,15.625,3160,697829,2275,63,45.0,38455
EAC-2006,15,27.77777777777778,7483,445622,1342,31,35.63218390804598,20338
EAC-682,9,36.0,5795,573347,1684,60,47.24409448818898,36807
EAC-74,27,32.926829268292686,16540,1378896,3877,105,51.470588235294116,69427
EAC-109,9,15.254237288135593,4341,935772,2931,92,53.179190751445084,62074
EAC-103,6,10.526315789473683,3597,928830,2965,17,11.564625850340136,7501
EAC-55,12,36.36363636363637,5134,900469,2793,76,42.93785310734463,45846
EAC-647,25,43.103448275862064,20748,988591,2606,50,37.59398496240601,29811
EAC-10,0,0,0,424562,1387,3,5.172413793103448,892
EAC-9,1,3.8461538461538463,435,857373,2717,14,9.523809523809524,6619
EAC-3,120,57.692307692307686,67760,1516029,4551,179,58.306188925081436,129013
EAC-60,6,13.333333333333334,3670,1482192,5105,49,22.477064220183486,20887
EAC-17,90,56.9620253164557,55511,1579474,4732,136,49.63503649635037,78244
EAC-4,47,47.474747474747474,28143,1310009,4088,177,61.03448275862069,112183
EAC-52,60,65.21739130434783,39950,1190869,3451,114,51.58371040723983,70324
EAC-58,98,66.66666666666666,60013,1127795,3216,56,34.146341463414636,28611
EAC-97,11,30.555555555555557,4341,649900,2043,68,45.033112582781456,36993
EAC-73,16,21.62162162162162,6547,1389450,4228,48,25.53191489361702,19750
EAC-723,6,35.294117647058826,4040,488543,1433,31,32.29166666666667,21253
EAC-624,6,31.57894736842105,3965,489852,1488,46,46.93877551020408,26981
EAC-653,1,7.142857142857142,368,418709,1351,5,8.333333333333332,1990
EAC-36,6,17.142857142857142,3188,1142451,3644,35,18.71657754010695,15969
EAC-41,19,44.18604651162791,7513,1228500,3780,47,26.40449438202247,27158
EAC-117,6,33.33333333333333,3771,491069,1457,51,46.788990825688074,30872
EAC-32,13,46.42857142857143,7890,602007,1637,49,46.22641509433962,35525
EAC-45,110,57.89473684210527,63280,1332200,3845,142,54.61538461538461,95555
EAC-657,10,18.867924528301888,4509,659945,2441,29,25.663716814159294,11642
EAC-38,3,15.0,1550,426539,1206,32,38.095238095238095,21812
EAC-113,0,0,0,303314,1013,8,17.391304347826086,3675
EAC-77,8,18.6046511627907,3967,1020551,3276,38,19.895287958115183,16015
EAC-2037,9,32.142857142857146,6561,535557,1605,59,50.0,30812
EAC-93,5,18.51851851851852,3050,868453,2694,71,46.40522875816993,38519
EAC-21,4,11.428571428571429,2119,1306899,4133,36,18.461538461538463,15167
EAC-56,16,26.666666666666668,4959,1203577,4002,39,21.311475409836063,12947
EAC-64,4,19.047619047619047,1694,892199,2920,25,16.33986928104575,11059
EAC-13,1,8.333333333333332,552,461526,1471,7,16.27906976744186,2939
EAC-676,2,8.695652173913043,753,549772,1591,32,32.0,22457
EAC-695,14,25.454545454545453,5949,935135,2975,37,22.5609756097561,14292
EAC-69,16,23.52941176470588,6873,1280197,3929,48,27.74566473988439,28064
EAC-87,8,15.09433962264151,3541,1682300,5245,52,19.923371647509576,28748
EAC-63,37,31.896551724137932,21183,1397656,4458,160,52.63157894736842,91285
EAC-649,2,22.22222222222222,945,439946,1258,26,29.88505747126437,22318
EAC-634,10,22.727272727272727,4497,967229,3183,102,48.113207547169814,56304
EAC-51,7,13.20754716981132,3648,716100,2297,60,50.0,37110
EAC-662,40,60.60606060606061,25227,1263722,3249,66,40.243902439024396,40564
EAC-94,10,20.408163265306122,4770,1174329,3396,85,42.92929292929293,52641
EAC-35,2,11.11111111111111,1210,719883,2286,5,3.4482758620689653,2691
EAC-650,10,32.25806451612903,5787,594186,1666,33,30.555555555555557,21586
EAC-627,2,16.666666666666664,1092,843383,2833,12,6.976744186046512,5766
EAC-48,7,16.27906976744186,2303,966743,3193,38,22.75449101796407,13006
IN-14,8,22.22222222222222,3725,1274305,4324,91,42.72300469483568,54672
IN-48,11,26.82926829268293,7938,910101,2607,35,30.17241379310345,18141
IN-1213,2,10.526315789473683,1134,605561,1943,10,8.547008547008547,4034
IN-42,19,42.22222222222222,14492,815230,2241,32,32.6530612244898,14961
IN-912,8,26.666666666666668,2460,1045280,3484,38,22.35294117647059,19661
IN-32,27,35.526315789473685,14237,1159754,3485,99,46.478873239436616,64374
IN-13,39,32.231404958677686,22666,1463190,4390,167,58.39160839160839,103149
IN-19,10,17.543859649122805,4594,1342605,4249,43,21.93877551020408,20175
IN-21,3,10.0,1234,1089719,3437,27,15.340909090909092,12304
IN-25,7,15.555555555555555,6059,907055,2880,15,11.11111111111111,7983
IN-17,13,18.30985915492958,7053,1008209,3028,84,47.45762711864407,57429
IN-3,10,20.0,4996,1126540,3617,41,22.77777777777778,19123
IN-929,5,18.51851851851852,4094,696712,2180,60,38.961038961038966,33113
IN-9,7,26.923076923076923,2866,986071,3157,44,25.882352941176475,19593
IN-924,1,7.6923076923076925,762,623148,1973,11,10.377358490566039,5481
IN-10,51,60.71428571428571,29074,1203360,3422,138,57.49999999999999,89261
IN-28,8,17.77777777777778,4091,1180755,3869,113,47.28033472803347,61748
IN-22,12,25.0,6582,831755,2745,75,44.37869822485207,39421
IN-18,4,11.76470588235294,2119,1350662,4286,39,19.306930693069308,16870
IN-12,7,15.555555555555555,2842,931747,2997,30,24.390243902439025,11764
IN-20,29,45.3125,14773,981527,3175,93,44.285714285714285,54922
IN-6,11,15.942028985507244,4204,1592440,5151,37,19.576719576719576,16096
IN-43,2,11.76470588235294,1123,606453,1982,16,18.181818181818183,6298
IN-919,2,13.333333333333334,1053,655799,2134,4,2.9197080291970803,1495
IN-1,16,23.88059701492537,7545,1143086,3836,53,29.775280898876407,21309
IN-921,6,25.0,4393,754104,2154,23,24.210526315789473,11336
IN-27,7,24.137931034482758,3493,683536,2355,77,43.50282485875706,41908
IN-15,7,16.666666666666664,2688,839477,2759,33,25.984251968503933,13977
IN-11,23,33.33333333333333,11845,1809878,6402,113,42.4812030075188,64668
IN-23,8,12.903225806451612,4639,1098688,3919,88,46.808510638297875,52622
IN-29,14,40.0,7201,1024237,3182,76,43.18181818181818,46014
IN-5,8,17.391304347826086,3205,958787,3025,41,29.496402877697843,17200
IN-1311,3,10.0,1341,781407,2479,16,11.678832116788321,7633
IN-47,3,13.636363636363635,1034,688237,2264,17,13.709677419354838,7869
IN-40,12,44.44444444444444,5690,640304,2147,61,44.52554744525548,35135
IN-928,13,35.13513513513514,5863,923047,2893,39,26.71232876712329,19281
IN-8,8,14.285714285714285,3911,1252260,4003,99,41.94915254237288,53457
IN-922,15,23.4375,8308,1003761,3432,42,26.41509433962264,17427
IN-2,18,21.951219512195124,8778,1200837,4011,48,27.586206896551722,20592
IN-16,24,40.0,12782,863560,2977,81,46.285714285714285,43749
MED-1008,1,4.761904761904762,611,569387,1795,15,16.853932584269664,6863
MED-719,44,61.97183098591549,32636,1230617,3302,60,39.473684210526315,43217
MED-584,23,51.11111111111111,15503,545028,1639,37,35.57692307692308,22302
MED-721,1,20.0,220,542044,1622,21,28.000000000000004,9816
MED-756,2,9.090909090909092,1414,911447,2718,25,19.53125,11838
MED-626,2,14.285714285714285,779,383171,1289,11,17.46031746031746,4944
MED-878,1,16.666666666666664,533,461553,1491,9,11.842105263157894,3759
MED-670,21,41.17647058823529,13848,409349,1199,10,25.0,4142
MED-694,2,16.666666666666664,936,486061,1668,23,33.33333333333333,9475
MED-1116,2,16.666666666666664,1079,280219,969,6,15.0,2781
MED-635,34,66.66666666666666,21231,856773,2268,48,43.63636363636363,28845
MED-1153,1,7.142857142857142,335,330580,1113,6,14.634146341463413,2224
MED-648,12,27.906976744186046,5799,703256,2081,47,34.05797101449276,32130
MED-732,12,38.70967741935484,7079,494404,1391,38,38.38383838383838,23151
MED-745,2,11.11111111111111,1033,913434,3063,20,16.666666666666664,9712
MED-1227,2,11.11111111111111,1036,640783,2060,15,14.285714285714285,6168
MED-829,4,22.22222222222222,3125,507772,1400,20,22.727272727272727,14541
MED-621,15,27.27272727272727,9963,711909,2057,54,40.0,34852
MED-589,9,23.684210526315788,5035,914272,2642,44,32.35294117647059,33396
MED-830,13,36.11111111111111,6309,584288,1825,40,34.48275862068966,23168
MED-613,2,15.384615384615385,976,513046,1652,25,26.881720430107524,13218
MED-769,2,13.333333333333334,1112,406025,1370,7,14.893617021276595,2854
MED-587,4,9.30232558139535,2295,1097003,3451,32,20.382165605095544,14711
MED-834,2,8.333333333333332,1544,706850,2179,20,19.607843137254903,7879
MED-1001,6,30.0,3754,489644,1445,39,39.795918367346935,22119
MED-660,6,15.0,4016,1365524,3905,48,20.600858369098713,24940
MED-617,2,16.666666666666664,953,445544,1545,8,11.594202898550725,3126
MED-806,12,27.27272727272727,8348,841495,2253,52,34.437086092715234,43069
MED-728,21,31.818181818181817,9177,1517350,4981,63,28.767123287671232,26736
MED-652,3,33.33333333333333,1603,539518,1819,10,13.333333333333334,5375
MED-850,8,16.3265306122449,3496,590592,2135,17,18.085106382978726,6277
MED-827,2,15.384615384615385,1082,276019,965,6,13.636363636363635,2436
MED-1261,5,25.0,2552,417053,1338,24,31.16883116883117,10741
MED-697,50,41.32231404958678,37332,2259689,6179,93,37.34939759036144,52345
MED-703,2,22.22222222222222,1295,605872,1771,28,28.28282828282828,16320
MED-604,31,50.0,19152,774175,2293,91,52.0,49904
MED-815,7,26.923076923076923,3498,1005897,3210,39,17.80821917808219,23264
MED-965,0,0,0,596222,1989,18,15.789473684210526,7921
MED-746,5,26.31578947368421,3353,540420,1562,28,25.0,19586
MED-636,31,50.81967213114754,19961,896835,2524,98,50.77720207253886,61262
MED-641,0,0,0,450682,1428,40,39.21568627450981,23560
MED-818,6,28.57142857142857,3354,439990,1316,33,38.82352941176471,18742
MED-704,10,37.03703703703704,4551,440131,1353,34,36.55913978494624,19771
MED-690,6,24.0,3111,737562,2309,36,26.277372262773724,18363
MED-779,8,26.666666666666668,4555,499423,1526,37,38.144329896907216,20019
MED-797,6,13.636363636363635,2543,790400,2441,13,11.711711711711711,5980
MED-603,27,44.26229508196721,17086,660367,1985,79,50.967741935483865,41803
MED-674,5,13.157894736842104,4534,1060835,3480,17,10.69182389937107,7342
MED-599,12,20.689655172413794,7935,1384697,4162,49,26.063829787234045,35226
MED-725,2,14.285714285714285,1012,424071,1336,19,24.675324675324674,9385
MED-752,4,21.052631578947366,2014,785421,2525,36,29.75206611570248,14250
MED-801,0,0,0,368208,1187,25,32.467532467532465,16680
MED-995,9,33.33333333333333,4876,388899,1165,27,39.130434782608695,19787
MED-610,36,43.373493975903614,20923,1170724,3530,111,48.68421052631579,61261
MED-667,2,12.5,1155,537703,1700,30,27.77777777777778,14167
MED-689,1,7.6923076923076925,512,434249,1502,9,13.043478260869565,3331
MED-717,2,11.11111111111111,1175,507759,1617,6,8.333333333333332,2730
MED-580,8,18.6046511627907,4947,1376899,3980,39,17.410714285714285,19790
MED-809,28,56.00000000000001,18012,518581,1519,20,32.25806451612903,8344
MED-803,0,0,0,662522,1998,18,16.51376146788991,9024
MED-657,0,0,0,646744,2392,10,11.76470588235294,4242
MED-620,6,17.647058823529413,3408,912166,2901,23,13.529411764705882,9928
MED-1190,2,10.0,1002,583535,1846,16,14.285714285714285,8687
MED-665,8,16.666666666666664,3767,1430667,5050,34,13.709677419354838,13126
MED-768,3,20.0,1030,517507,1739,13,14.285714285714285,5304
MED-715,0,0,0,420414,1460,8,12.5,3282
MED-867,1,11.11111111111111,772,559167,1839,8,8.24742268041237,3713
MED-810,8,24.242424242424242,4196,893584,2788,54,29.347826086956523,29549
MED-633,17,25.757575757575758,6269,1061333,3438,45,24.59016393442623,15232
MED-855,1,6.25,839,663208,2082,69,48.25174825174825,38055
MED-828,5,25.0,2772,657718,1993,52,44.44444444444444,23851
MED-692,23,51.11111111111111,15139,761200,2028,72,54.54545454545454,46363
MED-698,10,30.303030303030305,4887,955744,2957,53,25.358851674641148,28096
MED-606,0,0,0,276667,982,5,9.433962264150944,2227
MED-792,1,7.142857142857142,322,673539,2220,15,13.636363636363635,6051
MED-928,8,26.666666666666668,3293,1137548,3900,46,18.62348178137652,24662
MED-825,15,38.46153846153847,9508,800854,2407,81,48.214285714285715,45336
MED-955,0,0,0,474120,1532,30,30.303030303030305,20616
MED-649,9,31.03448275862069,5299,434774,1293,34,40.0,24832
MED-739,5,21.73913043478261,3375,412868,1240,8,14.545454545454545,3838
MED-615,10,52.63157894736842,7221,518837,1608,45,40.54054054054054,25631
MED-668,45,43.269230769230774,28269,1277124,3898,104,46.42857142857143,63524
MED-585,3,18.75,1663,646815,2167,15,14.150943396226415,6721
MED-841,8,40.0,5069,422813,1258,13,24.528301886792452,6443
MED-650,5,9.25925925925926,1900,560611,2079,15,15.957446808510639,5144
MED-757,1,5.263157894736842,958,628570,1909,24,22.22222222222222,17130
MED-879,0,0,0,498024,1591,18,20.224719101123593,9922
MED-753,0,0,0,366293,1201,8,19.51219512195122,3368
MED-759,5,21.73913043478261,2669,562995,1842,14,17.073170731707318,5920
MED-1094,8,30.76923076923077,4407,529298,1449,31,30.392156862745097,18805
MED-716,5,11.904761904761903,2398,869189,2824,20,13.88888888888889,8431
MED-682,4,18.181818181818183,4089,807083,2695,23,19.327731092436977,11986
MED-611,8,32.0,5362,638626,2011,61,45.18518518518518,35974
MED-581,6,27.27272727272727,3622,701605,2201,70,48.275862068965516,35535
MED-630,0,0,0,387544,1470,7,9.859154929577464,3168
MED-819,12,32.432432432432435,7877,455778,1308,41,43.61702127659575,27264
MED-880,1,5.555555555555555,581,530837,1704,10,13.88888888888889,3745
MED-778,18,60.0,13239,442845,1357,26,32.5,12426
MED-796,34,53.125,20678,669699,1976,35,30.701754385964914,22771
MED-602,2,10.0,1092,602218,2193,9,15.517241379310345,3906
MED-608,13,37.142857142857146,8549,890222,2447,54,42.1875,32950
MED-592,29,43.93939393939394,15780,1141414,3595,107,48.63636363636364,65036
MED-595,1,8.333333333333332,257,657812,2141,10,9.25925925925926,5054
MED-605,3,13.636363636363635,1279,515569,1787,8,12.903225806451612,3602
MED-672,6,16.216216216216218,3512,1222136,3568,43,20.0,20509
MED-708,26,50.0,16018,1048556,2914,58,39.455782312925166,34964
MED-775,1,12.5,735,585284,1827,11,12.941176470588237,6436
MED-702,16,25.0,8993,969494,3102,101,47.64150943396226,59035
MED-814,4,21.052631578947366,1904,617409,2056,13,13.829787234042554,6133
MED-104,1,7.6923076923076925,748,280601,994,6,13.043478260869565,3226
MED-730,1,6.666666666666667,588,463040,1493,15,18.072289156626507,7293
MED-835,4,16.666666666666664,1819,557346,1623,17,18.88888888888889,8167
MED-586,7,21.875,3692,501820,1400,31,33.69565217391305,21120
MED-766,0,0,0,509796,1695,10,13.513513513513514,4239
MED-616,2,13.333333333333334,1041,668731,2147,16,14.414414414414415,6503
MED-661,64,54.700854700854705,49351,2037910,5399,113,45.0199203187251,62167
MED-754,21,55.26315789473685,13441,560734,1842,33,32.35294117647059,18897
MED-653,12,26.08695652173913,5926,1063333,3370,103,48.35680751173709,59809
MED-624,11,29.72972972972973,5897,1130763,3631,128,52.459016393442624,70313
NAT-138,6,16.666666666666664,3263,739581,2207,29,22.48062015503876,12702
NAT-145,17,33.33333333333333,10233,569196,1652,14,23.333333333333332,6310
NAT-132,33,58.92857142857143,26319,984688,2488,63,52.066115702479344,30175
NAT-40,6,10.714285714285714,2219,665027,2473,22,19.81981981981982,8447
NAT-575,0,0,0,611023,2086,11,7.971014492753622,5149
NAT-231,24,47.05882352941176,16242,470531,1353,39,43.333333333333336,24433
NAT-72,3,20.0,1693,671375,2196,12,10.81081081081081,5574
NAT-100,2,13.333333333333334,757,663753,2093,5,4.098360655737705,2849
NAT-203,6,17.647058823529413,3418,639477,1805,45,36.0,31038
NAT-290,17,9.714285714285714,8779,2069937,6090,62,24.701195219123505,32893
NAT-209,15,30.612244897959183,8663,747896,2342,70,45.45454545454545,38010
NAT-121,18,26.08695652173913,9332,1574329,4638,99,40.74074074074074,58027
NAT-53,0,0,0,333840,1084,7,14.583333333333334,3458
NAT-24,7,25.0,3376,817183,2627,36,30.252100840336134,15246
NAT-222,0,0,0,374297,1205,3,5.0,1398
NAT-255,1,6.666666666666667,874,624773,1983,9,8.571428571428571,5253
NAT-16,5,11.904761904761903,2755,1072355,3452,122,48.99598393574297,66730
NAT-61,96,57.14285714285714,75211,2316151,5989,113,43.96887159533074,67543
NAT-113,9,22.5,4475,911888,2962,89,46.1139896373057,49280
NAT-453,0,0,0,453089,1463,6,7.6923076923076925,2674
NAT-119,0,0,0,563838,1916,5,6.578947368421052,2290
NAT-210,137,65.55023923444976,82988,1330002,3707,153,61.199999999999996,104024
NAT-284,2,11.11111111111111,1211,782895,2447,4,2.6143790849673203,1947
NAT-217,5,33.33333333333333,3393,524524,1511,36,37.89473684210527,30803
NAT-88,6,30.0,2966,498557,1341,47,49.473684210526315,35581
NAT-66,4,11.11111111111111,2184,877884,2771,17,11.724137931034482,6837
NAT-163,15,34.090909090909086,7801,548351,1636,22,27.848101265822784,14156
NAT-82,17,17.17171717171717,6416,1239847,3933,32,19.16167664670659,13470
NAT-187,20,35.714285714285715,12869,777269,2193,54,37.5,35783
NAT-169,32,25.6,15404,1625342,4954,44,18.410041841004183,17150
NAT-258,18,27.27272727272727,12079,1097502,3421,60,41.66666666666667,38961
NAT-7,15,17.24137931034483,6426,1600229,5122,38,17.194570135746606,13771
NAT-686,6,27.27272727272727,3977,867160,2783,26,16.7741935483871,16203
NAT-252,11,37.93103448275862,5350,457970,1377,40,40.4040404040404,23705
NAT-225,8,30.76923076923077,5439,990219,2968,113,54.32692307692307,54812
NAT-23,61,46.21212121212121,49532,2167853,5937,137,46.28378378378378,78268
NAT-91,12,26.666666666666668,5135,892371,2856,93,46.96969696969697,50478
NAT-430,0,0,0,303138,993,9,21.951219512195124,4296
NAT-75,13,30.23255813953488,6371,1043434,3229,44,26.993865030674847,21402
NAT-170,5,10.204081632653061,1884,1158813,3688,44,20.0,20059
NAT-241,7,25.0,3290,610304,2025,19,21.59090909090909,7755
NAT-142,36,69.23076923076923,23828,846993,2235,59,50.427350427350426,31812
NAT-30,15,22.727272727272727,7130,1442909,4225,45,22.613065326633166,18951
NAT-245,2,13.333333333333334,857,385776,1328,11,20.0,4781
NAT-232,4,21.052631578947366,1879,396338,1252,19,26.027397260273972,9614
NAT-501,5,22.727272727272727,2317,382097,1119,42,48.837209302325576,26962
NAT-43,3,15.789473684210526,1660,626426,1931,27,25.471698113207548,14477
NAT-131,27,32.53012048192771,17950,2695088,7096,137,41.896024464831804,71523
NAT-146,0,0,0,461142,1492,10,12.987012987012985,5228
NAT-200,6,31.57894736842105,3384,360902,1113,38,46.913580246913575,20798
NAT-71,2,11.11111111111111,1219,826452,2602,7,4.191616766467066,4302
NAT-190,0,0,0,405176,1301,5,4.716981132075472,3188
NAT-221,2,14.285714285714285,1166,538178,1758,17,22.972972972972975,8103
NAT-9,11,22.0,4973,999840,3095,25,18.248175182481752,9857
NAT-3,21,23.863636363636363,10381,1714419,5485,62,23.04832713754647,27949
NAT-155,97,70.28985507246377,66664,2122077,5334,116,42.33576642335766,62880
NAT-280,4,23.52941176470588,3019,587212,1728,83,53.205128205128204,45302
NAT-167,21,23.595505617977526,8815,1727101,5632,51,20.4,20257
NAT-62,1,12.5,929,468101,1335,26,30.58823529411765,19014
NAT-15,124,60.19417475728155,72153,1432259,4210,175,59.523809523809526,129133
NAT-81,3,8.333333333333332,1543,1233288,3580,40,23.391812865497073,32104
NAT-18,5,17.857142857142858,2440,625140,1747,22,24.444444444444443,10663
NAT-117,27,14.285714285714285,26971,1989978,5881,77,27.598566308243726,43977
NAT-12,10,33.33333333333333,6700,426409,1230,34,35.051546391752574,21130
NAT-269,11,42.30769230769231,6205,464586,1362,29,37.17948717948718,17570
NAT-158,5,26.31578947368421,1808,719784,2256,18,15.517241379310345,8406
NAT-20,16,29.09090909090909,8190,1473803,4678,58,25.108225108225106,22932
NAT-125,8,17.391304347826086,3384,856827,2826,29,25.438596491228072,11303
NAT-4,17,24.637681159420293,9546,1483341,4303,49,24.378109452736318,23384
NAT-173,18,21.951219512195124,8396,1618643,5145,62,25.514403292181072,26001
NAT-179,8,28.57142857142857,4793,543104,1525,35,37.634408602150536,25597
NAT-197,11,24.444444444444443,5409,614753,1776,34,37.77777777777778,21845
NAT-92,48,39.02439024390244,26306,1172935,3568,82,48.80952380952381,52714
NAT-33,7,14.285714285714285,3970,1483369,4388,35,14.644351464435147,15979
NAT-141,2,14.285714285714285,982,590719,1926,21,23.333333333333332,10901
NAT-39,2,5.405405405405405,1236,839530,2695,12,8.633093525179856,4873
