bin,domain,signal_CAZ_count,percent_sect_CAZ,signal_CAZ_aa,MAG_ORFs_aa,ORF_count,signal_pep_count,percent_sect_pep,signal_pep_aa
deep_MAG_0335,Bacteria,19,16.666666666666664,12301,1030320,3400,22,19.298245614035086,11567
deep_MAG_0060,Bacteria,24,14.906832298136646,12900,937168,2858,91,53.529411764705884,59509
deep_MAG_0183,Archaea,0,0,0,295377,1054,1,2.3255813953488373,668
deep_MAG_0084,Bacteria,16,9.467455621301776,6082,1129210,3579,32,19.631901840490798,11835
deep_MAG_0167,Bacteria,1,1.639344262295082,624,1069247,3892,29,17.058823529411764,10703
deep_MAG_0557,Bacteria,16,15.686274509803921,6240,838685,2893,26,16.99346405228758,8799
deep_MAG_0213,Bacteria,4,3.1746031746031744,2150,1675255,5409,107,39.77695167286245,61031
deep_MAG_0314,Bacteria,17,12.686567164179104,6008,1451459,5238,43,18.614718614718615,15494
deep_MAG_0280,Bacteria,18,12.413793103448276,7067,1349116,4473,42,19.81132075471698,21082
deep_MAG_0363,Bacteria,10,18.867924528301888,6317,506360,1622,44,38.93805309734513,30884
deep_MAG_0052,Bacteria,0,0,0,846903,2853,15,12.096774193548388,8450
deep_MAG_0128,Bacteria,7,8.860759493670885,3716,501614,1732,11,16.923076923076923,3785
deep_MAG_0518,Bacteria,8,7.2727272727272725,3505,956287,3091,39,30.46875,16553
deep_MAG_0512,Bacteria,7,7.865168539325842,3248,864779,2767,27,18.0,12299
deep_MAG_0058,Bacteria,125,29.069767441860467,70598,1900036,5947,221,54.83870967741935,135024
deep_MAG_0122,Bacteria,13,5.485232067510549,7655,1067967,4115,16,14.414414414414415,7838
deep_MAG_0351,Bacteria,61,30.049261083743843,38794,1852087,4823,98,40.32921810699588,56042
deep_MAG_0616,Archaea,0,0,0,353844,1212,1,1.8518518518518516,538
deep_MAG_0251,Bacteria,1,1.7857142857142856,411,828202,2649,11,7.006369426751593,6255
deep_MAG_0226,Bacteria,10,10.526315789473683,5046,980497,3518,70,33.65384615384615,35193
deep_MAG_0321,Bacteria,9,8.333333333333332,6106,907633,2705,78,50.649350649350644,37800
deep_MAG_0356,Bacteria,11,14.864864864864865,4786,783687,2623,78,48.148148148148145,40830
deep_MAG_0465,Archaea,0,0,0,236253,856,0,0,0
deep_MAG_0586,Bacteria,6,10.526315789473683,3665,1011923,3144,146,56.809338521400775,79835
deep_MAG_0562,Bacteria,20,15.625,7787,1528676,5048,56,24.137931034482758,24451
deep_MAG_0152,Bacteria,12,9.30232558139535,4911,1161230,3989,27,18.243243243243242,11208
deep_MAG_0028,Bacteria,23,12.23404255319149,11404,1593901,4691,77,33.47826086956522,40673
deep_MAG_0214,Bacteria,28,22.76422764227642,18911,854074,2548,48,40.0,22747
deep_MAG_0263,Bacteria,4,4.597701149425287,2064,850749,3050,28,19.718309859154928,11265
deep_MAG_0269,Bacteria,28,15.053763440860216,12849,1601969,4984,52,20.233463035019454,18450
deep_MAG_0420,Bacteria,34,22.972972972972975,26931,1046762,2994,122,57.54716981132076,73000
deep_MAG_0457,Bacteria,10,12.345679012345679,4615,1096944,3853,34,17.17171717171717,14138
deep_MAG_0184,Bacteria,34,23.943661971830984,18492,1103654,3468,100,48.07692307692308,57094
deep_MAG_0067,Bacteria,4,6.0606060606060606,2010,499134,1663,18,20.454545454545457,6812
deep_MAG_0527,Bacteria,7,8.536585365853659,4006,938564,2837,43,29.86111111111111,18716
deep_MAG_0345,Bacteria,15,16.304347826086957,7642,1068133,3090,100,44.843049327354265,56224
deep_MAG_0338,Bacteria,16,12.8,9228,1212417,3899,46,25.69832402234637,21127
deep_MAG_0242,Bacteria,6,7.4074074074074066,3344,738927,2629,18,13.740458015267176,6450
deep_MAG_0605,Archaea,0,0,0,355913,1567,3,5.454545454545454,1557
deep_MAG_0571,Bacteria,2,5.263157894736842,622,519847,1772,3,2.2900763358778624,1549
deep_MAG_0300,Bacteria,13,13.541666666666666,5465,1087760,4131,30,16.483516483516482,9885
deep_MAG_0399,Bacteria,1,1.7543859649122806,383,595226,2039,5,6.666666666666667,2322
deep_MAG_0439,Bacteria,8,11.594202898550725,3849,1141870,3733,52,36.36363636363637,24152
deep_MAG_0534,Archaea,0,0,0,343826,1392,0,0,0
deep_MAG_0173,Bacteria,8,12.5,4237,1181201,3649,72,41.14285714285714,34209
deep_MAG_0549,Archaea,0,0,0,436533,1295,6,8.695652173913043,4440
deep_MAG_0203,Bacteria,10,19.230769230769234,6188,571272,1712,70,50.72463768115942,40345
deep_MAG_0274,Bacteria,9,10.344827586206897,3999,854890,2708,78,41.48936170212766,42624
deep_MAG_0209,Bacteria,102,44.15584415584416,56104,1236427,4154,129,50.588235294117645,75310
deep_MAG_0373,Bacteria,5,4.9504950495049505,3586,1088361,3356,110,57.89473684210527,57087
deep_MAG_0437,Archaea,0,0,0,423445,1205,5,7.575757575757576,4592
deep_MAG_0193,Bacteria,11,10.679611650485436,4322,823608,2635,25,19.68503937007874,10343
deep_MAG_0070,Bacteria,0,0,0,623813,2027,5,5.434782608695652,3438
deep_MAG_0177,Bacteria,40,22.988505747126435,21709,1513110,4707,140,49.29577464788733,82713
deep_MAG_0094,Bacteria,14,11.023622047244094,7637,1129714,3284,47,29.375,29432
deep_MAG_0246,Bacteria,0,0,0,143985,548,4,16.666666666666664,1635
deep_MAG_0336,Bacteria,1,3.4482758620689653,655,337252,1107,9,18.0,4894
deep_MAG_0035,Bacteria,4,4.761904761904762,2458,780133,2461,34,29.310344827586203,14204
deep_MAG_0591,Bacteria,9,13.043478260869565,4080,660019,2156,24,24.242424242424242,9780
deep_MAG_0405,Bacteria,22,24.719101123595504,11048,722262,2666,61,40.939597315436245,31902
deep_MAG_0502,Bacteria,5,8.47457627118644,2794,622473,1945,22,23.157894736842106,8873
deep_MAG_0496,Bacteria,6,9.230769230769232,2708,847722,2774,116,50.877192982456144,58593
deep_MAG_0478,Bacteria,14,13.725490196078432,7960,2525862,7784,101,29.022988505747126,46100
deep_MAG_0132,Bacteria,4,6.349206349206349,2849,1169029,4154,27,12.442396313364055,11016
deep_MAG_0048,Bacteria,1,2.631578947368421,529,278533,901,21,41.17647058823529,9489
deep_MAG_0317,Bacteria,3,3.8461538461538463,1686,832024,2890,17,14.166666666666666,7590
deep_MAG_0283,Bacteria,0,0,0,667599,2500,16,14.814814814814813,6578
deep_MAG_0210,Bacteria,12,13.48314606741573,5515,829387,2667,38,28.35820895522388,16341
deep_MAG_0267,Bacteria,47,31.333333333333336,27095,944407,3010,100,51.546391752577314,57853
deep_MAG_0459,Bacteria,10,13.333333333333334,4618,767856,2473,86,51.49700598802395,46672
deep_MAG_0523,Bacteria,6,5.825242718446602,2547,916129,2901,34,28.57142857142857,13740
deep_MAG_0325,Bacteria,10,19.607843137254903,4279,582303,2059,65,41.935483870967744,33712
deep_MAG_0228,Bacteria,13,12.5,5200,1051522,3169,66,38.372093023255815,37919
deep_MAG_0358,Bacteria,15,13.274336283185843,6206,1312611,4208,49,22.685185185185187,27136
deep_MAG_0255,Bacteria,7,12.727272727272727,5150,786742,2239,29,29.292929292929294,19557
deep_MAG_0222,Bacteria,0,0,0,625413,2044,9,9.574468085106384,4908
deep_MAG_0612,Bacteria,70,23.411371237458194,56471,1845396,4934,120,54.054054054054056,68327
deep_MAG_0511,Bacteria,21,12.42603550295858,10766,1382197,4343,50,27.472527472527474,22125
deep_MAG_0461,Bacteria,3,4.411764705882353,2112,1266875,3924,245,66.39566395663957,136577
deep_MAG_0416,Bacteria,9,10.714285714285714,6032,834696,2487,111,57.51295336787565,55449
deep_MAG_0126,Bacteria,11,11.224489795918368,4242,793580,2754,32,27.82608695652174,12391
deep_MAG_0585,Bacteria,8,8.60215053763441,4007,885322,3009,81,43.31550802139038,46815
deep_MAG_0466,Bacteria,7,8.045977011494253,3142,832499,3066,28,21.705426356589147,12298
deep_MAG_0021,Bacteria,14,11.29032258064516,5984,1168156,3565,72,36.18090452261307,41702
deep_MAG_0258,Bacteria,8,11.594202898550725,3132,758537,2606,59,42.142857142857146,29643
deep_MAG_0355,Bacteria,10,13.157894736842104,5779,997275,3255,77,34.22222222222222,39036
deep_MAG_0322,Bacteria,0,0,0,810363,2743,14,8.641975308641975,6062
deep_MAG_0328,Bacteria,46,27.54491017964072,25883,1273530,3853,129,54.43037974683544,74999
deep_MAG_0553,Bacteria,67,35.26315789473684,38968,1224081,3880,117,52.0,64864
deep_MAG_0019,Bacteria,7,6.60377358490566,2312,853222,2712,103,51.75879396984925,65400
deep_MAG_0169,Bacteria,10,11.76470588235294,4146,969344,3101,36,25.899280575539567,23005
deep_MAG_0064,Bacteria,14,10.071942446043165,6284,1245608,3905,40,20.72538860103627,16555
deep_MAG_0013,Bacteria,13,8.843537414965986,8655,763323,2222,92,55.42168674698795,48370
deep_MAG_0284,Bacteria,12,16.216216216216218,7212,696590,2286,63,45.0,31937
deep_MAG_0367,Bacteria,15,11.278195488721805,6051,1398713,4405,46,22.660098522167488,20664
deep_MAG_0383,Bacteria,20,16.0,13162,829641,2655,39,34.21052631578947,19347
deep_MAG_0045,Bacteria,11,7.142857142857142,4276,1194783,3858,37,21.637426900584796,15519
deep_MAG_0596,Bacteria,1,2.3255813953488373,439,516172,1666,32,31.372549019607842,20527
deep_MAG_0578,Bacteria,9,12.162162162162163,4693,1047912,2821,82,50.0,57764
deep_MAG_0572,Bacteria,21,17.21311475409836,11673,1050799,3395,101,46.97674418604651,57985
deep_MAG_0491,Bacteria,12,12.244897959183673,7226,757499,2279,77,50.0,47597
deep_MAG_0505,Bacteria,2,3.3333333333333335,1066,952198,3574,23,11.73469387755102,7876
deep_MAG_0038,Bacteria,29,15.934065934065933,21177,1024524,2875,53,34.41558441558442,28327
deep_MAG_0606,Bacteria,26,20.155038759689923,16206,1170111,3479,85,46.96132596685083,53470
deep_MAG_0241,Archaea,0,0,0,312377,1222,3,7.142857142857142,2132
deep_MAG_0447,Bacteria,4,8.88888888888889,2767,549556,1755,54,40.909090909090914,32420
deep_MAG_0430,Bacteria,13,13.829787234042554,5724,1123517,3745,59,32.77777777777778,30985
deep_MAG_0077,Bacteria,13,13.829787234042554,7444,624445,1996,52,39.69465648854962,28336
deep_MAG_0194,Bacteria,2,5.714285714285714,958,436712,1464,29,34.93975903614458,17578
deep_MAG_0093,Archaea,0,0,0,393756,1750,2,3.7735849056603774,1938
deep_MAG_0309,Bacteria,0,0,0,975889,3503,15,9.868421052631579,7533
deep_MAG_0390,Bacteria,10,11.235955056179774,5375,733457,2451,75,48.07692307692308,39285
deep_MAG_0303,Bacteria,16,16.666666666666664,7673,1024181,3157,62,37.12574850299401,33564
EAC-710,Archaea,1,3.571428571428571,832,587425,1536,10,13.513513513513514,8390
EAC-37,Bacteria,35,26.515151515151516,19643,1118712,3352,97,47.3170731707317,59637
EAC-1768,Archaea,1,5.263157894736842,921,585201,1624,6,9.375,5432
EAC-85,Bacteria,29,15.263157894736842,18536,1097860,3377,45,32.142857142857146,22059
EAC-5,Bacteria,15,15.789473684210526,10298,994849,2871,108,52.42718446601942,68750
EAC-2021,Bacteria,0,0,0,629743,1993,9,8.737864077669903,4461
EAC-16,Bacteria,17,15.59633027522936,6761,935392,3054,26,17.218543046357617,9349
EAC-673,Bacteria,20,20.408163265306122,11178,965414,3112,103,47.24770642201835,60227
EAC-59,Bacteria,9,10.843373493975903,5015,672373,2173,53,45.2991452991453,29354
EAC-102,Bacteria,7,8.433734939759036,3257,963928,2924,39,24.528301886792452,16507
EAC-108,Bacteria,8,7.6190476190476195,4142,832338,2523,71,47.97297297297297,46083
EAC-29,Bacteria,11,15.277777777777779,6322,1188998,3131,54,33.9622641509434,26955
EAC-631,Bacteria,18,15.517241379310345,9220,1027561,3310,94,42.922374429223744,51753
EAC-646,Bacteria,25,17.73049645390071,17480,1071415,2746,69,49.64028776978417,36182
EAC-54,Bacteria,8,8.791208791208792,3227,1056672,3386,40,22.727272727272727,22784
EAC-2,Bacteria,20,22.22222222222222,10700,848866,2769,82,44.565217391304344,50000
EAC-88,Bacteria,10,10.75268817204301,6442,880669,2744,86,48.04469273743017,45736
EAC-66,Bacteria,58,30.05181347150259,31240,1305013,3978,102,50.495049504950494,66966
EAC-11,Bacteria,6,10.526315789473683,3652,649405,1876,32,28.82882882882883,22279
EAC-674,Bacteria,22,21.153846153846153,13398,598948,1735,43,38.05309734513274,25226
EAC-30,Archaea,1,4.545454545454546,915,548568,1451,7,9.859154929577464,6851
EAC-47,Bacteria,12,11.76470588235294,7000,1152961,3373,129,57.847533632286996,74386
EAC-75,Bacteria,4,6.896551724137931,2082,662342,2154,29,25.663716814159294,12111
EAC-91,Bacteria,36,22.641509433962266,24740,1474065,4270,64,32.82051282051282,32296
EAC-683,Bacteria,15,8.823529411764707,7296,1660607,5317,51,20.901639344262296,28716
EAC-713,Bacteria,9,9.183673469387756,3303,925308,2846,33,23.741007194244602,14058
EAC-95,Bacteria,9,8.653846153846153,4369,907659,2750,94,49.735449735449734,60727
EAC-71,Bacteria,30,20.408163265306122,14426,1499831,5122,109,42.248062015503876,61271
EAC-1785,Bacteria,3,6.382978723404255,1585,413805,1327,12,16.43835616438356,5737
EAC-49,Bacteria,10,8.849557522123893,5063,1211251,3786,43,25.443786982248522,21187
EAC-34,Bacteria,0,0,0,456184,1531,4,6.557377049180328,1772
EAC-43,Bacteria,10,12.048192771084338,7308,2116550,7396,70,40.46242774566474,40810
EAC-670,Bacteria,13,12.5,5681,986741,3326,28,18.666666666666668,11816
EAC-6,Bacteria,9,9.278350515463918,4492,1007931,3216,104,46.017699115044245,59828
EAC-68,Bacteria,72,40.44943820224719,40436,1024378,3075,103,50.73891625615764,71181
EAC-86,Bacteria,9,13.043478260869565,5929,717854,2157,67,44.07894736842105,33854
EAC-50,Bacteria,13,9.774436090225564,6763,1230516,3704,42,24.0,19995
EAC-635,Bacteria,5,9.090909090909092,3851,734808,2208,83,51.87500000000001,43893
EAC-642,Bacteria,12,19.672131147540984,7651,505561,1505,42,36.84210526315789,25075
EAC-20,Bacteria,9,7.894736842105263,3829,999885,3180,34,26.77165354330709,14782
EAC-645,Bacteria,11,7.801418439716312,4158,1080844,3435,30,17.647058823529413,10568
EAC-632,Bacteria,19,17.272727272727273,11002,1085025,3433,100,43.859649122807014,55926
EAC-65,Bacteria,3,4.761904761904762,1455,675933,2157,19,13.768115942028986,8535
EAC-1,Bacteria,13,14.285714285714285,6018,760741,2479,77,45.02923976608187,40607
EAC-81,Bacteria,8,11.428571428571429,3956,1046886,3270,58,24.576271186440678,34011
EAC-44,Bacteria,13,19.402985074626866,5522,667590,2092,27,28.723404255319153,11071
EAC-33,Bacteria,9,17.647058823529413,4474,571097,1626,44,43.13725490196079,28055
EAC-714,Bacteria,15,35.714285714285715,6433,380001,1201,30,37.9746835443038,17339
EAC-92,Bacteria,11,7.333333333333333,6738,1148460,3474,114,53.271028037383175,73067
EAC-76,Bacteria,16,14.414414414414415,8125,1297892,4185,41,20.098039215686274,15476
EAC-98,Bacteria,36,24.161073825503358,20666,1204155,3754,98,45.58139534883721,53984
EAC-654,Bacteria,4,6.0606060606060606,2546,1105715,3138,31,22.302158273381295,20618
EAC-623,Bacteria,2,3.7735849056603774,559,791821,2484,42,23.204419889502763,23341
EAC-46,Bacteria,7,8.75,3484,791848,2549,82,47.953216374269005,47912
EAC-31,Bacteria,5,6.578947368421052,3160,697829,2275,63,45.0,38455
EAC-2006,Bacteria,15,18.9873417721519,7483,445622,1342,31,35.63218390804598,20338
EAC-682,Bacteria,9,18.75,5795,573347,1684,60,47.24409448818898,36807
EAC-74,Bacteria,27,21.6,16540,1378896,3877,105,51.470588235294116,69427
EAC-109,Bacteria,9,9.090909090909092,4341,935772,2931,92,53.179190751445084,62074
EAC-103,Bacteria,6,6.382978723404255,3597,928830,2965,17,11.564625850340136,7501
EAC-55,Bacteria,12,12.76595744680851,5134,900469,2793,76,42.93785310734463,45846
EAC-647,Bacteria,25,16.778523489932887,20748,988591,2606,50,37.59398496240601,29811
EAC-10,Bacteria,0,0,0,424562,1387,3,5.172413793103448,892
EAC-9,Bacteria,1,1.694915254237288,435,857373,2717,14,9.523809523809524,6619
EAC-3,Bacteria,120,43.32129963898917,67760,1516029,4551,179,58.306188925081436,129013
EAC-691,Archaea,0,0,0,290263,1020,1,1.9230769230769231,574
EAC-60,Bacteria,6,5.714285714285714,3670,1482192,5105,49,22.477064220183486,20887
EAC-17,Bacteria,90,36.58536585365854,55511,1579474,4732,136,49.63503649635037,78244
EAC-4,Bacteria,47,29.936305732484076,28143,1310009,4088,177,61.03448275862069,112183
EAC-52,Bacteria,60,43.47826086956522,39950,1190869,3451,114,51.58371040723983,70324
EAC-58,Bacteria,98,46.666666666666664,60013,1127795,3216,56,34.146341463414636,28611
EAC-97,Bacteria,11,15.492957746478872,4341,649900,2043,68,45.033112582781456,36993
EAC-73,Bacteria,16,10.256410256410255,6547,1389450,4228,48,25.53191489361702,19750
EAC-723,Bacteria,6,15.0,4040,488543,1433,31,32.29166666666667,21253
EAC-624,Bacteria,6,13.333333333333334,3965,489852,1488,46,46.93877551020408,26981
EAC-653,Bacteria,1,2.631578947368421,368,418709,1351,5,8.333333333333332,1990
EAC-36,Bacteria,6,8.0,3188,1142451,3644,35,18.71657754010695,15969
EAC-41,Bacteria,19,17.59259259259259,7513,1228500,3780,47,26.40449438202247,27158
EAC-117,Bacteria,6,13.636363636363635,3771,491069,1457,51,46.788990825688074,30872
EAC-32,Bacteria,13,24.074074074074073,7890,602007,1637,49,46.22641509433962,35525
EAC-45,Bacteria,110,44.534412955465584,63280,1332200,3845,142,54.61538461538461,95555
EAC-657,Bacteria,10,11.627906976744185,4509,659945,2441,29,25.663716814159294,11642
EAC-38,Bacteria,3,7.894736842105263,1550,426539,1206,32,38.095238095238095,21812
EAC-113,Bacteria,0,0,0,303314,1013,8,17.391304347826086,3675
EAC-77,Bacteria,8,6.779661016949152,3967,1020551,3276,38,19.895287958115183,16015
EAC-2037,Bacteria,9,15.517241379310345,6561,535557,1605,59,50.0,30812
EAC-93,Bacteria,5,6.41025641025641,3050,868453,2694,71,46.40522875816993,38519
EAC-21,Bacteria,4,4.395604395604396,2119,1306899,4133,36,18.461538461538463,15167
EAC-56,Bacteria,16,12.903225806451612,4959,1203577,4002,39,21.311475409836063,12947
EAC-64,Bacteria,4,7.142857142857142,1694,892199,2920,25,16.33986928104575,11059
EAC-13,Bacteria,1,3.3333333333333335,552,461526,1471,7,16.27906976744186,2939
EAC-676,Bacteria,2,3.7735849056603774,753,549772,1591,32,32.0,22457
EAC-695,Bacteria,14,13.084112149532709,5949,935135,2975,37,22.5609756097561,14292
EAC-69,Bacteria,16,11.594202898550725,6873,1280197,3929,48,27.74566473988439,28064
EAC-87,Bacteria,8,6.722689075630252,3541,1682300,5245,52,19.923371647509576,28748
EAC-63,Bacteria,37,20.670391061452513,21183,1397656,4458,160,52.63157894736842,91285
EAC-107,Archaea,2,7.142857142857142,2350,615629,1603,8,10.256410256410255,6786
EAC-649,Bacteria,2,6.451612903225806,945,439946,1258,26,29.88505747126437,22318
EAC-634,Bacteria,10,12.82051282051282,4497,967229,3183,102,48.113207547169814,56304
EAC-51,Bacteria,7,8.536585365853659,3648,716100,2297,60,50.0,37110
EAC-662,Bacteria,40,23.121387283236995,25227,1263722,3249,66,40.243902439024396,40564
EAC-94,Bacteria,10,8.620689655172415,4770,1174329,3396,85,42.92929292929293,52641
EAC-35,Bacteria,2,4.761904761904762,1210,719883,2286,5,3.4482758620689653,2691
EAC-650,Bacteria,10,18.867924528301888,5787,594186,1666,33,30.555555555555557,21586
EAC-627,Bacteria,2,4.081632653061225,1092,843383,2833,12,6.976744186046512,5766
EAC-48,Bacteria,7,8.13953488372093,2303,966743,3193,38,22.75449101796407,13006
IN-14,Bacteria,8,6.451612903225806,3725,1274305,4324,91,42.72300469483568,54672
IN-48,Bacteria,11,7.913669064748201,7938,910101,2607,35,30.17241379310345,18141
IN-1213,Bacteria,2,3.076923076923077,1134,605561,1943,10,8.547008547008547,4034
IN-42,Bacteria,19,12.101910828025478,14492,815230,2241,32,32.6530612244898,14961
IN-35,Archaea,1,2.1739130434782608,779,631888,1710,10,11.904761904761903,7989
IN-918,Archaea,0,0,0,435019,1232,4,6.666666666666667,3999
IN-912,Bacteria,8,8.51063829787234,2460,1045280,3484,38,22.35294117647059,19661
IN-32,Bacteria,27,17.088607594936708,14237,1159754,3485,99,46.478873239436616,64374
IN-13,Bacteria,39,16.386554621848738,22666,1463190,4390,167,58.39160839160839,103149
IN-19,Bacteria,10,6.7114093959731544,4594,1342605,4249,43,21.93877551020408,20175
IN-21,Bacteria,3,2.5,1234,1089719,3437,27,15.340909090909092,12304
IN-25,Bacteria,7,5.737704918032787,6059,907055,2880,15,11.11111111111111,7983
IN-17,Bacteria,13,8.49673202614379,7053,1008209,3028,84,47.45762711864407,57429
IN-3,Bacteria,10,7.2992700729927,4996,1126540,3617,41,22.77777777777778,19123
IN-929,Bacteria,5,5.88235294117647,4094,696712,2180,60,38.961038961038966,33113
IN-9,Bacteria,7,7.446808510638298,2866,986071,3157,44,25.882352941176475,19593
IN-924,Bacteria,1,1.8518518518518516,762,623148,1973,11,10.377358490566039,5481
IN-961,Archaea,0,0,0,481013,1289,6,8.450704225352112,6284
IN-10,Bacteria,51,28.021978021978022,29074,1203360,3422,138,57.49999999999999,89261
IN-28,Bacteria,8,5.839416058394161,4091,1180755,3869,113,47.28033472803347,61748
IN-22,Bacteria,12,10.256410256410255,6582,831755,2745,75,44.37869822485207,39421
IN-18,Bacteria,4,2.941176470588235,2119,1350662,4286,39,19.306930693069308,16870
IN-12,Bacteria,7,5.833333333333333,2842,931747,2997,30,24.390243902439025,11764
IN-20,Bacteria,29,21.804511278195488,14773,981527,3175,93,44.285714285714285,54922
IN-6,Bacteria,11,6.179775280898876,4204,1592440,5151,37,19.576719576719576,16096
IN-43,Bacteria,2,2.73972602739726,1123,606453,1982,16,18.181818181818183,6298
IN-919,Bacteria,2,3.389830508474576,1053,655799,2134,4,2.9197080291970803,1495
IN-1,Bacteria,16,10.32258064516129,7545,1143086,3836,53,29.775280898876407,21309
IN-921,Bacteria,6,5.825242718446602,4393,754104,2154,23,24.210526315789473,11336
IN-27,Bacteria,7,9.210526315789473,3493,683536,2355,77,43.50282485875706,41908
IN-15,Bacteria,7,6.60377358490566,2688,839477,2759,33,25.984251968503933,13977
IN-11,Bacteria,23,13.529411764705882,11845,1809878,6402,113,42.4812030075188,64668
IN-23,Bacteria,8,6.25,4639,1098688,3919,88,46.808510638297875,52622
IN-29,Bacteria,14,11.570247933884298,7201,1024237,3182,76,43.18181818181818,46014
IN-5,Bacteria,8,6.299212598425196,3205,958787,3025,41,29.496402877697843,17200
IN-1311,Bacteria,3,3.571428571428571,1341,781407,2479,16,11.678832116788321,7633
IN-47,Bacteria,3,3.8461538461538463,1034,688237,2264,17,13.709677419354838,7869
IN-40,Bacteria,12,14.457831325301203,5690,640304,2147,61,44.52554744525548,35135
IN-37,Archaea,1,2.941176470588235,804,551780,1500,5,6.578947368421052,3042
IN-928,Bacteria,13,12.264150943396226,5863,923047,2893,39,26.71232876712329,19281
IN-8,Bacteria,8,6.015037593984962,3911,1252260,4003,99,41.94915254237288,53457
IN-922,Bacteria,15,10.79136690647482,8308,1003761,3432,42,26.41509433962264,17427
IN-2,Bacteria,18,10.227272727272728,8778,1200837,4011,48,27.586206896551722,20592
IN-16,Bacteria,24,19.2,12782,863560,2977,81,46.285714285714285,43749
MED-1008,Bacteria,1,2.0,611,569387,1795,15,16.853932584269664,6863
MED-719,Bacteria,44,23.783783783783786,32636,1230617,3302,60,39.473684210526315,43217
MED-584,Bacteria,23,31.08108108108108,15503,545028,1639,37,35.57692307692308,22302
MED-721,Bacteria,1,4.166666666666666,220,542044,1622,21,28.000000000000004,9816
MED-756,Bacteria,2,3.389830508474576,1414,911447,2718,25,19.53125,11838
MED-626,Bacteria,2,5.128205128205128,779,383171,1289,11,17.46031746031746,4944
MED-878,Bacteria,1,3.0303030303030303,533,461553,1491,9,11.842105263157894,3759
MED-670,Bacteria,21,24.418604651162788,13848,409349,1199,10,25.0,4142
MED-694,Bacteria,2,5.714285714285714,936,486061,1668,23,33.33333333333333,9475
MED-1116,Bacteria,2,6.451612903225806,1079,280219,969,6,15.0,2781
MED-853,Archaea,1,3.225806451612903,903,750294,2062,11,13.414634146341465,7683
MED-635,Bacteria,34,23.776223776223777,21231,856773,2268,48,43.63636363636363,28845
MED-1153,Bacteria,1,2.631578947368421,335,330580,1113,6,14.634146341463413,2224
MED-648,Bacteria,12,17.647058823529413,5799,703256,2081,47,34.05797101449276,32130
MED-732,Bacteria,12,21.428571428571427,7079,494404,1391,38,38.38383838383838,23151
MED-745,Bacteria,2,3.508771929824561,1033,913434,3063,20,16.666666666666664,9712
MED-1227,Bacteria,2,3.225806451612903,1036,640783,2060,15,14.285714285714285,6168
MED-829,Bacteria,4,8.16326530612245,3125,507772,1400,20,22.727272727272727,14541
MED-707,Archaea,0,0,0,537618,1435,6,7.894736842105263,3649
MED-621,Bacteria,15,18.29268292682927,9963,711909,2057,54,40.0,34852
MED-589,Bacteria,9,12.162162162162163,5035,914272,2642,44,32.35294117647059,33396
MED-830,Bacteria,13,17.333333333333336,6309,584288,1825,40,34.48275862068966,23168
MED-613,Bacteria,2,4.651162790697675,976,513046,1652,25,26.881720430107524,13218
MED-769,Bacteria,2,5.405405405405405,1112,406025,1370,7,14.893617021276595,2854
MED-587,Bacteria,4,4.444444444444445,2295,1097003,3451,32,20.382165605095544,14711
MED-834,Bacteria,2,3.7735849056603774,1544,706850,2179,20,19.607843137254903,7879
MED-1001,Bacteria,6,12.5,3754,489644,1445,39,39.795918367346935,22119
MED-660,Bacteria,6,6.976744186046512,4016,1365524,3905,48,20.600858369098713,24940
MED-617,Bacteria,2,5.88235294117647,953,445544,1545,8,11.594202898550725,3126
MED-806,Bacteria,12,16.0,8348,841495,2253,52,34.437086092715234,43069
MED-728,Bacteria,21,15.909090909090908,9177,1517350,4981,63,28.767123287671232,26736
MED-652,Bacteria,3,8.823529411764707,1603,539518,1819,10,13.333333333333334,5375
MED-850,Bacteria,8,10.38961038961039,3496,590592,2135,17,18.085106382978726,6277
MED-827,Bacteria,2,6.451612903225806,1082,276019,965,6,13.636363636363635,2436
MED-1261,Bacteria,5,11.627906976744185,2552,417053,1338,24,31.16883116883117,10741
MED-697,Bacteria,50,18.51851851851852,37332,2259689,6179,93,37.34939759036144,52345
MED-703,Bacteria,2,5.128205128205128,1295,605872,1771,28,28.28282828282828,16320
MED-604,Bacteria,31,32.631578947368425,19152,774175,2293,91,52.0,49904
MED-815,Bacteria,7,7.954545454545454,3498,1005897,3210,39,17.80821917808219,23264
MED-965,Bacteria,0,0,0,596222,1989,18,15.789473684210526,7921
MED-746,Bacteria,5,11.627906976744185,3353,540420,1562,28,25.0,19586
MED-636,Bacteria,31,29.523809523809526,19961,896835,2524,98,50.77720207253886,61262
MED-641,Bacteria,0,0,0,450682,1428,40,39.21568627450981,23560
MED-818,Bacteria,6,13.636363636363635,3354,439990,1316,33,38.82352941176471,18742
MED-704,Bacteria,10,23.809523809523807,4551,440131,1353,34,36.55913978494624,19771
MED-690,Bacteria,6,7.228915662650602,3111,737562,2309,36,26.277372262773724,18363
MED-779,Bacteria,8,13.559322033898304,4555,499423,1526,37,38.144329896907216,20019
MED-797,Bacteria,6,7.6923076923076925,2543,790400,2441,13,11.711711711711711,5980
MED-603,Bacteria,27,29.67032967032967,17086,660367,1985,79,50.967741935483865,41803
MED-674,Bacteria,5,6.024096385542169,4534,1060835,3480,17,10.69182389937107,7342
