gene_callers_id,contig,start,stop,direction,partial,call_type,integron,ocean,annotation,accession,function
2232528,c_14286,707,1112,f,0,1,CALIN,MED,protein,nan,nan
2232529,c_14286,1211,1865,f,0,1,CALIN,MED,protein,nan,nan
2232530,c_14286,1935,3183,f,0,1,CALIN,MED,protein,R,General function prediction only
2232531,c_14286,3288,3759,f,0,1,CALIN,MED,protein,R,General function prediction only
2232532,c_14286,3868,4357,f,0,1,CALIN,MED,protein,J,"Translation, ribosomal structure and biogenesis"
2232533,c_14286,4508,5306,f,0,1,CALIN,MED,protein,M,Cell wall/membrane/envelope biogenesis
2232534,c_14286,5457,5727,f,0,1,CALIN,MED,protein,nan,nan
2232535,c_14286,5791,6025,r,0,1,CALIN,MED,protein,V,Defense mechanisms
2242169,c_14871,7963,8929,r,0,1,complete,MED,intI,L,"Replication, recombination and repair"
2242170,c_14871,9383,9836,f,0,1,complete,MED,protein,nan,nan
2242171,c_14871,9950,10364,f,0,1,complete,MED,protein,nan,nan
2295936,c_18696,5852,6326,r,0,1,CALIN,MED,protein,M,Cell wall/membrane/envelope biogenesis
2295937,c_18696,6392,6740,r,0,1,CALIN,MED,protein,C,Energy production and conversion
2295938,c_18696,6869,7079,r,0,1,CALIN,MED,protein,nan,nan
2329152,c_21351,7223,7493,r,0,1,CALIN,MED,protein,T!!!K,Signal transduction mechanisms
2329152,c_21351,7223,7493,r,0,1,CALIN,MED,protein,T!!!K,Transcription
2346688,c_22880,213,708,r,0,1,CALIN,MED,protein,E,Amino acid transport and metabolism
2346689,c_22880,786,1305,r,0,1,CALIN,MED,protein,nan,nan
2346690,c_22880,1614,1860,r,0,1,CALIN,MED,protein,S,Function unknown
2346691,c_22880,1874,2051,r,0,1,CALIN,MED,protein,nan,nan
2346692,c_22880,1998,2412,r,0,1,CALIN,MED,protein,S,Function unknown
2346693,c_22880,2548,2986,r,0,1,CALIN,MED,protein,J,"Translation, ribosomal structure and biogenesis"
2400675,c_28280,2483,2957,f,0,1,CALIN,MED,protein,nan,nan
2400676,c_28280,3065,3506,f,0,1,CALIN,MED,protein,nan,nan
2400677,c_28280,3640,4066,f,0,1,CALIN,MED,protein,nan,nan
2425327,c_31313,2908,3955,r,0,1,In0,MED,intI,L,"Replication, recombination and repair"
2431906,c_32131,9346,10306,r,0,1,In0,MED,intI,L,"Replication, recombination and repair"
2446394,c_34096,2645,2933,f,0,1,CALIN,MED,protein,nan,nan
2446395,c_34096,3551,4994,f,0,1,CALIN,MED,protein,X,"Mobilome: prophages, transposons"
2909981,c_73717,1,409,r,1,1,CALIN,MED,protein,nan,nan
2909984,c_73717,2387,3623,r,1,1,CALIN,MED,protein,nan,nan
3164202,c_94603,640,973,f,0,1,CALIN,MED,protein,nan,nan
3164203,c_94603,1077,1335,f,0,1,CALIN,MED,protein,nan,nan
3164204,c_94603,1334,1583,f,0,1,CALIN,MED,protein,nan,nan
3164205,c_94603,1677,3579,f,0,1,CALIN,MED,protein,nan,nan
3276813,c_106214,971,2069,r,0,1,CALIN,MED,protein,X,"Mobilome: prophages, transposons"
3276814,c_106214,2330,2630,r,0,1,CALIN,MED,protein,nan,nan
3276815,c_106214,2721,3648,r,0,1,CALIN,MED,protein,nan,nan
3276816,c_106214,3735,4059,r,0,1,CALIN,MED,protein,nan,nan
3281797,c_106734,449,1481,r,0,1,CALIN,MED,protein,J,"Translation, ribosomal structure and biogenesis"
3281798,c_106734,1482,1800,r,0,1,CALIN,MED,protein,O,"Posttranslational modification, protein turnover, chaperones"
3281799,c_106734,1985,3416,f,0,1,CALIN,MED,protein,M,Cell wall/membrane/envelope biogenesis
3288354,c_107456,1,790,f,1,1,CALIN,MED,protein,L,"Replication, recombination and repair"
3288358,c_107456,2911,4117,r,1,1,CALIN,MED,protein,C,Energy production and conversion
3293280,c_107888,12602,13565,r,0,1,complete,MED,intI,L,"Replication, recombination and repair"
3293281,c_107888,13805,14177,f,0,1,complete,MED,protein,nan,nan
3293282,c_107888,14245,15601,r,0,1,complete,MED,protein,X,"Mobilome: prophages, transposons"
3300677,c_108410,0,471,f,1,1,CALIN,MED,protein,O,"Posttranslational modification, protein turnover, chaperones"
3300678,c_108410,457,721,r,0,1,CALIN,MED,protein,nan,nan
3300679,c_108410,689,1244,r,0,1,CALIN,MED,protein,nan,nan
3300680,c_108410,1301,1499,r,0,1,CALIN,MED,protein,nan,nan
3300681,c_108410,1502,2054,r,0,1,CALIN,MED,protein,J,"Translation, ribosomal structure and biogenesis"
3300682,c_108410,2157,3951,f,1,1,CALIN,MED,protein,E,Amino acid transport and metabolism
3302108,c_108506,2,374,f,1,1,CALIN,MED,protein,nan,nan
3302109,c_108506,506,1388,f,0,1,CALIN,MED,protein,M,Cell wall/membrane/envelope biogenesis
3302110,c_108506,1773,2865,r,0,1,CALIN,MED,protein,P,Inorganic ion transport and metabolism
3302111,c_108506,2866,3454,r,0,1,CALIN,MED,protein,nan,nan
3302112,c_108506,3455,4373,r,0,1,CALIN,MED,protein,nan,nan
3302113,c_108506,4450,7006,r,0,1,CALIN,MED,protein,M,Cell wall/membrane/envelope biogenesis
3311710,c_109162,6067,6442,r,0,1,CALIN,MED,protein,J,"Translation, ribosomal structure and biogenesis"
3321996,c_109940,9050,9704,f,0,1,CALIN,MED,protein,H,Coenzyme transport and metabolism
3321997,c_109940,9733,10846,f,0,1,CALIN,MED,protein,H!!!H,Coenzyme transport and metabolism
3321997,c_109940,9733,10846,f,0,1,CALIN,MED,protein,H!!!H,Coenzyme transport and metabolism
3321998,c_109940,10947,11412,f,0,1,CALIN,MED,protein,H,Coenzyme transport and metabolism
3321999,c_109940,11427,11838,f,0,1,CALIN,MED,protein,K,Transcription
3322000,c_109940,11932,12907,f,0,1,CALIN,MED,protein,H,Coenzyme transport and metabolism
3329847,c_110595,15359,15833,f,0,1,CALIN,MED,protein,U,"Intracellular trafficking, secretion, and vesicular transport"
3329848,c_110595,15836,16595,f,0,1,CALIN,MED,protein,nan,nan
3329849,c_110595,16613,17201,f,0,1,CALIN,MED,protein,nan,nan
3329850,c_110595,17439,17799,r,0,1,CALIN,MED,protein,nan,nan
3329851,c_110595,18087,19518,f,0,1,CALIN,MED,protein,C,Energy production and conversion
3329852,c_110595,19565,20540,f,0,1,CALIN,MED,protein,T,Signal transduction mechanisms
3335036,c_111053,2,1562,f,1,1,CALIN,MED,protein,L,"Replication, recombination and repair"
3335039,c_111053,6046,7285,r,0,1,CALIN,MED,protein,M,Cell wall/membrane/envelope biogenesis
3335040,c_111053,7277,8096,r,0,1,CALIN,MED,protein,nan,nan
3335041,c_111053,8115,9081,r,1,1,CALIN,MED,protein,L,"Replication, recombination and repair"
3336083,c_111177,883,1894,r,0,1,CALIN,MED,protein,E,Amino acid transport and metabolism
3336084,c_111177,2112,3264,f,0,1,CALIN,MED,protein,E,Amino acid transport and metabolism
3356353,c_113075,24176,25355,f,0,1,CALIN,MED,protein,R,General function prediction only
3356354,c_113075,25447,26965,f,0,1,CALIN,MED,protein,V,Defense mechanisms
3356355,c_113075,27214,27769,f,0,1,CALIN,MED,protein,nan,nan
3356356,c_113075,27909,28437,f,0,1,CALIN,MED,protein,nan,nan
3360541,c_113513,965,1817,f,0,1,CALIN,MED,protein,nan,nan
3360542,c_113513,1915,2278,f,0,1,CALIN,MED,protein,nan,nan
3360543,c_113513,2645,3239,f,0,1,CALIN,MED,protein,T,Signal transduction mechanisms
3360544,c_113513,3251,3929,f,0,1,CALIN,MED,protein,T,Signal transduction mechanisms
3360545,c_113513,3937,4600,f,0,1,CALIN,MED,protein,T,Signal transduction mechanisms
3360546,c_113513,5007,6246,f,0,1,CALIN,MED,protein,L!!!X,"Replication, recombination and repair"
3360546,c_113513,5007,6246,f,0,1,CALIN,MED,protein,L!!!X,"Mobilome: prophages, transposons"
3362550,c_113732,608,1856,f,0,1,CALIN,MED,protein,P,Inorganic ion transport and metabolism
3362551,c_113732,2047,2857,r,0,1,CALIN,MED,protein,nan,nan
3362552,c_113732,2840,3458,r,0,1,CALIN,MED,protein,F,Nucleotide transport and metabolism
3362553,c_113732,3466,4456,r,0,1,CALIN,MED,protein,M,Cell wall/membrane/envelope biogenesis
3362554,c_113732,4424,4658,r,0,1,CALIN,MED,protein,I,Lipid transport and metabolism
3362555,c_113732,4692,5394,r,0,1,CALIN,MED,protein,I,Lipid transport and metabolism
3372896,c_114754,2,1364,r,1,1,CALIN,MED,protein,L,"Replication, recombination and repair"
3372897,c_114754,1417,2512,r,0,1,CALIN,MED,protein,L,"Replication, recombination and repair"
3372898,c_114754,2524,3631,r,0,1,CALIN,MED,protein,L,"Replication, recombination and repair"
3372899,c_114754,3682,5044,r,0,1,CALIN,MED,protein,L,"Replication, recombination and repair"
3373387,c_114788,406,1519,f,0,1,CALIN,MED,protein,I,Lipid transport and metabolism
3373388,c_114788,1493,2273,f,1,1,CALIN,MED,protein,I,Lipid transport and metabolism
3388959,c_116250,323,1433,f,0,1,CALIN,MED,protein,F!!!P,Nucleotide transport and metabolism
3388959,c_116250,323,1433,f,0,1,CALIN,MED,protein,F!!!P,Inorganic ion transport and metabolism
3388960,c_116250,1448,1841,r,0,1,CALIN,MED,protein,V,Defense mechanisms
3388961,c_116250,1845,4476,r,0,1,CALIN,MED,protein,nan,nan
3393554,c_116737,1,1213,f,1,1,CALIN,MED,protein,L,"Replication, recombination and repair"
3393555,c_116737,1227,2469,f,0,1,CALIN,MED,protein,H!!!C,Coenzyme transport and metabolism
3393555,c_116737,1227,2469,f,0,1,CALIN,MED,protein,H!!!C,Energy production and conversion
3393556,c_116737,2435,4004,r,0,1,CALIN,MED,protein,G,Carbohydrate transport and metabolism
3405969,c_118109,6850,7840,f,0,1,CALIN,MED,protein,E!!!R,Amino acid transport and metabolism
3405969,c_118109,6850,7840,f,0,1,CALIN,MED,protein,E!!!R,General function prediction only
3405970,c_118109,7836,8622,r,0,1,CALIN,MED,protein,nan,nan
3436700,c_120673,3412,4393,r,0,1,CALIN,MED,protein,I,Lipid transport and metabolism
3451105,c_121819,10378,11503,r,0,1,CALIN,MED,protein,F,Nucleotide transport and metabolism
3451106,c_121819,11499,12006,r,0,1,CALIN,MED,protein,F,Nucleotide transport and metabolism
3451107,c_121819,12253,13747,f,0,1,CALIN,MED,protein,C,Energy production and conversion
3461123,c_122857,1303,2776,r,0,1,complete,MED,protein,R,General function prediction only
3461124,c_122857,3195,4167,r,0,1,complete,MED,intI,L,"Replication, recombination and repair"
3465341,c_123239,851,1136,r,0,1,CALIN,MED,protein,nan,nan
3465342,c_123239,1402,1687,f,0,1,CALIN,MED,protein,nan,nan
3465343,c_123239,1818,3069,f,0,1,CALIN,MED,protein,L,"Replication, recombination and repair"
3489516,c_126021,516,1974,f,0,1,In0,MED,intI,L,"Replication, recombination and repair"
3492748,c_126403,934,1399,r,0,1,CALIN,MED,protein,nan,nan
3492749,c_126403,1405,3838,r,1,1,CALIN,MED,protein,L!!!L,"Replication, recombination and repair"
3492749,c_126403,1405,3838,r,1,1,CALIN,MED,protein,L!!!L,"Replication, recombination and repair"
3513800,c_128735,2204,4388,f,0,1,CALIN,MED,protein,C!!!G,Energy production and conversion
3513800,c_128735,2204,4388,f,0,1,CALIN,MED,protein,C!!!G,Carbohydrate transport and metabolism
3513801,c_128735,4458,4914,f,0,1,CALIN,MED,protein,R,General function prediction only
3513802,c_128735,4968,7095,f,0,1,CALIN,MED,protein,C!!!G,Energy production and conversion
3513802,c_128735,4968,7095,f,0,1,CALIN,MED,protein,C!!!G,Carbohydrate transport and metabolism
3519904,c_129248,1960,3073,f,0,1,CALIN,MED,protein,O,"Posttranslational modification, protein turnover, chaperones"
3519905,c_129248,3072,3942,f,0,1,CALIN,MED,protein,O,"Posttranslational modification, protein turnover, chaperones"
3519906,c_129248,3986,5405,f,0,1,CALIN,MED,protein,O,"Posttranslational modification, protein turnover, chaperones"
3519907,c_129248,5385,6324,f,0,1,CALIN,MED,protein,J,"Translation, ribosomal structure and biogenesis"
3519908,c_129248,6361,8131,f,0,1,CALIN,MED,protein,E!!!H,Amino acid transport and metabolism
3519908,c_129248,6361,8131,f,0,1,CALIN,MED,protein,E!!!H,Coenzyme transport and metabolism
3597949,c_136607,2281,3148,f,0,1,CALIN,MED,protein,R,General function prediction only
3597950,c_136607,3246,4002,f,0,1,CALIN,MED,protein,U,"Intracellular trafficking, secretion, and vesicular transport"
3597951,c_136607,3998,5387,f,0,1,CALIN,MED,protein,U,"Intracellular trafficking, secretion, and vesicular transport"
3602850,c_137030,2407,2917,f,0,1,CALIN,MED,protein,nan,nan
3602851,c_137030,2927,3350,f,0,1,CALIN,MED,protein,nan,nan
3602852,c_137030,3380,3752,f,0,1,CALIN,MED,protein,L,"Replication, recombination and repair"
3615588,c_138214,0,1017,f,1,1,CALIN,MED,protein,C!!!P,Energy production and conversion
3615588,c_138214,0,1017,f,1,1,CALIN,MED,protein,C!!!P,Inorganic ion transport and metabolism
3615595,c_138214,5007,5943,r,0,1,CALIN,MED,protein,L,"Replication, recombination and repair"
3615596,c_138214,6286,6586,r,0,1,CALIN,MED,protein,F,Nucleotide transport and metabolism
3615597,c_138214,6578,7727,r,0,1,CALIN,MED,protein,M,Cell wall/membrane/envelope biogenesis
3615598,c_138214,7719,8457,r,0,1,CALIN,MED,protein,nan,nan
3615599,c_138214,8446,9463,r,1,1,CALIN,MED,protein,M,Cell wall/membrane/envelope biogenesis
3618847,c_138515,7130,8474,r,0,1,CALIN,MED,protein,H,Coenzyme transport and metabolism
3631512,c_139832,2156,2402,r,0,1,CALIN,MED,protein,nan,nan
3631513,c_139832,2406,2646,r,0,1,CALIN,MED,protein,nan,nan
3631514,c_139832,2594,2810,r,0,1,CALIN,MED,protein,K!!!T,Transcription
3631514,c_139832,2594,2810,r,0,1,CALIN,MED,protein,K!!!T,Signal transduction mechanisms
3631515,c_139832,2812,3052,r,0,1,CALIN,MED,protein,nan,nan
3631516,c_139832,3052,3631,r,0,1,CALIN,MED,protein,nan,nan
3631517,c_139832,3621,3930,r,0,1,CALIN,MED,protein,nan,nan
3631518,c_139832,3911,4805,r,0,1,CALIN,MED,protein,nan,nan
3631519,c_139832,4873,5452,r,0,1,CALIN,MED,protein,nan,nan
3631520,c_139832,5561,5762,f,0,1,CALIN,MED,protein,nan,nan
3698924,c_146077,7383,8580,r,0,1,CALIN,MED,protein,M!!!N,Cell wall/membrane/envelope biogenesis
3698924,c_146077,7383,8580,r,0,1,CALIN,MED,protein,M!!!N,Cell motility
3698925,c_146077,8801,9527,f,0,1,CALIN,MED,protein,T,Signal transduction mechanisms
3698926,c_146077,9684,10293,f,0,1,CALIN,MED,protein,nan,nan
3698927,c_146077,10330,10942,f,0,1,CALIN,MED,protein,nan,nan
3710988,c_147090,3694,4684,r,0,1,CALIN,MED,protein,M,Cell wall/membrane/envelope biogenesis
3710989,c_147090,4652,4886,r,0,1,CALIN,MED,protein,I,Lipid transport and metabolism
3710990,c_147090,4920,5622,r,0,1,CALIN,MED,protein,I,Lipid transport and metabolism
3723523,c_148208,2916,5034,f,0,1,CALIN,MED,protein,P,Inorganic ion transport and metabolism
3723524,c_148208,5030,5486,r,0,1,CALIN,MED,protein,nan,nan
3723525,c_148208,5457,6384,r,0,1,CALIN,MED,protein,nan,nan
3732363,c_149011,291,1308,f,0,1,CALIN,MED,protein,nan,nan
3732364,c_149011,1472,2123,f,0,1,CALIN,MED,protein,O,"Posttranslational modification, protein turnover, chaperones"
3732365,c_149011,2154,2544,f,0,1,CALIN,MED,protein,nan,nan
3732366,c_149011,2544,3468,f,1,1,CALIN,MED,protein,J,"Translation, ribosomal structure and biogenesis"
3778176,c_153643,2546,3152,r,0,1,CALIN,MED,protein,nan,nan
3778177,c_153643,3732,4041,r,0,1,CALIN,MED,protein,J,"Translation, ribosomal structure and biogenesis"
3778178,c_153643,4122,4329,f,0,1,CALIN,MED,protein,nan,nan
3778179,c_153643,4651,5998,r,0,1,CALIN,MED,protein,nan,nan
3778180,c_153643,6040,6871,r,0,1,CALIN,MED,protein,nan,nan
3778181,c_153643,6975,7425,r,0,1,CALIN,MED,protein,nan,nan
3788240,c_154811,429,654,r,0,1,CALIN,MED,protein,nan,nan
3788241,c_154811,730,922,r,0,1,CALIN,MED,protein,nan,nan
3788242,c_154811,996,1737,r,0,1,CALIN,MED,protein,L,"Replication, recombination and repair"
3788243,c_154811,1778,2906,r,0,1,CALIN,MED,protein,L,"Replication, recombination and repair"
3788244,c_154811,2909,3116,r,0,1,CALIN,MED,protein,nan,nan
3788245,c_154811,3221,3449,r,0,1,CALIN,MED,protein,nan,nan
25730,c_MHASMcontig_10605,1729,2545,f,0,1,CALIN,EAC,protein,J,"Translation, ribosomal structure and biogenesis"
25731,c_MHASMcontig_10605,2680,3268,r,0,1,CALIN,EAC,protein,Q,"Secondary metabolites biosynthesis, transport and catabolism"
34165,c_MHASMcontig_14168,6928,7924,r,0,1,CALIN,EAC,protein,nan,nan
34166,c_MHASMcontig_14168,8112,8973,r,0,1,CALIN,EAC,protein,nan,nan
48075,c_MHASMcontig_19571,105,468,f,0,1,CALIN,EAC,protein,nan,nan
48076,c_MHASMcontig_19571,829,1402,f,0,1,CALIN,EAC,protein,nan,nan
48077,c_MHASMcontig_19571,1495,1939,f,0,1,CALIN,EAC,protein,nan,nan
48078,c_MHASMcontig_19571,2069,2672,f,0,1,CALIN,EAC,protein,nan,nan
48079,c_MHASMcontig_19571,2791,2884,f,1,1,CALIN,EAC,protein,nan,nan
51531,c_MHASMcontig_20938,117,477,f,0,1,CALIN,EAC,protein,nan,nan
51532,c_MHASMcontig_20938,607,811,f,0,1,CALIN,EAC,protein,nan,nan
51533,c_MHASMcontig_20938,944,1328,f,0,1,CALIN,EAC,protein,nan,nan
51534,c_MHASMcontig_20938,1453,1741,f,0,1,CALIN,EAC,protein,nan,nan
51535,c_MHASMcontig_20938,1893,2175,f,0,1,CALIN,EAC,protein,nan,nan
52377,c_MHASMcontig_21283,64,748,r,0,1,CALIN,EAC,protein,T!!!K,Signal transduction mechanisms
52377,c_MHASMcontig_21283,64,748,r,0,1,CALIN,EAC,protein,T!!!K,Transcription
52378,c_MHASMcontig_21283,1008,2181,f,0,1,CALIN,EAC,protein,S,Function unknown
52379,c_MHASMcontig_21283,2279,3137,f,1,1,CALIN,EAC,protein,P,Inorganic ion transport and metabolism
59702,c_MHASMcontig_24229,415,889,f,0,1,CALIN,EAC,protein,nan,nan
59703,c_MHASMcontig_24229,992,1922,f,0,1,CALIN,EAC,protein,nan,nan
59704,c_MHASMcontig_24229,1967,2156,f,1,1,CALIN,EAC,protein,nan,nan
61951,c_MHASMcontig_24887,1388,2333,r,0,1,In0,EAC,intI,L,"Replication, recombination and repair"
84855,c_MHASMcontig_33937,2,497,r,1,1,CALIN,EAC,protein,C,Energy production and conversion
84856,c_MHASMcontig_33937,503,1004,r,0,1,CALIN,EAC,protein,C,Energy production and conversion
84857,c_MHASMcontig_33937,1112,1304,r,0,1,CALIN,EAC,protein,C,Energy production and conversion
84858,c_MHASMcontig_33937,1344,2037,r,1,1,CALIN,EAC,protein,C,Energy production and conversion
122869,c_MHASMcontig_48918,2,548,f,1,1,CALIN,EAC,protein,R,General function prediction only
122871,c_MHASMcontig_48918,1305,2871,r,0,1,CALIN,EAC,protein,T,Signal transduction mechanisms
128055,c_MHASMcontig_50867,5122,6550,r,0,1,CALIN,EAC,protein,G,Carbohydrate transport and metabolism
128056,c_MHASMcontig_50867,6728,7685,r,0,1,CALIN,EAC,protein,G,Carbohydrate transport and metabolism
136495,c_MHASMcontig_54452,247,1294,r,0,1,CALIN,EAC,protein,X,"Mobilome: prophages, transposons"
136496,c_MHASMcontig_54452,1410,1839,f,0,1,CALIN,EAC,protein,nan,nan
136497,c_MHASMcontig_54452,2117,2297,f,0,1,CALIN,EAC,protein,nan,nan
136498,c_MHASMcontig_54452,2446,3067,f,1,1,CALIN,EAC,protein,nan,nan
179206,c_MHASMcontig_73823,0,369,f,1,1,CALIN,EAC,protein,nan,nan
179207,c_MHASMcontig_73823,405,2433,r,0,1,CALIN,EAC,protein,nan,nan
191383,c_MHASMcontig_83138,860,2066,r,0,1,CALIN,EAC,protein,H,Coenzyme transport and metabolism
191384,c_MHASMcontig_83138,2157,3033,r,0,1,CALIN,EAC,protein,K,Transcription
193445,c_MHASMcontig_84879,1,652,r,1,1,CALIN,EAC,protein,Q!!!R,"Secondary metabolites biosynthesis, transport and catabolism"
193445,c_MHASMcontig_84879,1,652,r,1,1,CALIN,EAC,protein,Q!!!R,General function prediction only
193446,c_MHASMcontig_84879,734,2369,f,1,1,CALIN,EAC,protein,I,Lipid transport and metabolism
206227,c_MHASMcontig_94493,1047,2475,r,0,1,CALIN,EAC,protein,nan,nan
206228,c_MHASMcontig_94493,2567,3359,r,0,1,CALIN,EAC,protein,F,Nucleotide transport and metabolism
234120,c_MHASMcontig_113490,758,1238,r,0,1,complete,EAC,protein,nan,nan
234121,c_MHASMcontig_113490,1316,1514,r,0,1,complete,EAC,protein,nan,nan
234122,c_MHASMcontig_113490,1510,2326,r,0,1,complete,EAC,protein,nan,nan
234123,c_MHASMcontig_113490,2852,3437,r,0,1,complete,EAC,protein,nan,nan
234124,c_MHASMcontig_113490,3594,3849,r,0,1,complete,EAC,protein,nan,nan
234125,c_MHASMcontig_113490,3971,4406,r,0,1,complete,EAC,protein,J,"Translation, ribosomal structure and biogenesis"
234126,c_MHASMcontig_113490,4739,6080,f,0,1,complete,EAC,intI,L,"Replication, recombination and repair"
250131,c_MHASMcontig_117469,3300,4134,r,0,1,CALIN,EAC,protein,nan,nan
250132,c_MHASMcontig_117469,4257,4818,r,0,1,CALIN,EAC,protein,nan,nan
250133,c_MHASMcontig_117469,4798,5329,r,0,1,CALIN,EAC,protein,nan,nan
250134,c_MHASMcontig_117469,5331,6264,r,0,1,CALIN,EAC,protein,nan,nan
250135,c_MHASMcontig_117469,6545,6689,r,0,1,CALIN,EAC,protein,nan,nan
253919,c_MHASMcontig_118332,109,733,f,0,1,CALIN,EAC,protein,nan,nan
253920,c_MHASMcontig_118332,781,910,f,0,1,CALIN,EAC,attC,nan,nan
253925,c_MHASMcontig_118332,3782,4265,f,0,1,CALIN,EAC,protein,nan,nan
253926,c_MHASMcontig_118332,4283,4442,f,1,1,CALIN,EAC,attC,nan,nan
257329,c_MHASMcontig_119242,130,1099,f,0,1,In0,EAC,intI,L,"Replication, recombination and repair"
261050,c_MHASMcontig_120290,463,1429,f,0,1,complete,EAC,intI,L,"Replication, recombination and repair"
261051,c_MHASMcontig_120290,1616,1862,r,0,1,complete,EAC,protein,R,General function prediction only
261052,c_MHASMcontig_120290,1863,3318,r,1,1,complete,EAC,protein,O,"Posttranslational modification, protein turnover, chaperones"
262147,c_MHASMcontig_120625,392,1361,r,0,1,complete,EAC,intI,L,"Replication, recombination and repair"
262148,c_MHASMcontig_120625,1581,2175,f,0,1,complete,EAC,protein,nan,nan
262149,c_MHASMcontig_120625,2335,3772,f,0,1,complete,EAC,protein,L,"Replication, recombination and repair"
262150,c_MHASMcontig_120625,3884,4919,f,0,1,complete,EAC,protein,L,"Replication, recombination and repair"
262151,c_MHASMcontig_120625,5044,5785,f,0,1,complete,EAC,protein,nan,nan
262152,c_MHASMcontig_120625,5886,6315,f,0,1,complete,EAC,protein,nan,nan
262153,c_MHASMcontig_120625,6476,6758,f,0,1,complete,EAC,protein,V,Defense mechanisms
262154,c_MHASMcontig_120625,6754,7057,f,0,1,complete,EAC,protein,X,"Mobilome: prophages, transposons"
262155,c_MHASMcontig_120625,7141,7477,f,0,1,complete,EAC,protein,nan,nan
262891,c_MHASMcontig_120790,22,622,r,0,1,CALIN,EAC,protein,nan,nan
262892,c_MHASMcontig_120790,726,1251,r,0,1,CALIN,EAC,protein,nan,nan
262893,c_MHASMcontig_120790,1312,1681,r,0,1,CALIN,EAC,protein,nan,nan
262894,c_MHASMcontig_120790,1955,2324,r,0,1,CALIN,EAC,protein,nan,nan
262895,c_MHASMcontig_120790,2428,2854,r,0,1,CALIN,EAC,protein,nan,nan
270585,c_MHASMcontig_122935,1922,2780,f,0,1,CALIN,EAC,protein,O,"Posttranslational modification, protein turnover, chaperones"
270586,c_MHASMcontig_122935,2873,4553,f,0,1,CALIN,EAC,protein,L,"Replication, recombination and repair"
270587,c_MHASMcontig_122935,4678,5296,f,0,1,CALIN,EAC,protein,nan,nan
271537,c_MHASMcontig_123203,219,690,r,0,1,CALIN,EAC,protein,nan,nan
271538,c_MHASMcontig_123203,917,1154,r,0,1,CALIN,EAC,protein,nan,nan
271539,c_MHASMcontig_123203,1525,2014,r,0,1,CALIN,EAC,protein,nan,nan
271540,c_MHASMcontig_123203,1994,3353,r,0,1,CALIN,EAC,protein,V,Defense mechanisms
271541,c_MHASMcontig_123203,3390,4332,r,0,1,CALIN,EAC,protein,X,"Mobilome: prophages, transposons"
278087,c_MHASMcontig_125036,303,1122,f,0,1,CALIN,EAC,protein,nan,nan
278088,c_MHASMcontig_125036,1131,2013,r,0,1,CALIN,EAC,protein,X!!!X,"Mobilome: prophages, transposons"
278088,c_MHASMcontig_125036,1131,2013,r,0,1,CALIN,EAC,protein,X!!!X,"Mobilome: prophages, transposons"
278089,c_MHASMcontig_125036,2009,2306,r,0,1,CALIN,EAC,protein,X,"Mobilome: prophages, transposons"
278090,c_MHASMcontig_125036,2662,2854,r,0,1,CALIN,EAC,protein,nan,nan
278091,c_MHASMcontig_125036,2900,3785,f,0,1,CALIN,EAC,protein,nan,nan
278092,c_MHASMcontig_125036,3925,4213,f,1,1,CALIN,EAC,protein,nan,nan
280575,c_MHASMcontig_125786,513,2238,f,0,1,In0,EAC,intI,L,"Replication, recombination and repair"
281631,c_MHASMcontig_126185,0,915,r,1,1,CALIN,EAC,protein,nan,nan
281632,c_MHASMcontig_126185,892,1432,r,0,1,CALIN,EAC,protein,nan,nan
281634,c_MHASMcontig_126185,2041,2278,r,1,1,CALIN,EAC,protein,nan,nan
290660,c_MHASMcontig_129502,2135,2594,r,0,1,CALIN,EAC,protein,nan,nan
290661,c_MHASMcontig_129502,2593,2740,r,0,1,CALIN,EAC,protein,nan,nan
290662,c_MHASMcontig_129502,2985,3144,r,0,1,CALIN,EAC,protein,nan,nan
292413,c_MHASMcontig_130166,2787,3735,r,0,1,CALIN,EAC,protein,S,Function unknown
292414,c_MHASMcontig_130166,3833,4142,r,0,1,CALIN,EAC,protein,nan,nan
292415,c_MHASMcontig_130166,4730,5132,r,0,1,CALIN,EAC,protein,nan,nan
292416,c_MHASMcontig_130166,5232,5829,r,0,1,CALIN,EAC,protein,nan,nan
292417,c_MHASMcontig_130166,5905,6811,r,0,1,CALIN,EAC,protein,V,Defense mechanisms
300501,c_MHASMcontig_133256,807,1431,f,0,1,CALIN,EAC,protein,nan,nan
300502,c_MHASMcontig_133256,1497,2022,f,0,1,CALIN,EAC,protein,nan,nan
300503,c_MHASMcontig_133256,2108,2834,f,0,1,CALIN,EAC,protein,nan,nan
300504,c_MHASMcontig_133256,2925,3126,r,0,1,CALIN,EAC,protein,nan,nan
305518,c_MHASMcontig_135058,554,2114,r,0,1,CALIN,EAC,protein,X,"Mobilome: prophages, transposons"
305519,c_MHASMcontig_135058,2113,2698,r,0,1,CALIN,EAC,protein,nan,nan
305520,c_MHASMcontig_135058,2705,4580,r,0,1,CALIN,EAC,protein,X,"Mobilome: prophages, transposons"
309690,c_MHASMcontig_136622,716,1646,r,0,1,CALIN,EAC,protein,nan,nan
309691,c_MHASMcontig_136622,2167,2524,r,0,1,CALIN,EAC,protein,nan,nan
309692,c_MHASMcontig_136622,2605,3988,r,0,1,CALIN,EAC,protein,nan,nan
