bin,bin_size(bp),particle_abundance,freeLiving_abundance,ratio,lifestyle,SRR3967558_0.8,SRR3967699_0.8,SRR3962771_0.8,SRR3960576_0.8,SRR3963622_0.2,SRR3960581_0.8,SRR3961604_0.8,SRR3965809_0.8,SRR3962680_0.2,SRR3962508_0.8,SRR3961935_0.2,SRR3963804_0.2,SRR3963498_0.8,SRR3965586_0.2,SRR3960580_0.8,SRR3965875_0.8,SRR3963982_0.2,SRR3968061_0.2,SRR3963458_0.2,SRR3966130_0.2,SRR3968062_0.2,SRR3965758_0.2,SRR3963658_0.8,SRR3963599_0.8,SRR3960684_0.8,SRR3967905_0.8,SRR3967690_0.2,SRR3965873_0.2,SRR3961906_0.2,SRR3963571_0.8,SRR3963449_0.2,SRR3962772_0.8,SRR3963457_0.2,SRR3964650_0.8,SRR3961047_0.2,SRR3960578_0.2,SRR3963805_0.8,SRR3965592_0.2,SRR3968060_0.8,SRR3965874_0.2,SRR3960579_0.2,SRR3960572_0.8,SRR3965676_0.8,SRR3967700_0.2,SRR3960577_0.2,SRR3968777_0.2,SRR3965647_0.8,SRR3967319_0.2,SRR3965585_0.8,SRR3961936_0.8,SRR3962773_0.2,SRR3963456_0.8,SRR3967025_0.8,SRR3962293_0.2,SRR3962777_0.8,SRR3968063_0.8,SRR3960575_0.2,SRR3968770_0.8
deep_MAG_0152,3896061,3.323277167,0.96906627,3.429360064,particle,0.275633554,0.673092962,0.08692698,0.025937227,0.013734887,0.018056133,0.038284053,0.180261176,0.009661627,0.042842718,0.015214654,0.008599519,0.058384238,0.030797781,0.034592721,0.045498918,0.032985472,0.013742456,0.011044044,0.17194185,0.068366633,0.020863882,0.043958425,0.028222328,0.015050381,0.044000611,0.155761292,0.029633061,0.017618464,0.065243028,0.011127845,0.03250794,0.013836584,0.068605403,0.01529087,0.030306139,0.031695876,0.015134392,0.449489332,0.028387542,0.011926766,0.032579415,0.046896042,0.057429733,0.014491645,0.036739845,0.156738865,0.079455578,0.130585113,0.045852465,0.017043836,0.038561944,0.39872629,0.016320346,0.028315916,0.085165353,0.021609527,0.101571759
deep_MAG_0153,3551796,8.64232019,1.09510524,7.891771379,particle,0.020387706,0.089908548,0.007116697,0.011752311,0.010949145,7.812214307,0.139858821,0.03181077,0.017849564,0.045181708,0.026927372,0.001550976,0.006996212,0.023539017,0.068765895,0.050551172,0.014084116,0.010550815,0.022627879,0.061982375,0.013135326,0.07329255,0.006981686,0.006260434,0.025318938,0.012001976,0.036853975,0.066335794,0.113698143,0.007767939,0.016535816,0.009363707,0.010066366,0.010272268,0.222043065,0.025316831,0.002022979,0.032266184,0.018689971,0.07776461,0.035128762,0.005977374,0.029352644,0.005094433,0.005277344,0.001145438,0.076042883,0.016019732,0.027780102,0.008019323,0.016205656,0.020486027,0.062999164,0.065730269,0.021021474,0.006977746,0.073133686,0.00043941
deep_MAG_0155,984312,0.842234878,3.880509101,0.217042366,planktonic,0.058893976,0.030520669,0.00777864,0.09145391,0.1900717,0.009955504,0.007710776,0.030277018,0.032048043,0.035493627,0.204942054,0.009933588,0.032445758,0.153437677,0.014773134,0.020958737,0.155668364,0.048855925,0.091015483,0.222284385,0.139559698,0.091634771,0.032690558,0.016105701,0.000965007,0.008477828,0.238596955,0.120680852,0.325775549,0.027772774,0.121510422,0.005387239,0.155353258,0.020641321,0.037577664,0.159763765,0.001764008,0.060212026,0.031669385,0.188596197,0.015899006,0.009850644,0.005317387,0.090303415,0.095322772,0.299982969,0.009894782,0.190456384,0.076278069,0.010813644,0.103196498,0.020629257,0.045802922,0.127566838,0.002630554,0.140258612,0.210262841,0.035023436
deep_MAG_0156,2068550,1.585341391,3.982138048,0.398113117,planktonic,0.015384375,0.005140477,0.325484059,0.094798101,0.037777635,0.004104898,0.012383825,0.003708462,0.031061727,0.019989399,0.163839004,0.014620991,0.061396859,0.029059143,0.046602608,0.003877605,0.007103749,0,0.033488917,0.285501922,0.011222078,0.010708735,0.016829066,0.026522105,0.015212114,0,0.01374058,0.007544652,0.039090604,0.036633173,0.01105732,0.284705719,0.127422512,0.008078257,0.017069355,0.263511933,0.005664841,0.364410164,0.003588823,0.009970363,0.007106293,0.010768148,0.045092548,0.002200472,0.012947962,2.06E-05,0.005242334,0.058407721,0.0156963,0.459238275,0.741941511,0.012411321,0.03089648,1.608065822,0.015550345,0.000319917,0.073246264,2.10E-05
deep_MAG_0161,4089531,2.561153487,21.67764249,0.118147233,planktonic,0.059792805,0.064258804,0.018932108,0.184683727,0.854210493,0.02166806,0.127367867,0.117056876,0.564051348,0.072640191,0.619671541,0.174458391,0.077423325,1.871475775,0.051482366,0.050862746,0.435823996,1.028849802,0.598865358,0.690396252,0.795766207,0.699330371,0.066182962,0.081345947,0.036515725,0.094224374,0.620399737,1.046955129,1.15606602,0.058985108,0.798549481,0.029823233,0.953533524,0.02766556,1.644657867,0.650340547,0.02234464,0.360519454,0.063104349,0.634957462,0.916360774,0.052835165,0.021653898,0.406680722,0.679092475,0.980826698,0.047204442,0.569316001,0.114225333,0.033863948,0.56896818,0.062170332,0.057729031,0.696145501,0.029857525,0.76061656,0.661373382,0.054636478
deep_MAG_0162,1886196,0.425174769,2.614218554,0.162639336,planktonic,0.011176908,0.008692488,0.002082065,0.012303202,0.063628371,0.003017822,0.04746756,0.003262901,0.324535632,0.001922202,0.014630273,0.092896894,0.009722862,0.002862735,0.015355912,0.018943023,0.0761755,0.109518325,0.038208598,0.017593115,0.090128491,0.12281958,0.009034187,0.005815752,0.016402462,0.016134854,0.079739683,0.015121037,0.015176163,0.009591706,0.083825335,0.003523655,0.074966998,0.005257201,0.165156714,0.003440442,0.021500427,0.395344951,0.011214633,0.200271451,0.269256764,0.002206194,0.03066927,0.034251126,0.051817408,0.021443782,0.015254979,0.072596955,0.002364082,0.007922294,0.046339353,0.006858878,0.003096241,0.056178438,0.032177228,0.089632161,0.076294442,0.002571619
deep_MAG_0165,3918652,24.43684226,14.34400018,1.703628134,mixed,0.195060037,0.510827952,0.001936133,0.073463257,0.020884603,0.002983385,0.010149158,0.530579314,0.007768054,0.141054594,0.012842162,0.004953043,0.272065144,2.517973871,0.004046915,1.306325987,0.838529189,0.41047799,0.034232945,0.521611769,2.566188067,0.375239317,0.023484098,0.063501738,0.001370618,1.182461261,0.34808561,0.564950083,0.189221347,0.307599963,0.002391797,0.00928444,0.177892041,0.385371891,0.005824998,0.091244221,0.009409611,0.769802654,0.643676812,1.185002933,0.004185397,0.037252805,1.469775669,0.124244555,0.08202695,3.349531066,0.349380919,0.106889008,3.867961379,0.004411466,0.011200879,0.009977363,1.13045526,0.005030663,0.006804074,6.919678216,0.015774968,4.966492798
deep_MAG_0166,5189477,23.45564017,7.622709224,3.077073975,particle,0.003302174,0.004860163,2.577274883,0.380225014,0.015780262,2.8542453,0.875320095,1.038826271,0.233846263,2.22683269,0.348370776,0.007970167,0.058356882,0.115780553,5.828834275,0.0330976,0.049125933,0.000455755,0.067509271,0.004774987,0.001362317,0.045625297,0.055415726,0.269525027,3.049088505,0.000896946,0.001794417,0.396099503,0.79673975,0.539848878,0.143453418,0.694121063,0.0736503,0.129469855,0.28270982,0.322563962,0.047134092,0.005208493,0.002078946,0.01239784,1.554909884,0.055887475,0.017247969,0.0005456,0.021382962,0.000383708,0.202525945,0.002882006,0.950151338,0.639136018,0.402812553,0.24768416,0.005633592,0.278979895,0.664860902,0.000985989,2.435593531,0.002772396
deep_MAG_0167,3534891,0.396046387,1.971194665,0.200916933,planktonic,0.000179277,0.000328837,0.103819403,0.010094261,0.0285678,0.042928277,0.010670605,0.000414106,0.257544445,0.015198672,0.031403929,0.008666392,0.002248659,0.004826756,0.004068944,0.001350054,0.015003782,0.000614178,0.173811568,0.000476942,0.000315225,0.004848472,0.00611971,0.007449154,0.003290604,2.09E-05,0.000303101,0.00196382,0.041006861,0.003189872,0.303223299,0.034937868,0.12556654,0.003405496,0.031873487,0.132298895,0.000886796,0.003433514,6.69E-05,0.006006482,0.028454424,0.007855097,0.001158429,9.74E-05,0.05908271,0.000405961,0.000728347,0.00085091,0.001376242,0.051794053,0.322066118,0.026959548,0.000212796,0.36326689,0.054761404,0.000335812,0.02521474,0.000196227
deep_MAG_0169,3164153,4.393533643,8.434795731,0.520882044,mixed,0.148384519,0.173764493,0.001501389,1.029245725,0.130645696,0.005669014,0.037668989,0.03119254,0.020581145,0.004506336,0.02575841,0.04881251,0.024499604,0.103291028,0.029276408,0.041937446,0.13679516,0.369578201,0.060146944,0.386750716,1.597902233,0.102860041,0.057090193,0.06407622,0.065766411,0.144271483,0.466747393,0.056807366,0.013682623,0.016982761,0.010337811,0.020719703,0.043625796,0.036053443,0.054773154,2.369462319,0.03651648,0.218911868,0.230111566,0.118244583,0.102545056,0.29636687,0.082411282,0.300027659,0.645640137,0.284877248,0.032456872,0.404817195,0.058041343,0.036590835,0.043701688,0.027619951,0.104713302,0.107014381,0.010207821,1.466039764,0.210457371,0.079850881
deep_MAG_0173,3779983,0.320322938,2.456707808,0.130387072,planktonic,0.009897968,0.006472692,0.001186985,0.111608614,0.180063401,0.003295683,0.001731464,0.010432576,0.001263529,0.000473242,0.004554981,0.01439894,0.001625075,0.012685285,0.00275725,0.007173473,0.032730105,2.61E-05,0.18563856,0.083100159,0.000543842,0.042929225,0.015671357,0.011532838,0.008028404,0,0.034379261,0.032725951,0.002134815,0.003522584,0.005337089,0.00499642,0.042679214,0.004617158,0.007405913,1.332894481,0.002437276,0.101430137,0.001714828,0.112217073,0.016617958,0.011040035,0.012350018,0.004723391,0.096117563,0,0.003672132,0.021377528,0.001122199,0.005792442,0.02032943,0.005962576,0.068799298,0.064484785,0.001558255,0.000838628,0.003919083,1.15E-05
deep_MAG_0175,2672213,1.561900667,2.307122322,0.676990835,mixed,0.009768862,0.008790583,0.243518263,0.005890281,0.016124751,0.153264449,0.062054056,0.010152816,0.054220996,0.385517039,0.2638844,0.0060492,0.024970238,0.04024002,0.035956377,0.010204572,0.010459441,0.000665474,0.073636642,0.01929522,0.00368897,0.019256494,0.009766838,0.020026478,0.170895384,0.001106074,0.006910044,0.023690991,0.869044887,0.050740512,0.037398555,0.059864982,0.049374521,0.007889528,0.137650331,0.026921832,0.007435941,0.013362611,0.003240854,0.014782963,0.206197597,0.009176808,0.007466138,0.001589965,0.008259205,0.000142712,0.015997976,0.010693973,0.048759566,0.119613968,0.11541674,0.022907044,0.016376227,0.233236448,0.036950714,0.003533203,0.044927341,6.49E-05
deep_MAG_0176,2505300,21.90796231,12.94309426,1.69263716,mixed,0.881184624,0.884839334,0.340941244,0.462327968,0.450904806,0.216222151,0.98817437,1.343638965,0.425411759,0.875443984,0.380256932,0.106409911,0.841408017,0.222391937,0.352932487,0.525526521,0.427451936,0.531789448,0.462491038,0.541738015,0.433462773,0.652819005,1.222596084,1.150406251,0.465515061,1.434688116,0.355841221,0.782123256,0.374533814,1.096294902,0.789800623,0.537685787,0.424697897,0.529400449,0.49255566,0.506348801,0.301116103,0.294745205,0.920001017,0.399839115,0.798865736,0.558644093,0.430087453,0.192091134,0.51649326,0.313878645,0.952815553,0.494704533,0.739368889,0.492968241,0.449982669,0.920518002,0.756683265,0.486316452,0.459307459,0.378916931,0.635148671,0.848308984
deep_MAG_0177,5086028,5.089164011,0.219724323,23.16158692,particle,0.024500436,1.844746769,0.003374067,0.002846244,0.002295077,0.015335733,0.006515039,0.011744434,0.004560832,0.004570141,0.005705328,0.000855432,0.002145002,0.011187196,0.012594017,0.025500359,0.003177802,0.002017524,0.005676328,0.053734282,0.003858863,0.008677774,0.001542988,0.001167202,0.00239463,0.017007959,0.009103263,0.007079085,0.008097717,0.002376057,0.004149557,0.002742923,0.003791388,0.003268377,0.008608004,0.00898399,0.000900709,0.009041405,2.424530182,0.010781197,0.003259846,0.003232988,0.024949709,0.011306285,0.003034922,0.000474825,0.026166946,0.005632499,0.007830275,0.003250605,0.005399246,0.003997594,0.60406667,0.008896998,0.003579192,0.001699755,0.01033766,0.00058701
deep_MAG_0178,3527060,0.156358246,2.45422111,0.063709926,planktonic,0.000920444,0.00051034,0.003023153,0.012892319,1.538730126,0.001065659,0.002072421,0.003042563,0.00370328,0.002671222,0.015387122,0.044951107,0.004535855,0.033911085,0.000852364,0.007074603,0.028351729,2.80E-05,0.00273073,0.008448609,0.000218069,0.028995786,0.047842932,0.001994348,0.001031228,0,0.003150758,0.028457187,0.011814372,0.007904292,0.00232868,0.003556936,0.071203331,0.008855581,0.004821602,0.029937731,0.011072775,0.094147406,0.000442187,0.03146091,0.004853996,0.002254174,0.004614842,0.001030517,0.009744346,0,0.001868073,0.002073675,0.00581939,0.015605065,0.019010746,0.001514895,0.001028291,0.427616948,0.001604685,0.000663025,0.007113285,2.46E-05
deep_MAG_0181,1209712,0.750768736,2.33635613,0.321341736,planktonic,0.000204711,0.000432546,0.000278296,0.000106893,0.00512339,0.000168411,0.043529074,0.268243313,0.003821065,0.015624475,0.00139013,0.175607087,0.000789546,0.016014016,4.37E-05,0.001220746,0.003503231,0.088401315,0.039108979,0.030540327,0.097274393,0.14606269,0.001573693,0.128857539,0.000457598,0.044011208,0.001362371,1.447071797,0.067246692,0.001813554,0.081469362,0.000241238,0.01033957,0.000585309,0.092418943,0.000188511,0.050461374,0.000999971,0.006762305,0.002050608,0.008456167,0.000663728,0.000905633,0.007652353,0.003519532,0.000314311,0.056134614,0.002293772,0.017032198,0.000454654,0.002148007,0.00770483,0.00387303,0.001725487,0.000332133,0.098047401,0.000252056,0.000215023
deep_MAG_0182,2780482,1.009816696,1.731432967,0.583225984,mixed,0.182643438,0.142039536,0.005031242,0.018755896,0.154383618,0.000950451,0.001374573,0.075715655,0.008074408,0.001824855,0.007480824,0.01547978,0.042480242,0.089867368,0.003264772,0.022774198,0.041067507,0.017875072,0.028896152,0.179111481,0.027722018,0.083893136,0.04749171,0.021043999,0.002276707,0.015359707,0.331334955,0.147967172,0.003660141,0.02062592,0.011046068,0.003882679,0.072588124,0.019574444,0.003044999,0.049998682,0.008653454,0.113005935,0.062220336,0.063843798,0.001006819,0.051772431,0.033432824,0.030892364,0.033608342,0.003260826,0.039648715,0.178353983,0.011712071,0.012024414,0.014786289,0.009554661,0.086601568,0.015920107,0.012617716,0.051587437,0.003263,0.002881045
deep_MAG_0183,936963,1.233791298,19.74102489,0.062498847,planktonic,0.025895084,0.022325553,0.004150673,0.305025293,0.564400583,0.016592374,0.005658273,0.019515569,0.157315185,0.007319781,0.874844622,0.101383139,0.011021625,0.783631887,0.043898384,0.013607455,0.386114733,0.770656169,0.455188412,0.797699589,0.876784127,0.838266329,0.013922195,0.011202327,0.004856256,0.011753728,1.645927403,0.502386331,0.585036326,0.01231254,0.261857611,0.00834138,1.006337011,0.007242371,0.267998373,0.323982215,0.003140749,1.168590229,0.020984975,1.048400954,0.206874449,0.012036351,0.015863139,0.542973056,0.782307201,1.388174732,0.017321763,1.367058957,0.009892153,0.006079927,0.596425987,0.004797081,0.023317033,0.403956618,0.003763426,0.554834515,1.036452663,0.017119324
deep_MAG_0184,3704489,2.925367314,1.928609894,1.516826873,mixed,0.009211096,0.020980098,0.000261999,0.017549072,0.001407223,0.000410862,0.000616742,0.01395231,0.001083934,0.00399997,0.000672221,0.000181671,0.007422663,0.104381225,0.000626857,0.043237953,0.036258271,0.072250891,0.00118088,0.026437182,0.181072516,0.011138576,0.001326648,0.004796098,0.000896794,0.105277146,0.016408145,0.016992061,0.005300033,0.009310914,0.000324895,0.000598496,0.005421436,0.019542506,0.000194211,0.01892645,0.000390592,0.042742302,0.039015841,0.040146802,0.000628087,0.004996306,0.076785605,0.01195812,0.010077995,1.312677902,0.009984055,0.006046505,0.158999024,0.000808389,0.001178452,0.00083328,0.037399415,0.000912612,0.000722177,0.385828081,0.002609294,1.949586326
deep_MAG_0185,4007149,4.117945101,1.241427809,3.31710396,particle,0.002409903,0.005045827,0.709036764,0.030561758,0.01534115,0.204407216,0.077018161,0.012841074,0.03395064,0.172027581,0.169241606,0.00288291,0.028071737,0.022865966,2.072784632,0.014588656,0.01027333,2.46E-05,0.07579757,0.001204956,9.63E-05,0.013028423,0.031014229,0.02908755,0.040859889,0.00012908,0.004894138,0.04813197,0.099020743,0.046317644,0.033354895,0.095463235,0.015521782,0.007960772,0.051871957,0.05869667,0.004976636,0.003898436,0.000731264,0.007090855,0.035621711,0.03752879,0.008231875,0.000114591,0.007531685,2.11E-05,0.026727232,0.000942803,0.01821938,0.247420464,0.158434376,0.067643167,0.002009167,0.138145441,0.124690391,2.20E-05,0.233427172,0.000119007
deep_MAG_0186,2917105,3.831939737,3.532274002,1.084836492,mixed,0.047397648,0.027016671,0.076632787,0.034872641,0.026382743,0.574039289,0.514018037,0.047941506,0.071627103,0.730432383,0.312228782,0.010062716,0.027418151,0.090846026,0.128496705,0.045495328,0.037226092,0.002564276,0.074048437,0.101249462,0.022673066,0.096676083,0.015649342,0.014150863,0.984552134,0.001722134,0.041876815,0.083877255,0.434511047,0.021702628,0.061925285,0.048256628,0.051885079,0.029188566,0.841733369,0.131426683,0.008973461,0.097501329,0.011925094,0.098847863,0.358345605,0.032831687,0.040689395,0.008780371,0.022502148,0.000682319,0.089031737,0.061626869,0.040014566,0.054482669,0.107560774,0.056356066,0.056750713,0.158931891,0.049562756,0.020911647,0.124674513,0.001426507
deep_MAG_0188,1600933,1.662978393,4.7867142,0.347415434,planktonic,0.008016846,0.010842273,0.005138681,0.007085443,0.128029736,0.008804823,0.223012273,0.077858562,0.913545647,0.017532295,0.035540481,0.335887729,0.031949126,0.161628821,0.010581638,0.032975198,0.081211572,0.092842654,0.140473078,0.104945054,0.042921935,0.206458801,0.058752891,0.101654581,0.137406188,0.037170136,0.018353309,0.205570945,0.08031974,0.048686746,0.195337916,0.023644286,0.142665105,0.028384837,0.652928721,0.003196234,0.156659854,0.021593054,0.010285209,0.099238754,0.801948798,0.017680839,0.0052051,0.017364874,0.040617364,0.016630133,0.07483789,0.024193815,0.072164211,0.0414298,0.077680787,0.078371487,0.03362383,0.129563847,0.263890018,0.033598239,0.016025295,0.005735095
deep_MAG_0191,2099446,0.384570864,4.492188074,0.085608808,planktonic,0.009255362,0.008250239,0.002458314,0.046954505,0.210760052,0.003244762,0.007868014,0.007736265,0.182050159,0.004510661,0.15759342,0.049290027,0.006968017,0.074037446,0.008234734,0.004491782,0.114102849,0.222006249,0.136017878,0.142353626,0.210489134,0.223211355,0.008549801,0.006269416,0.002468046,0.00875577,0.207240569,0.130948016,0.156690819,0.006798846,0.180505102,0.003364238,0.277529034,0.003251387,0.134518915,0.044392249,0.001976176,0.14847496,0.007420164,0.153236086,0.127101179,0.003786539,0.003970662,0.100890804,0.193656516,0.2664904,0.006234054,0.219935318,0.004430223,0.003329767,0.14090464,0.004662093,0.007254337,0.113895628,0.003972703,0.181365353,0.173865641,0.006738634
deep_MAG_0192,723783,0.434463759,7.52167892,0.05776154,planktonic,0.018573468,0.008508803,0.002635777,0.092714789,0.477307465,0.003925701,0.001584034,0.005474848,0.048340538,0.009936947,0.409394829,0.059127874,0.009437067,1.861925778,0.008862862,0.008049092,0.374549305,0.059850921,0.153893518,0.258826713,0.101269895,0.156481135,0.012115993,0.000595911,0.000546819,0.004592727,0.324329952,0.097330302,0.371849982,0.00591516,0.098379839,0.004105644,0.21307401,0.011155124,0.037521952,0.338896014,0.003998729,0.2137996,0.009206796,0.226308696,0.002538889,0.002924281,0.00743229,0.108597847,0.125606281,0.658296536,0.005878112,0.200265031,0.059838097,0.00511249,0.232053851,0.00200768,0.009524278,0.177475741,0.001475794,0.101150727,0.134386425,0.017183718
deep_MAG_0193,2680525,8.727983115,4.928362811,1.770970087,mixed,0.075358724,0.948554348,0.021649181,0.071313873,0.005614707,0.005855671,0.009704345,0.100175437,0.009070585,0.010356125,0.006941919,0.002152657,0.010354493,0.034304841,0.033516138,0.02385893,0.019681972,0.089346696,0.008738465,1.86699224,0.743695252,0.030870471,0.007306688,0.008096502,0.016777913,0.094998117,0.286460203,0.071077081,0.002991951,0.008254678,0.011234029,0.020034841,0.006507327,0.024353853,0.003418216,0.072722856,0.002321736,0.063227864,4.795967596,0.03301231,0.046013208,0.215525561,0.066089873,1.122933674,0.174573972,0.066079053,0.024828896,0.063583149,0.020687507,0.021749719,0.015848536,0.020329973,0.598497207,0.03297427,0.007360076,1.396557632,0.038295306,0.067547483
deep_MAG_0194,1372107,0.313501963,2.973745067,0.105423282,planktonic,0.001184482,0.000931911,0.001254237,0.002704593,0.041719926,0.000779946,0.032225997,0.024280799,0.108312195,0.008810426,0.011593193,0.065478312,0.001543884,0.12135747,0.001290551,0.000904045,0.008477736,0.079294587,0.040434834,0.025066604,0.079993137,0.088052909,0.002942978,0.028837438,0.00227699,0.007805406,0.014949135,0.262291093,0.234381201,0.002491079,1.354947129,0.001613015,0.045893538,0.000425947,0.200623715,0.005412811,0.005379574,0.014135783,0.002897292,0.011452542,0.043989845,0.001276209,0.000760272,0.020669648,0.024853354,0.018360768,0.003179553,0.010953899,0.011363466,0.001747191,0.012555731,0.069861534,0.0025749,0.016675453,0.008578005,0.081655225,0.011818518,0.001925017
deep_MAG_0195,5761499,8.873498753,2.090561057,4.244553741,particle,0.470219814,0.471521549,0.171427272,0.357259232,0.069739676,0.104432509,0.409452006,0.343824817,0.058024476,0.382699804,0.053389038,0.010849824,0.302092442,0.004764636,0.194122505,0.349874281,0.114512483,0.048593668,0.072718181,0.084905801,0.065948066,0.073595948,0.589932742,0.317753602,0.166251214,0.447336033,0.052254459,0.065160443,0.052483322,0.323478683,0.130673355,0.214414923,0.035145495,0.284792445,0.058652258,0.06793986,0.112470116,0.044997082,0.326728796,0.096192345,0.146993915,0.339295233,0.240377479,0.02717684,0.169036269,0.033929837,0.363593836,0.074934943,0.065811456,0.215005215,0.079047774,0.350989224,0.321322833,0.094282821,0.208104841,0.049530104,0.204618242,0.379383746
deep_MAG_0196,832540,0.203299301,2.216760745,0.091710078,planktonic,0.003945076,0.003480057,0.000897712,0.073231182,0.031487367,0.001652692,0.000976216,0.001383756,0.040020786,0.001267229,0.050059609,0.047687498,0.001464292,0.007530127,0.006056681,0.004645442,0.03994485,0.061543589,0.016847841,0.020332356,0.103120571,0.079155729,0.002398568,0.00074563,0.000328968,0.002921796,0.173031979,0.01262866,0.025502365,0.001643606,0.033773939,0.001746565,0.016639274,0.001400667,0.010387518,0.086635608,0.000868608,0.427075479,0.002777029,0.253295008,0.008755968,0.002404917,0.006691704,0.034540229,0.11937285,0.164223799,0.003494073,0.166108214,0.000791294,0.001141086,0.037101852,0.000616337,0.001531369,0.030700011,0.001609032,0.068115081,0.119257669,0.003072636
deep_MAG_0200,1456967,1.423835792,27.16930491,0.052406044,planktonic,0.015996497,0.015380257,0.010573326,0.116594658,1.340739885,0.007674173,0.043797686,0.033365895,0.977535056,0.01551831,1.256635212,0.25305103,0.020198308,1.579899707,0.020070152,0.010308912,0.753549927,0.995182024,0.935855271,0.759540624,0.919896705,0.967126736,0.017121747,0.025764276,0.014201983,0.021847464,0.908884577,0.960145491,1.620350925,0.011950088,1.659641881,0.013035181,1.270321767,0.011116892,0.808549187,0.150617836,0.007846102,0.407058171,0.013172865,0.756656664,0.909118921,0.008579133,0.006329958,0.412457516,0.985237882,1.552423786,0.011983594,0.902724471,0.031449775,0.016940672,1.206615335,0.026032891,0.019968949,1.138028608,0.014239259,0.828341463,0.781459715,0.014435325
deep_MAG_0202,6127118,2.889821208,0.387942284,7.449100876,particle,0.000649795,0.000810351,0.587991128,0.101692632,0.002979745,0.283202962,0.115472354,0.007242427,0.015515642,0.32275737,0.011608931,0.001150623,0.012828678,0.009318544,0.662731566,0.004575306,0.003780974,0.000128849,0.019324911,0.000890559,0.000292377,0.000872255,0.006471459,0.012708183,0.132813263,0.000674865,0.000517022,0.001353574,0.030191583,0.013101675,0.063444339,0.052630859,0.007050178,0.019597033,0.01331457,0.027734225,0.002297781,0.000795828,0.000314422,0.00089574,0.043310769,0.012232683,0.001779702,0.000249809,0.0023898,6.91E-05,0.003888634,0.000558573,0.046325569,0.086843929,0.021634501,0.25136869,0.00105898,0.057435184,0.145188861,0.000386133,0.051134113,0.000183917
deep_MAG_0203,1793684,0.145019224,5.482245045,0.026452525,planktonic,0.000335296,0.000194481,0.00227273,0.002306825,0.031688284,0.000510454,0.011125379,0.000271957,2.875119154,0.002266731,0.015498663,0.659184254,0.002422714,0.012703202,0.001352261,0.005487408,0.190303484,0.022688896,0.01437356,0.011015388,0.036696701,0.051672341,0.002097487,0.001897143,0.003529535,0.000697576,0.01204976,0.017530868,0.023614261,0.001250609,0.086789488,0.002472142,0.017554178,0.005064375,0.290429588,0.005251034,0.012124358,0.160258206,0.000290188,0.348327305,0.274348452,0.000345766,0.001805453,0.005878763,0.018475406,0.011458127,0.001809833,0.01578779,0.00055996,0.003812637,0.075273053,0.003315105,0.000641385,0.171286257,0.029806638,0.044662762,0.026988579,0.000290035
deep_MAG_0208,2281103,4.36955082,9.01814876,0.484528581,planktonic,0.003962933,0.001908162,0.681211552,0.81459987,0.018309379,0.019306598,0.049306379,0.000801745,0.18097032,0.128101303,0.699154269,0.002399935,0.030466632,0.004033278,0.125635879,0.001043327,0.00550051,0,0.070528462,0.045453751,0.003906631,0.002225414,0.016119246,0.102987983,0.130435094,9.72E-05,0.003734818,0.002095322,0.180077262,0.024681788,0.033708108,1.017083566,0.054616964,0.005824059,0.075249284,2.20939016,0.002112844,0.074139148,0.001617044,0.001881518,0.058412708,0.051357107,0.010280602,0.001072588,0.033397113,0.000111578,0.001273278,0.010915082,0.002467393,1.024502912,1.34570416,0.02982521,0.0049015,3.838181059,0.086216123,0.001024659,0.062979939,0.000398854
deep_MAG_0209,4121174,1.581385459,1.036248334,1.526068034,mixed,0.022511274,0.077936699,0.001070622,0.004706037,0.001978031,0.001132638,0.00129771,0.008505943,0.00318112,0.001459594,0.00183071,0.000491001,0.004140129,0.010969465,0.003454933,0.00744547,0.010428897,0.13684846,0.002427265,0.050722349,0.462296631,0.009320145,0.00374634,0.006795343,0.001128863,0.24756588,0.063579784,0.008733442,0.001801829,0.011541606,0.002163912,0.002082252,0.004370597,0.009616192,0.000973474,0.006021131,0.000900065,0.0136646,0.085038783,0.010104191,0.00084515,0.003750083,0.016170766,0.039859172,0.003402764,0.163040248,0.007659026,0.018200847,0.010159464,0.002445905,0.003154379,0.004830465,0.07585253,0.002974328,0.002242195,0.584607402,0.002864413,0.37159125
deep_MAG_0210,2734841,2.593775218,1.661028473,1.561547716,mixed,0.008518742,0.007966111,0.577024523,0.019486492,0.008863881,0.035455846,0.037056731,0.005144099,0.077025952,0.171928741,0.248075389,0.00944543,0.016694532,0.003666866,0.016793275,0.006494398,0.004364264,0.001008911,0.033568401,0.004590303,0.008024494,0.002364814,0.005347802,0.037761218,0.245009492,0.002809036,0.002950932,0.001795038,0.132733573,0.013729858,0.020660316,0.425320538,0.015016639,0.008941003,0.033358351,0.030384566,0.010241547,0.002492095,0.010590642,0.00285238,0.075467918,0.017536348,0.006256131,0.001592918,0.011686893,0.001625912,0.00781813,0.002254446,0.013246607,0.614901561,0.276009032,0.041162128,0.009151438,0.633675605,0.203883077,0.014099217,0.015473152,0.003405953
