contig,ocean,gene_callers_id,is_integron,COG_accession,COG_category,pnps_ERR599362,pnps_ERR599371,pnps_ERR599376,pnps_ERR599339,pnps_ERR599088,pnps_ERR599023,pnps_ERR594389,pnps_ERR599068,pnps_ERR599034,pnps_ERR598972,pnps_ERR599018,pnps_ERR599012,pnps_ERR598982,pnps_ERR599150,pnps_ERR599057,pnps_ERR594414,pnps_ERR594362,pnps_ERR599173,pnps_ERR594392,pnps_ERR598970,pnps_ERR599146,pnps_ERR599351,pnps_ERR599058,pnps_ERR599025,pnps_ERR594320,pnps_ERR599110,pnps_ERR594324,pnps_ERR594359,pnps_ERR594361,pnps_ERR594385,pnps_ERR599021,pnps_ERR599107,pnps_ERR594291,pnps_ERR598990,pnps_ERR598973,pnps_ERR598979,pnps_ERR599026,pnps_ERR598960,pnps_ERR594382,pnps_ERR599164
c_MHASMcontig_656630,EAC,1286989,non-integron,V,Defense mechanisms,,,,,,,,,,,,,,,,,,,,,,0.006803243768516698,,,,,,,,,,,,,,,,,,
c_MHASMcontig_656630,EAC,1286990,non-integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,,,,,,,,,,,,0.14262889642196724,,,,,,,,,,,,,,,,,,
c_MHASMcontig_656630,EAC,1286991,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,,,,,,,,,,,,0.045985615275563385,,,,,,,,,,,,,,,,,,
c_MHASMcontig_656630,EAC,1286992,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,,,,,,,,,,,,0.09758284552337597,,,,,,,,,,,,,,,,,,
c_MHASMcontig_656630,EAC,1286993,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,,,,,,,,,,,,0.001747289281001702,,,,,,,,,,,,,,,,,,
c_MHASMcontig_659565,EAC,1294752,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,54.56534972294506,,,,5.418576612782006,,,,8.895079776755288,3.3686485752547233,,,,,,,,8.948975409046469,,,3.0809119462009282,1.0260241688813059,,,,,,2.9743151518541264,,,,,8.392117285321715,,
c_MHASMcontig_663041,EAC,1304463,integron,F!!!F,Nucleotide transport and metabolism!!!Nucleotide transport and metabolism,,,,,,,,,,,,,,,,,,,,,,0.011538969133067598,,,,,,,,,,,,,,,,,,
c_MHASMcontig_663041,EAC,1304464,non-integron,F,Nucleotide transport and metabolism,,,,,,,,,,,,,,,,,,,,,,0.011026290750639996,,,,,,,,,,,,,,,,,,
c_MHASMcontig_663041,EAC,1304465,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,,,,,,,,,,,,0.16623361361405542,,,,,,,,,,,,,,,,,,
c_MHASMcontig_666020,EAC,1312516,integron,,,,,,,,,,,,,,,,,,,,,0.8673802247862672,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_666020,EAC,1312523,non-integron,F,Nucleotide transport and metabolism,,,0.06434582376437965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_666020,EAC,1312524,non-integron,F!!!F,Nucleotide transport and metabolism!!!Nucleotide transport and metabolism,,,0.09645301653510717,,,,,,,,,,,,,,,,0.028830611291052924,,,0.023879648970863192,,,,,,,,,,,,,,,,,,
c_MHASMcontig_669989,EAC,1323495,integron,,,,,,,,,,,,,,,,,,,,,,,,0.1876959190905166,,,,,,,,,,,,,,,,,,
c_MHASMcontig_679523,EAC,1335536,non-integron,E,Amino acid transport and metabolism,,,,,,,,,,,,,,,,,,,,,0.07697677020472167,,,,,0.02436927412182256,,,,,,,,,,,,,,
c_MHASMcontig_696093,EAC,1350670,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2084876745639049,,,,,,,,,,,,,,
c_MHASMcontig_696093,EAC,1350671,integron,N!!!U,"Cell motility!!!Intracellular trafficking, secretion, and vesicular transport",,,,,,,,,,,,,,,,,,,,,0.0660635181709982,,,,,0.12822484820304844,,,,,,,,0.07711939114655879,,,,,,
c_MHASMcontig_696093,EAC,1350672,non-integron,E,Amino acid transport and metabolism,,,,,,,,,,,,,,,,,,,,,0.147342495375928,,,,,0.1955249260946401,,,,,,,,0.10436471821760764,,0.5962866984290582,,,,
c_MHASMcontig_711828,EAC,1368462,non-integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18538154325733774,,
c_MHASMcontig_719453,EAC,1383769,integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14367864103989625,,
c_MHASMcontig_730173,EAC,1405080,integron,R!!!M!!!O,"General function prediction only!!!Cell wall/membrane/envelope biogenesis!!!Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4636832263818593,,0.16324349472549754
c_MHASMcontig_743515,EAC,1432914,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2181486880466496,,
c_MHASMcontig_751460,EAC,1448879,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6124370651090825,,20.377516243183642
c_MHASMcontig_751460,EAC,1448881,non-integron,E,Amino acid transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14601702770288255,,
c_MHASMcontig_751460,EAC,1448882,integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17030007716214962,,
c_MHASMcontig_766811,EAC,1480119,integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5441192737072895,,
c_MHASMcontig_845531,EAC,1582174,non-integron,S,Function unknown,0.03003206942086348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_851998,EAC,1593613,integron,,,,,,,,,,,,,,,,0.004005699236636,,,,,,,,,,,,,0.014323387435007615,,,0.023312891026784032,,,,,,,,,,
c_MHASMcontig_851998,EAC,1593615,non-integron,,,,,,,,,,,,,,,,,,,,,0.00684923507008154,,,,,,,,0.3857363859224098,,,0.033196917438272015,,,,,,,,,,
c_MHASMcontig_851998,EAC,1593616,non-integron,,,,,,,,0.007697586946289489,,,,,,,,0.055643839057487376,,,,,,,,,,,,,0.039706209710418924,,,0.02319965970946725,,,,,,,,,,
c_MHASMcontig_851998,EAC,1593617,non-integron,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,0.0020897225757527146,,,0.00223997778469218,,,,,,,,,,
c_MHASMcontig_851998,EAC,1593618,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4958275554918925,,,1.1440834074866906,,,,,,,,,,
c_MHASMcontig_851998,EAC,1593619,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005964656120440229,,,,,,,,,,
c_MHASMcontig_861558,EAC,1610447,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15667892777601547,,,,,,,
c_MHASMcontig_861558,EAC,1610449,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
c_MHASMcontig_861558,EAC,1610452,integron,,,0.0899814973667697,,0.05094298473167934,0.04724076411156041,,,,,,,,,,,,,,,0.014480680613888238,,,,,,0.006134938034586872,,0.03882661878750943,,,0.03769284181494218,,,0.01982198990536294,,,,,,,
c_MHASMcontig_868704,EAC,1623296,non-integron,R,General function prediction only,,,,,,,,,,,,,,,,,,,,,,0.11122131665425332,,,,,,,,,,,,,,,,,,
c_MHASMcontig_874537,EAC,1639044,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18094698462751266,
c_MHASMcontig_874537,EAC,1639053,integron,L,"Replication, recombination and repair",,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.05195719705651565,
c_MHASMcontig_875597,EAC,1641641,non-integron,,,0.13549191484427298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_875597,EAC,1641642,non-integron,,,0.16520078307874478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_875597,EAC,1641644,non-integron,,,0.0924047358021418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_875979,EAC,1642942,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,,,,,,,,,,,,0.0016248280144976384,,,,,,,,,,,,,,,,,,
c_MHASMcontig_875979,EAC,1643053,non-integron,K!!!T,Transcription!!!Signal transduction mechanisms,,,,,,,,,,,,,,,,,,,,,,0.20545073375262013,,,,,,,,,,,,,,,,,,
c_MHASMcontig_875979,EAC,1643072,non-integron,E,Amino acid transport and metabolism,,,,,,,,,,,,,,,,,,,,,,0.0009827570803180355,,,,,,,,,,,,,,,,,,
c_MHASMcontig_875979,EAC,1643160,non-integron,E,Amino acid transport and metabolism,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
c_MHASMcontig_878262,EAC,1649244,non-integron,S,Function unknown,,,,,,,,,,,,,,,,,,,,,,0.1361867704280158,,,,,,,,,,,,,,,,,,
c_MHASMcontig_878262,EAC,1649276,non-integron,P,Inorganic ion transport and metabolism,,,,,,,,,,,,,,,,,,,,,,0.004478444465840767,,,,,,,,,,,,,,,,,,
c_MHASMcontig_878262,EAC,1649278,non-integron,T!!!K,Signal transduction mechanisms!!!Transcription,,,,,,,,,,,,,,,,,,,,,,0.05306122448979605,,,,,,,,,,,,,,,,,,
c_MHASMcontig_893677,EAC,1693074,non-integron,K,Transcription,,,,,,,,,,,,,,,,0.055413311841633964,,,,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_893677,EAC,1693075,integron,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_893677,EAC,1693076,integron,L,"Replication, recombination and repair",,,,,,,,,,,,,,,,0.25357497820887354,,,,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_893677,EAC,1693077,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010432227802902068,
c_MHASMcontig_893677,EAC,1693078,non-integron,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_923940,EAC,1732827,non-integron,,,,,,,,,0.04829318870357743,,,,,,,,,,0.00470876762722256,,,,,,,,0.09485765336958712,,0.06606777452761088,,,0.04291845493562229,,,0.10384117897524003,,,,,,,
c_MHASMcontig_923940,EAC,1732828,integron,,,,,,,,,0.2183487112031369,,,,,,,,,,0.1841582534577602,,0.1757436717013955,,,,,,0.22872123667047964,,0.21743107292907327,,,0.4059631048485103,,,0.18542554338708145,,,,,,,
c_MHASMcontig_923940,EAC,1732829,non-integron,,,,,,,,,0.8143151922516021,,,,,,,,,,0.9194980493303476,,,,,,,,,,,,,,,,0.748234652552798,,,,,,,
c_MHASMcontig_923940,EAC,1732830,non-integron,,,0.2768248712288445,,,0.22044554212369785,,,0.2070496941012532,,,,,,,,,,0.2182453153835564,,0.16160763166217162,,,,,,0.1857504475443804,,0.2120391159807351,,,0.2467155252103116,,,0.2002555205922212,,,,,,,
c_MHASMcontig_923940,EAC,1732831,non-integron,,,0.08547729930395706,,,0.08138771882303374,,,0.12094524462178673,,,,,,,,,,0.1277878983880648,,0.13994987678721302,,,,,,0.15741156819884128,,0.11749304778455935,,0.01935619608668213,0.11739645691459293,,,0.1377691661919874,,,,,,,
c_MHASMcontig_923940,EAC,1732832,non-integron,,,,,,,,,0.05934313362900628,,,,,,,,,,0.029339362641479162,,,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_923940,EAC,1732833,integron,,,,,,,,,0.053550660965443635,,,,,,,,,,0.013115414032695498,,,,,,,,,,,,,,,,0.07391780950976899,,,,,,,
c_MHASMcontig_923940,EAC,1732834,integron,,,,,,,,,0.14446900375905886,,,,,,,,,,0.12034692415876015,,,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_949399,EAC,1774308,non-integron,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_987938,EAC,1852992,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,0.04398675282858477,0.04285854699360302,,,,0.038367874827868666,0.05645081883417082,0.052437052935102604,,0.04181605696477885,0.04259387667419466,,,0.01841937610772837,,0.04152504078302506,0.0460085425173378,,0.046063883844979336,0.03710683470212179,,0.050979658362973385,,,,,,,,0.048356808742839284,,0.04405832635709285,0.05510041386460672,,,
c_MHASMcontig_987938,EAC,1852993,non-integron,J,"Translation, ribosomal structure and biogenesis",,,,,0.09304243914048764,0.09911377566290483,,,,0.09727309534653447,0.11946885487061695,0.08789068320699467,0.040892659446164534,0.10114188490974912,0.09419836201981692,,,0.11080481082524593,,0.10228232211926146,0.09965174934725277,,0.09478374855844643,0.1026335526311446,,0.10550190058845099,,,,,,0.1064085887083152,,0.10702261760385644,0.035248309694631684,0.09205320401288944,0.09578274207612013,,,
c_MHASMcontig_987938,EAC,1852994,non-integron,,,,,,,0.002272194509657649,0.004819641786879679,,,,0.023622946378797013,,0.01685713327904056,,0.013591786431199016,0.02052002457547013,,,,,0.01127229685091388,0.00999992432954213,,0.02061248401694829,0.020016655808504303,,0.01794936248803181,,,,,,,,0.018253748130449117,,0.012210798600513249,0.02087428409296812,,,
c_MHASMcontig_999187,EAC,1876247,integron,H!!!R,Coenzyme transport and metabolism!!!General function prediction only,,,,,,,,,,,,,,,,,,0.0634279022326326,,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_1015888,EAC,1920504,non-integron,F,Nucleotide transport and metabolism,,,,,,,0.18887497493548755,,,,,,,,,,,,,,,,,,0.17806527698010455,,,,,,,,,,,,,,,
c_MHASMcontig_1015888,EAC,1920506,integron,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_1015888,EAC,1920514,non-integron,R,General function prediction only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006081307911597319,,,,,,,
c_MHASMcontig_1015888,EAC,1920515,non-integron,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
c_MHASMcontig_1017865,EAC,1926008,non-integron,H,Coenzyme transport and metabolism,,,,,,,0.019473921878527825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_1017865,EAC,1926017,non-integron,K,Transcription,,,0.018571709633880572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_1025502,EAC,1947634,non-integron,,,,,,,,,,,,,,,,,,,0.17385917360831274,,,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_1028015,EAC,1955118,non-integron,,,,,,,,,,,,,,,,,,,5.130385483341125,,,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_1028015,EAC,1955156,non-integron,I,Lipid transport and metabolism,,,,,,,,,,,,,,,,,10.34053619106101,,,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_1028015,EAC,1955271,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,,,,,,3.2362552672624556,,,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_1028015,EAC,1955287,non-integron,X,"Mobilome: prophages, transposons",,,,,,,,,,,,,,,,,0.21374621946785602,,,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_1029107,EAC,1958796,non-integron,,,,,,,,,0.04364491084209877,,,,,,,,,,0.041133808478483934,,,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_1035584,EAC,1980053,non-integron,L,"Replication, recombination and repair",,,,,,,0.1439307480816668,,,,,,,,,,0.2642971056881893,,,,,,,,,,,0.1877467823353982,0.17853392775580715,,,,,,,,,,0.09414101996966748,
c_MHASMcontig_1035584,EAC,1980061,non-integron,C,Energy production and conversion,,,,,,,0.019469281400991856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_1035584,EAC,1980070,non-integron,C,Energy production and conversion,,,,,,,0.10201774997866313,,,,,,,,,,0.10569508876158996,,,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_1035584,EAC,1980103,non-integron,C,Energy production and conversion,,,,,,,0.09135706452059598,,,,,,,,,,,,,,,0.1102365444755356,,,,,,0.0,0.021686451349063003,,,,,,,,,,,
c_MHASMcontig_1035584,EAC,1980104,non-integron,C,Energy production and conversion,,,,,,,0.06070194347701105,,,,,,,,,,,,,,,0.0,,,,,,0.003932487761725403,0.04147222238472467,,,,,,,,,,0.0,
c_MHASMcontig_1035584,EAC,1980108,non-integron,C,Energy production and conversion,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.011350647755071002,0.012804816023018414,,,,,,,,,,,
c_MHASMcontig_1046297,EAC,2014572,non-integron,,,,,,,,,,,,,,,,,,,0.13587893054866335,,,,,0.09200664662594132,,,,,0.14050880626223075,,,0.11711338527758527,,,0.03276347442378049,,,,,,,
c_MHASMcontig_1046297,EAC,2014573,non-integron,,,,,,,,,0.02418619793952001,,,,,,,,,,0.05498420165098635,,0.013509341781598865,,,,,,0.02250520078169325,,,,,0.05304619429401061,,,0.07185908880110968,,,,,,0.11806910799786187,
c_MHASMcontig_1046297,EAC,2014575,non-integron,,,,,,,,,,,,,,,,,,,0.2074857919849025,,,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_1046297,EAC,2014577,integron,,,,,,,,,0.01841183596676561,,,,,,,,,,0.016014856354642778,,0.017301513056210818,,,0.05298667076483752,,,0.007885131694198423,,0.020988899037833884,,,0.012106300188456409,,,0.026406382341056536,,,,,,,
c_MHASMcontig_1046297,EAC,2014578,integron,,,,,,,,,0.03744221051701807,,,,,,,,,,0.08694355975027203,,,,,,,,,,,,,,,,,,,,,,,
c_MHASMcontig_1046297,EAC,2014579,non-integron,,,,,,,,,0.17693403400198138,,,,,,,,,,0.17426610587541702,,0.22225783579107844,,,0.5387576940935543,,,,,0.24941837162937694,,,0.10724900413253136,,,,,,,,,,
c_MHASMcontig_1046297,EAC,2014580,non-integron,,,,,,,,,0.016502489840364447,,,,,,,,,0.014592037491434015,0.029554177629939813,,,,,0.024222119554859187,,,0.03508578974623309,,0.02062221780770741,,,0.04324019472965518,,,0.022111051194476868,,,,,,,
c_5700,EAC,2091252,non-integron,,,,,,,,,,,,,,,,,0.049928057433028715,,,,,,,,,,,,,,,,,,,,,,,,,
c_6154,EAC,2095782,non-integron,K,Transcription,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14522929810737525,,
c_6154,EAC,2095783,non-integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12890409432285235,,
c_6154,EAC,2095784,non-integron,C,Energy production and conversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12000257428347205,,
c_6154,EAC,2095785,non-integron,L,"Replication, recombination and repair",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08497763045641603,,
c_6154,EAC,2095786,non-integron,F!!!H,Nucleotide transport and metabolism!!!Coenzyme transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3681085813141792,,
c_6154,EAC,2095787,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2082731804781668,,
c_6154,EAC,2095788,integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07774095370718861,,
c_6154,EAC,2095789,integron,O,"Posttranslational modification, protein turnover, chaperones",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06343406734365385,,
c_6154,EAC,2095790,non-integron,E!!!P,Amino acid transport and metabolism!!!Inorganic ion transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0467053094855926,,
c_6154,EAC,2095791,non-integron,E!!!P,Amino acid transport and metabolism!!!Inorganic ion transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06379557380205107,,
c_6154,EAC,2095792,non-integron,E,Amino acid transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0042395859199051535,,
c_10410,EAC,2141883,integron,J,"Translation, ribosomal structure and biogenesis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12455966138432648,,
c_10410,EAC,2141887,integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16576888254049488,,
c_10410,EAC,2141888,integron,E,Amino acid transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2551496172706142,,
c_10410,EAC,2141897,non-integron,P,Inorganic ion transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058982234629516135,,
c_10410,EAC,2141898,non-integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14974708579155846,,
c_10410,EAC,2141899,non-integron,E!!!T,Amino acid transport and metabolism!!!Signal transduction mechanisms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0007321555037809809,,
c_10410,EAC,2141904,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09296163846839148,,
c_10410,EAC,2141905,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2764692742261057,,
c_10410,EAC,2141906,non-integron,S,Function unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2745978095754199,,
c_10410,EAC,2141907,non-integron,M,Cell wall/membrane/envelope biogenesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21588108813034826,,
c_10410,EAC,2141908,non-integron,G,Carbohydrate transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08424190005969781,,
c_10410,EAC,2141909,non-integron,C,Energy production and conversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13350970363228656,,
c_10410,EAC,2141910,non-integron,E,Amino acid transport and metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13188369120877472,,
c_13039,EAC,2167687,non-integron,V,Defense mechanisms,,,,,,,0.018954447306045903,,,,,,,,,,0.08273442661915867,,0.054608380409500334,,,0.026922225136200156,,,,,,,,,,,,,,,,,,
c_13039,EAC,2167688,non-integron,,,,0.12221048803561485,,,,,,,,,,,,,,,0.06997264849553747,,0.06676260522655908,,,0.12950698132353666,,,,,,,,,,,,,,,,,,
c_13039,EAC,2167689,non-integron,I,Lipid transport and metabolism,,,0.0,,,,0.009786260430410216,,,,,,,,,0.0,0.07350054216279801,,0.014968118591073519,,,0.07383493601808545,,,,,,,,,,,,,,,,,0.0062248560849935365,
c_13039,EAC,2167690,non-integron,E,Amino acid transport and metabolism,,0.1756879937464104,0.1004813937392904,,,,0.13509116779912533,,,,,,,,,0.16396824206353788,0.15082229159367433,,0.08093322859437896,,,0.1469491771547312,,,,,,,,,,,,,,,,,0.1298018424457083,
c_13039,EAC,2167691,non-integron,I,Lipid transport and metabolism,,0.01133195965783299,0.061331331550449335,,,,0.030728432751373533,,,,,,,,,0.047013396445352934,0.0750688559456496,,0.06522105155404485,,,0.008345667647218141,,,,,,,,,,,,,,,,,0.04051715742287066,
c_13039,EAC,2167692,non-integron,I,Lipid transport and metabolism,,0.011340818423392449,0.06609178980976671,,,,0.029482618927938724,,,,,,,,,0.03317265941309485,0.055867260134825104,,0.03501791565961826,,,0.03039135188201627,,,,,,0.07716259622595799,0.0781927072372349,,,,,,,,,,0.03844771266263974,
c_13039,EAC,2167693,non-integron,O,"Posttranslational modification, protein turnover, chaperones",,0.009532718171139666,0.00514858239427345,,,,0.00395515525207856,,,,,,,,,0.0,0.12121686746139165,,0.01881401407446895,,,0.02358653955759544,,,,,,,,,,,,,,,,,0.009378885319170529,
c_13039,EAC,2167694,non-integron,E,Amino acid transport and metabolism,,0.01843095632825865,0.13877062156113634,,,,0.0570149120900745,,,,,,,,,0.0,0.04457506367889237,,0.010591461871127623,,,0.01580528329783505,,,,,,,,,,,,,,,,,0.014904735942161813,
c_13039,EAC,2167695,non-integron,H,Coenzyme transport and metabolism,,,0.27101879240358745,,,,0.04937375040061563,,,,,,,,,0.016183604755033387,0.014665222534274706,,0.09056018608257448,,,,,,,,,,,,,,,,,,,,0.005128912910880704,
c_13039,EAC,2167696,non-integron,N!!!W,Cell motility!!!Extracellular structures,,,,,,,,,,,,,,,,,0.00409954077748219,,0.009726834906578129,,,,,,,,,,,,,,,,,,,,,
c_13261,EAC,2169949,non-integron,X,"Mobilome: prophages, transposons",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06928559188230354,,
c_13261,EAC,2169952,integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20796982049749688,,
c_13261,EAC,2169953,integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.818993632244376,,
c_13261,EAC,2169954,integron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022225208778251147,,
c_13261,EAC,2169957,integron,Q,"Secondary metabolites biosynthesis, transport and catabolism",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2816677161232765,,
c_13986,EAC,2176407,non-integron,C!!!E,Energy production and conversion!!!Amino acid transport and metabolism,,,,,,,,,,,,,,,,,0.0032829235967205854,,,,,,,,,,,,,,,,,,,,,,,
c_13986,EAC,2176408,non-integron,K,Transcription,,,,,,,,,,,,,,,,,0.2682938383983093,,,,,0.15039967928087172,,,,,,,,,,,,,,,,,,
c_13986,EAC,2176409,non-integron,D!!!P,"Cell cycle control, cell division, chromosome partitioning!!!Inorganic ion transport and metabolism",,,,,,,,,,,,,,,,,,,0.1634769362088957,,,,,,,,,,,,,,,,,,,,,
c_13986,EAC,2176410,non-integron,K,Transcription,,,,,,,0.14302667930164129,,,,,,,,,0.14687055561550896,0.13718699637415108,,0.11636139703385748,,,0.2399843294587297,,,,,,,,,,,,,,,,,0.18724544648287095,
c_13986,EAC,2176411,non-integron,M!!!V,Cell wall/membrane/envelope biogenesis!!!Defense mechanisms,,,,,,,0.09546523273202036,,,,,,,,,0.07802034703133684,0.0855993756441624,,0.06471797422828418,,,0.10847260540599672,,,,,,,,,,,,,,,,,0.10104928925526216,
c_13986,EAC,2176412,non-integron,V,Defense mechanisms,,0.22006792075352352,,,,,0.07892615355521061,,,,,,,,,,0.09573110701166372,,0.0013505484190365034,,,0.011742332988651042,,,,,,,,,,,,,,,,,,
c_13986,EAC,2176413,non-integron,M,Cell wall/membrane/envelope biogenesis,,0.08789087486191514,0.06912849270200414,,,,0.05396067331104668,,,,,,,,,0.021474193847131142,0.05499895226890137,,0.036789070599882664,,,0.06569158427871817,,,,,,,,,,,,,,,,,0.02077714622439504,
c_13986,EAC,2176414,non-integron,K,Transcription,,0.05383208104577037,0.13507057852935742,,,,0.048149875837519764,,,,,,,,,0.04187777424324357,0.0577011459863971,,0.06854919742016967,,,0.06283163354386173,,,,,,,,,,,,,,,,,0.03184163863721921,
