bin,signal_CAZ_count,percent_sect_CAZ,signal_CAZ_aa,MAG_ORFs_aa,ORF_count,signal_pep_count,percent_sect_pep,signal_pep_aa
deep_MAG_0213,5,6.666666666666667,2627,1675255,5409,109,40.520446096654275,61507
deep_MAG_0314,18,25.352112676056336,6554,1451459,5238,47,20.346320346320347,16873
deep_MAG_0280,18,22.22222222222222,7067,1349116,4473,42,19.81132075471698,21082
deep_MAG_0363,10,34.48275862068966,6317,506360,1622,53,46.902654867256636,34287
deep_MAG_0052,0,0,0,846903,2853,15,12.096774193548388,8450
deep_MAG_0128,8,25.0,4081,501614,1732,11,16.923076923076923,3785
deep_MAG_0518,9,20.454545454545457,3864,956287,3091,40,31.25,17097
deep_MAG_0512,8,20.51282051282051,3574,864779,2767,28,18.666666666666668,12549
deep_MAG_0058,126,50.806451612903224,71101,1900036,5947,228,56.575682382134,137682
deep_MAG_0155,2,40.0,1062,313030,1029,12,21.428571428571427,6255
deep_MAG_0122,15,25.862068965517242,8999,1067967,4115,16,14.414414414414415,7838
deep_MAG_0611,3,16.666666666666664,1591,508085,1683,55,40.74074074074074,29124
deep_MAG_0351,62,64.58333333333334,39990,1852087,4823,99,40.74074074074074,56224
deep_MAG_0616,0,0,0,353844,1212,0,0,0
deep_MAG_0251,2,6.666666666666667,768,828202,2649,14,8.9171974522293,7908
deep_MAG_0226,10,20.0,5046,980497,3518,70,33.65384615384615,35193
deep_MAG_0321,9,18.0,6106,907633,2705,78,50.649350649350644,37800
deep_MAG_0356,12,50.0,5149,783687,2623,81,50.0,42289
deep_MAG_0055,14,41.17647058823529,8270,734969,2394,72,41.61849710982659,38417
deep_MAG_0568,5,41.66666666666667,3034,343392,1212,16,19.27710843373494,9385
deep_MAG_0465,0,0,0,236253,856,2,6.25,1002
deep_MAG_0586,7,25.0,4438,1011923,3144,147,57.19844357976653,80675
deep_MAG_0562,21,30.0,8124,1528676,5048,59,25.43103448275862,25591
deep_MAG_0152,12,18.181818181818183,4911,1161230,3989,28,18.91891891891892,11367
deep_MAG_0028,23,35.38461538461539,11404,1593901,4691,79,34.34782608695652,41632
deep_MAG_0214,28,52.83018867924528,18911,854074,2548,51,42.5,23859
deep_MAG_0380,59,49.166666666666664,30115,1081703,3681,91,45.5,47392
deep_MAG_0263,5,13.88888888888889,2446,850749,3050,32,22.535211267605636,12614
deep_MAG_0319,0,0,0,354065,982,17,28.333333333333332,17035
deep_MAG_0269,28,23.333333333333332,12849,1601969,4984,56,21.78988326848249,20588
deep_MAG_0420,34,38.20224719101123,26931,1046762,2994,124,58.490566037735846,73786
deep_MAG_0457,10,37.03703703703704,4615,1096944,3853,34,17.17171717171717,14138
deep_MAG_0184,34,45.94594594594595,18492,1103654,3468,102,49.03846153846153,57926
deep_MAG_0067,5,27.77777777777778,2309,499134,1663,19,21.59090909090909,8931
deep_MAG_0527,7,20.0,4006,938564,2837,43,29.86111111111111,18716
deep_MAG_0345,16,43.24324324324324,8284,1068133,3090,100,44.843049327354265,56224
deep_MAG_0338,16,25.0,9228,1212417,3899,49,27.37430167597765,22080
deep_MAG_0242,6,13.953488372093023,3344,738927,2629,20,15.267175572519085,6936
deep_MAG_0605,0,0,0,355913,1567,4,7.2727272727272725,2133
deep_MAG_0571,2,66.66666666666666,622,519847,1772,4,3.0534351145038165,1876
deep_MAG_0401,19,46.34146341463415,9328,814030,2480,50,41.32231404958678,25435
deep_MAG_0031,0,0,0,266614,924,8,18.6046511627907,3234
deep_MAG_0294,1,25.0,487,262542,925,10,23.809523809523807,5276
deep_MAG_0300,13,24.528301886792452,5465,1087760,4131,31,17.032967032967033,10047
deep_MAG_0399,1,3.3333333333333335,383,595226,2039,5,6.666666666666667,2322
deep_MAG_0439,9,23.684210526315788,4282,1141870,3733,62,43.35664335664335,28434
deep_MAG_0534,0,0,0,343826,1392,2,4.878048780487805,782
deep_MAG_0173,8,33.33333333333333,4237,1181201,3649,74,42.285714285714285,35409
deep_MAG_0549,0,0,0,436533,1295,21,30.434782608695656,14672
deep_MAG_0397,13,16.666666666666664,5135,1095691,3870,31,21.678321678321677,13472
deep_MAG_0203,11,45.83333333333333,6411,571272,1712,82,59.42028985507246,48775
deep_MAG_0274,9,20.0,3999,854890,2708,78,41.48936170212766,42624
deep_MAG_0209,105,53.84615384615385,57970,1236427,4154,133,52.156862745098046,78335
deep_MAG_0373,5,13.513513513513514,3586,1088361,3356,111,58.42105263157895,57566
deep_MAG_0304,2,10.526315789473683,554,644319,2250,11,10.2803738317757,4277
deep_MAG_0290,3,25.0,1935,465766,1814,12,14.457831325301203,3906
deep_MAG_0437,1,16.666666666666664,363,423445,1205,20,30.303030303030305,17797
deep_MAG_0193,11,23.404255319148938,4322,823608,2635,26,20.47244094488189,10886
deep_MAG_0070,0,0,0,623813,2027,5,5.434782608695652,3438
deep_MAG_0177,40,36.03603603603604,21709,1513110,4707,141,49.647887323943664,83184
deep_MAG_0094,16,40.0,8479,1129714,3284,47,29.375,29432
deep_MAG_0246,0,0,0,143985,548,4,16.666666666666664,1635
deep_MAG_0231,3,30.0,2239,497150,1466,23,32.3943661971831,15172
deep_MAG_0336,2,100.0,886,337252,1107,10,20.0,5180
deep_MAG_0042,5,35.714285714285715,2609,329322,1129,19,30.158730158730158,10805
deep_MAG_0035,5,25.0,3204,780133,2461,34,29.310344827586203,14204
deep_MAG_0508,46,54.761904761904766,28136,1055775,3192,148,64.91228070175438,95890
deep_MAG_0472,8,20.51282051282051,3520,670485,2200,27,29.03225806451613,9710
deep_MAG_0591,9,33.33333333333333,4080,660019,2156,24,24.242424242424242,9780
deep_MAG_0405,23,39.6551724137931,11394,722262,2666,63,42.281879194630875,32721
deep_MAG_0502,5,19.230769230769234,2794,622473,1945,23,24.210526315789473,9204
deep_MAG_0496,6,31.57894736842105,2708,847722,2774,120,52.63157894736842,60161
deep_MAG_0478,14,19.718309859154928,7960,2525862,7784,103,29.597701149425287,46697
deep_MAG_0132,6,27.27272727272727,4427,1169029,4154,27,12.442396313364055,11016
deep_MAG_0048,1,16.666666666666664,529,278533,901,25,49.01960784313725,12094
deep_MAG_0317,4,10.0,2222,832024,2890,18,15.0,8053
deep_MAG_0283,0,0,0,667599,2500,17,15.74074074074074,6940
deep_MAG_0289,23,39.6551724137931,11882,990792,3120,83,45.3551912568306,49017
deep_MAG_0210,12,36.36363636363637,5515,829387,2667,39,29.1044776119403,16503
deep_MAG_0267,48,46.601941747572816,27640,944407,3010,100,51.546391752577314,57853
deep_MAG_0459,10,27.77777777777778,4618,767856,2473,87,52.09580838323353,47173
deep_MAG_0554,12,30.76923076923077,4445,833812,3066,27,21.6,9549
deep_MAG_0523,6,14.285714285714285,2547,916129,2901,35,29.411764705882355,13951
deep_MAG_0325,11,35.483870967741936,4757,582303,2059,66,42.58064516129032,33833
deep_MAG_0228,14,35.0,5733,1051522,3169,68,39.53488372093023,39266
deep_MAG_0358,16,21.62162162162162,6569,1312611,4208,51,23.61111111111111,27928
deep_MAG_0255,8,47.05882352941176,5530,786742,2239,30,30.303030303030305,20189
deep_MAG_0222,0,0,0,625413,2044,11,11.702127659574469,5573
deep_MAG_0612,70,59.82905982905983,56471,1845396,4934,125,56.30630630630631,70735
deep_MAG_0156,8,42.10526315789473,4084,630475,2086,66,41.77215189873418,37270
deep_MAG_0511,21,26.25,10766,1382197,4343,53,29.120879120879124,23375
deep_MAG_0485,0,0,0,95087,442,0,0,0
deep_MAG_0566,4,16.666666666666664,2023,627004,2290,62,38.9937106918239,33160
deep_MAG_0461,3,13.636363636363635,2112,1266875,3924,249,67.47967479674797,138681
deep_MAG_0582,4,14.814814814814813,1758,918329,3429,50,23.04147465437788,23084
deep_MAG_0416,9,21.951219512195124,6032,834696,2487,111,57.51295336787565,55449
deep_MAG_0126,11,29.72972972972973,4242,793580,2754,35,30.434782608695656,14309
deep_MAG_0488,3,15.789473684210526,1311,1113634,4237,34,15.59633027522936,13551
deep_MAG_0585,9,16.9811320754717,4516,885322,3009,83,44.38502673796791,47638
deep_MAG_0466,9,20.454545454545457,4065,832499,3066,29,22.48062015503876,12531
deep_MAG_0021,16,33.33333333333333,6881,1168156,3565,74,37.185929648241206,42495
deep_MAG_0258,8,36.36363636363637,3132,758537,2606,60,42.857142857142854,29918
deep_MAG_0355,10,38.46153846153847,5779,997275,3255,79,35.11111111111111,39963
deep_MAG_0322,0,0,0,810363,2743,14,8.641975308641975,6062
deep_MAG_0328,47,44.761904761904766,26334,1273530,3853,133,56.118143459915615,76674
deep_MAG_0524,3,13.636363636363635,1363,597361,2043,73,52.51798561151079,37907
deep_MAG_0553,68,53.54330708661418,39290,1224081,3880,118,52.44444444444445,65398
deep_MAG_0019,8,20.0,2715,853222,2712,104,52.26130653266332,65677
deep_MAG_0169,10,28.57142857142857,4146,969344,3101,40,28.776978417266186,24442
deep_MAG_0064,15,26.785714285714285,6662,1245608,3905,44,22.797927461139896,18369
deep_MAG_0013,13,27.083333333333332,8655,763323,2222,94,56.62650602409639,49118
deep_MAG_0559,1,5.88235294117647,675,634538,2164,18,13.846153846153847,8343
deep_MAG_0284,13,31.70731707317073,7516,696590,2286,65,46.42857142857143,32646
deep_MAG_0367,15,19.736842105263158,6051,1398713,4405,49,24.137931034482758,21734
deep_MAG_0383,22,48.888888888888886,14926,829641,2655,41,35.96491228070175,20091
deep_MAG_0045,11,20.37037037037037,4276,1194783,3858,39,22.807017543859647,16379
deep_MAG_0596,1,9.090909090909092,439,516172,1666,32,31.372549019607842,20527
deep_MAG_0578,11,25.581395348837212,5581,1047912,2821,84,51.21951219512195,58870
deep_MAG_0572,24,38.095238095238095,12947,1050799,3395,104,48.372093023255815,58664
deep_MAG_0491,12,21.052631578947366,7226,757499,2279,77,50.0,47597
deep_MAG_0505,3,12.0,1432,952198,3574,24,12.244897959183673,8136
deep_MAG_0038,29,57.99999999999999,21177,1024524,2875,55,35.714285714285715,29200
deep_MAG_0142,1,10.0,1514,408611,1214,11,21.568627450980394,10024
deep_MAG_0606,26,33.33333333333333,16206,1170111,3479,88,48.61878453038674,55385
deep_MAG_0241,0,0,0,312377,1222,5,11.904761904761903,2875
deep_MAG_0447,4,25.0,2767,549556,1755,60,45.45454545454545,36098
deep_MAG_0430,13,35.13513513513514,5724,1123517,3745,59,32.77777777777778,30985
deep_MAG_0077,16,41.02564102564102,8826,624445,1996,57,43.51145038167939,30860
deep_MAG_0194,2,11.11111111111111,958,436712,1464,30,36.144578313253014,17811
deep_MAG_0093,0,0,0,393756,1750,6,11.320754716981133,3100
deep_MAG_0309,0,0,0,975889,3503,15,9.868421052631579,7533
deep_MAG_0273,0,0,0,447957,1447,15,23.4375,8739
deep_MAG_0390,11,26.190476190476193,6067,733457,2451,76,48.717948717948715,39597
deep_MAG_0303,17,48.57142857142857,8206,1024181,3157,63,37.72455089820359,34106
EAC-78,8,28.57142857142857,5016,674949,1980,42,36.52173913043478,29187
EAC-710,2,11.11111111111111,2423,587425,1536,19,25.675675675675674,14547
EAC-37,35,45.45454545454545,19643,1118712,3352,97,47.3170731707317,59637
EAC-625,4,23.52941176470588,2697,825601,2661,5,3.597122302158273,2701
EAC-1768,2,22.22222222222222,2459,585201,1624,13,20.3125,12722
EAC-85,32,42.10526315789473,19817,1097860,3377,45,32.142857142857146,22059
EAC-5,16,33.33333333333333,10774,994849,2871,108,52.42718446601942,68750
EAC-2021,0,0,0,629743,1993,9,8.737864077669903,4461
EAC-16,17,27.419354838709676,6761,935392,3054,28,18.543046357615893,10151
EAC-673,21,37.5,11523,965414,3112,104,47.706422018348626,60403
EAC-59,9,15.517241379310345,5015,672373,2173,55,47.008547008547005,30924
EAC-24,2,14.285714285714285,1277,726074,2381,5,3.3783783783783785,2059
EAC-102,8,29.629629629629626,3873,963928,2924,39,24.528301886792452,16507
EAC-108,8,13.333333333333334,4142,832338,2523,71,47.97297297297297,46083
EAC-29,11,33.33333333333333,6322,1188998,3131,60,37.735849056603776,29634
EAC-631,19,30.64516129032258,9889,1027561,3310,97,44.29223744292237,53412
EAC-646,27,51.92307692307693,18962,1071415,2746,70,50.35971223021583,36497
EAC-54,9,16.666666666666664,3590,1056672,3386,42,23.863636363636363,23576
EAC-2,22,38.59649122807017,11304,848866,2769,86,46.73913043478261,51603
EAC-88,11,22.916666666666664,6914,880669,2744,88,49.162011173184354,46490
EAC-66,60,44.776119402985074,32752,1305013,3978,104,51.48514851485149,68955
EAC-11,7,33.33333333333333,4203,649405,1876,44,39.63963963963964,29195
EAC-674,27,44.26229508196721,16268,598948,1735,46,40.707964601769916,26450
EAC-30,2,18.181818181818183,2407,548568,1451,16,22.535211267605636,15027
EAC-47,12,29.268292682926827,7000,1152961,3373,129,57.847533632286996,74386
EAC-75,4,18.181818181818183,2082,662342,2154,29,25.663716814159294,12111
EAC-91,36,41.37931034482759,24740,1474065,4270,67,34.35897435897436,33359
EAC-683,17,15.74074074074074,8148,1660607,5317,52,21.311475409836063,29364
EAC-713,10,24.390243902439025,3655,925308,2846,37,26.618705035971225,15404
EAC-95,11,16.417910447761194,5200,907659,2750,101,53.43915343915344,64283
EAC-71,30,34.883720930232556,14426,1499831,5122,110,42.63565891472868,61553
EAC-1785,3,12.5,1585,413805,1327,14,19.17808219178082,6978
EAC-49,11,17.741935483870968,5604,1211251,3786,45,26.627218934911244,22105
EAC-34,0,0,0,456184,1531,4,6.557377049180328,1772
EAC-43,10,22.22222222222222,7308,2116550,7396,71,41.040462427745666,41325
EAC-670,13,22.413793103448278,5681,986741,3326,29,19.333333333333332,12050
EAC-62,48,60.0,27622,1188112,3387,138,57.74058577405857,88432
EAC-6,9,20.454545454545457,4492,1007931,3216,107,47.34513274336283,61392
EAC-68,75,59.055118110236215,42458,1024378,3075,107,52.70935960591133,73055
EAC-86,9,39.130434782608695,5929,717854,2157,69,45.39473684210527,34673
EAC-27,32,55.172413793103445,24981,1137439,3063,58,38.41059602649007,28243
EAC-50,13,19.402985074626866,6763,1230516,3704,46,26.285714285714285,21493
EAC-635,5,27.77777777777778,3851,734808,2208,84,52.5,44870
EAC-642,12,46.15384615384615,7651,505561,1505,46,40.35087719298245,26597
EAC-20,9,19.565217391304348,3829,999885,3180,35,27.559055118110237,14953
EAC-645,12,16.901408450704224,4489,1080844,3435,30,17.647058823529413,10568
EAC-632,21,38.88888888888889,11736,1085025,3433,101,44.29824561403509,56437
EAC-65,3,12.0,1455,675933,2157,19,13.768115942028986,8535
EAC-1,14,27.450980392156865,6245,760741,2479,79,46.198830409356724,40986
EAC-81,9,32.142857142857146,4282,1046886,3270,63,26.69491525423729,35803
EAC-707,7,14.893617021276595,5789,844711,2685,17,12.977099236641221,6790
EAC-39,6,12.244897959183673,2194,1666535,5831,43,28.104575163398692,17823
EAC-44,14,45.16129032258064,5993,667590,2092,29,30.851063829787233,11734
EAC-33,9,31.03448275862069,4474,571097,1626,47,46.07843137254902,29524
EAC-714,19,57.57575757575758,7841,380001,1201,34,43.037974683544306,18773
EAC-92,11,11.0,6738,1148460,3474,114,53.271028037383175,73067
EAC-76,17,28.8135593220339,8501,1297892,4185,43,21.07843137254902,16266
EAC-98,37,37.755102040816325,21364,1204155,3754,98,45.58139534883721,53984
EAC-654,4,11.11111111111111,2546,1105715,3138,33,23.741007194244602,22525
EAC-623,2,20.0,559,791821,2484,44,24.30939226519337,24857
EAC-46,8,19.047619047619047,3828,791848,2549,85,49.707602339181285,49970
EAC-31,5,15.625,3160,697829,2275,64,45.714285714285715,38870
EAC-2006,17,31.48148148148148,8488,445622,1342,35,40.229885057471265,22333
EAC-682,9,36.0,5795,573347,1684,68,53.54330708661418,42443
EAC-74,27,32.926829268292686,16540,1378896,3877,108,52.94117647058824,70808
EAC-109,9,15.254237288135593,4341,935772,2931,93,53.75722543352601,62495
EAC-103,7,12.280701754385964,4038,928830,2965,17,11.564625850340136,7501
EAC-55,12,36.36363636363637,5134,900469,2793,79,44.632768361581924,47239
EAC-647,28,48.275862068965516,22884,988591,2606,52,39.097744360902254,30843
EAC-10,0,0,0,424562,1387,3,5.172413793103448,892
EAC-9,1,3.8461538461538463,435,857373,2717,15,10.204081632653061,6831
EAC-83,1,16.666666666666664,286,376352,1224,6,8.955223880597014,2800
EAC-3,125,60.09615384615385,70763,1516029,4551,183,59.60912052117264,131841
EAC-691,0,0,0,290263,1020,2,3.8461538461538463,1123
EAC-708,1,7.6923076923076925,852,554677,1778,8,7.766990291262135,2916
EAC-60,6,13.333333333333334,3670,1482192,5105,50,22.93577981651376,21370
EAC-17,91,57.59493670886076,55866,1579474,4732,137,50.0,79919
EAC-4,48,48.484848484848484,28530,1310009,4088,185,63.793103448275865,117061
EAC-52,61,66.30434782608695,40338,1190869,3451,117,52.94117647058824,72938
EAC-58,99,67.3469387755102,60846,1127795,3216,56,34.146341463414636,28611
EAC-97,11,30.555555555555557,4341,649900,2043,69,45.6953642384106,37176
EAC-73,16,21.62162162162162,6547,1389450,4228,49,26.063829787234045,19950
EAC-723,8,47.05882352941176,5556,488543,1433,43,44.79166666666667,27786
EAC-624,6,31.57894736842105,3965,489852,1488,49,50.0,29184
EAC-653,1,7.142857142857142,368,418709,1351,5,8.333333333333332,1990
EAC-36,6,17.142857142857142,3188,1142451,3644,37,19.786096256684495,17042
EAC-41,19,44.18604651162791,7513,1228500,3780,49,27.52808988764045,27611
EAC-117,7,38.88888888888889,4583,491069,1457,59,54.12844036697248,36026
EAC-32,13,46.42857142857143,7890,602007,1637,52,49.056603773584904,36582
EAC-45,111,58.42105263157895,63736,1332200,3845,148,56.92307692307692,99102
EAC-657,11,20.754716981132077,4874,659945,2441,30,26.548672566371685,12166
EAC-38,3,15.0,1550,426539,1206,33,39.285714285714285,22530
EAC-113,2,50.0,536,303314,1013,8,17.391304347826086,3675
EAC-77,8,18.6046511627907,3967,1020551,3276,38,19.895287958115183,16015
EAC-2037,9,32.142857142857146,6561,535557,1605,62,52.54237288135594,32024
EAC-99,0,0,0,331386,1084,8,16.0,4041
EAC-93,5,18.51851851851852,3050,868453,2694,73,47.712418300653596,39412
EAC-21,5,14.285714285714285,2457,1306899,4133,38,19.48717948717949,15934
EAC-56,16,26.666666666666668,4959,1203577,4002,41,22.404371584699454,13591
EAC-64,5,23.809523809523807,2074,892199,2920,27,17.647058823529413,11805
EAC-13,1,8.333333333333332,552,461526,1471,7,16.27906976744186,2939
EAC-676,4,17.391304347826086,2112,549772,1591,41,41.0,28950
EAC-695,16,29.09090909090909,6758,935135,2975,37,22.5609756097561,14292
EAC-69,16,23.52941176470588,6873,1280197,3929,53,30.63583815028902,30033
EAC-87,9,16.9811320754717,4150,1682300,5245,55,21.0727969348659,30320
EAC-63,40,34.48275862068966,22284,1397656,4458,167,54.93421052631579,94886
EAC-107,4,33.33333333333333,3808,615629,1603,19,24.358974358974358,17936
EAC-649,2,22.22222222222222,945,439946,1258,31,35.63218390804598,24855
EAC-634,12,27.27272727272727,5101,967229,3183,103,48.58490566037736,56588
EAC-51,7,13.20754716981132,3648,716100,2297,61,50.83333333333333,37821
EAC-2011,1,20.0,427,412024,1369,6,8.450704225352112,3078
EAC-662,43,65.15151515151516,26468,1263722,3249,69,42.073170731707314,42426
EAC-94,11,22.448979591836736,5300,1174329,3396,86,43.43434343434344,52917
EAC-42,2,10.0,690,1102973,3823,28,12.612612612612612,16663
EAC-35,2,11.11111111111111,1210,719883,2286,7,4.827586206896552,3555
EAC-650,10,32.25806451612903,5787,594186,1666,37,34.25925925925926,24316
EAC-627,3,25.0,1601,843383,2833,13,7.55813953488372,6197
EAC-48,8,18.6046511627907,2649,966743,3193,38,22.75449101796407,13006
IN-14,8,22.22222222222222,3725,1274305,4324,95,44.60093896713615,56384
IN-48,14,34.146341463414636,9989,910101,2607,39,33.62068965517241,19741
IN-1213,2,10.526315789473683,1134,605561,1943,10,8.547008547008547,4034
IN-42,22,48.888888888888886,16494,815230,2241,36,36.734693877551024,16701
IN-35,3,27.27272727272727,1979,631888,1710,25,29.761904761904763,19980
IN-918,0,0,0,435019,1232,18,30.0,18957
IN-912,8,26.666666666666668,2460,1045280,3484,38,22.35294117647059,19661
IN-7,9,13.636363636363635,4558,1460709,4862,36,20.689655172413794,16147
IN-32,29,38.15789473684211,14913,1159754,3485,101,47.417840375586856,64874
IN-13,42,34.710743801652896,23767,1463190,4390,173,60.48951048951049,106318
IN-19,10,17.543859649122805,4594,1342605,4249,43,21.93877551020408,20175
IN-21,4,13.333333333333334,1773,1089719,3437,28,15.909090909090908,12804
IN-25,8,17.77777777777778,6525,907055,2880,15,11.11111111111111,7983
IN-17,14,19.718309859154928,7407,1008209,3028,87,49.152542372881356,58658
IN-3,11,22.0,5724,1126540,3617,42,23.333333333333332,19370
IN-929,5,18.51851851851852,4094,696712,2180,61,39.61038961038961,33655
IN-9,7,26.923076923076923,2866,986071,3157,45,26.47058823529412,20136
IN-924,2,15.384615384615385,1208,623148,1973,12,11.320754716981133,5710
IN-961,1,10.0,1493,481013,1289,14,19.718309859154928,14586
IN-10,51,60.71428571428571,29074,1203360,3422,139,57.91666666666667,89421
IN-28,9,20.0,4455,1180755,3869,115,48.11715481171548,62412
IN-22,13,27.083333333333332,7008,831755,2745,76,44.97041420118343,39733
IN-1077,2,25.0,1277,608222,1997,3,2.3255813953488373,1101
IN-18,5,14.705882352941178,2457,1350662,4286,41,20.2970297029703,17399
IN-12,7,15.555555555555555,2842,931747,2997,30,24.390243902439025,11764
IN-20,31,48.4375,15377,981527,3175,97,46.19047619047619,56525
IN-6,12,17.391304347826086,4556,1592440,5151,41,21.693121693121693,17394
IN-43,2,11.76470588235294,1123,606453,1982,17,19.318181818181817,6656
IN-919,2,13.333333333333334,1053,655799,2134,4,2.9197080291970803,1495
IN-1,16,23.88059701492537,7545,1143086,3836,54,30.337078651685395,21473
IN-921,8,33.33333333333333,5239,754104,2154,28,29.47368421052631,13733
IN-27,7,24.137931034482758,3493,683536,2355,80,45.19774011299435,43347
IN-15,7,16.666666666666664,2688,839477,2759,35,27.559055118110237,14787
IN-11,25,36.231884057971016,12579,1809878,6402,113,42.4812030075188,64668
IN-23,8,12.903225806451612,4639,1098688,3919,88,46.808510638297875,52622
IN-29,15,42.857142857142854,7734,1024237,3182,76,43.18181818181818,46014
IN-5,8,17.391304347826086,3205,958787,3025,41,29.496402877697843,17200
IN-1311,3,10.0,1341,781407,2479,16,11.678832116788321,7633
IN-47,4,18.181818181818183,1283,688237,2264,17,13.709677419354838,7869
IN-40,12,44.44444444444444,5690,640304,2147,61,44.52554744525548,35135
IN-37,2,14.285714285714285,1959,551780,1500,20,26.31578947368421,14428
IN-928,14,37.83783783783784,6298,923047,2893,39,26.71232876712329,19281
IN-8,8,14.285714285714285,3911,1252260,4003,105,44.49152542372881,56255
IN-922,15,23.4375,8308,1003761,3432,43,27.044025157232703,17838
IN-2,18,21.951219512195124,8778,1200837,4011,48,27.586206896551722,20592
IN-16,24,40.0,12782,863560,2977,83,47.42857142857143,44568
MED-1008,1,4.761904761904762,611,569387,1795,16,17.97752808988764,7272
MED-1105,9,37.5,5407,594957,1773,79,58.08823529411765,47525
MED-713,1,20.0,170,334332,1083,9,18.0,4628
MED-719,47,66.19718309859155,34622,1230617,3302,65,42.76315789473684,45147
MED-614,15,48.38709677419355,7429,597221,1871,65,51.181102362204726,35033
MED-837,2,16.666666666666664,1280,581540,1831,8,7.6190476190476195,4357
MED-584,25,55.55555555555556,16411,545028,1639,39,37.5,23144
MED-721,1,20.0,220,542044,1622,22,29.333333333333332,10228
MED-756,2,9.090909090909092,1414,911447,2718,26,20.3125,12876
MED-1047,0,0,0,559347,1494,19,25.333333333333336,16675
MED-651,8,26.666666666666668,4859,542269,1598,31,34.44444444444444,21475
MED-626,2,14.285714285714285,779,383171,1289,11,17.46031746031746,4944
MED-878,1,16.666666666666664,533,461553,1491,10,13.157894736842104,4868
MED-670,23,45.09803921568628,15370,409349,1199,10,25.0,4142
MED-777,1,12.5,645,649658,1680,30,37.5,25690
MED-694,2,16.666666666666664,936,486061,1668,23,33.33333333333333,9475
MED-1116,2,16.666666666666664,1079,280219,969,7,17.5,3046
MED-597,19,35.18518518518518,11281,947127,2744,52,40.310077519379846,24299
MED-853,3,16.666666666666664,3944,750294,2062,26,31.70731707317073,19977
MED-635,34,66.66666666666666,21231,856773,2268,51,46.36363636363636,30201
MED-738,0,0,0,572822,1516,21,28.767123287671232,17535
MED-1153,1,7.142857142857142,335,330580,1113,7,17.073170731707318,2487
MED-648,15,34.883720930232556,7740,703256,2081,57,41.30434782608695,37807
MED-732,13,41.935483870967744,7739,494404,1391,38,38.38383838383838,23151
MED-745,2,11.11111111111111,1033,913434,3063,21,17.5,10624
MED-1227,2,11.11111111111111,1036,640783,2060,16,15.238095238095239,6505
MED-861,21,40.38461538461539,12215,798585,2553,35,35.714285714285715,18122
MED-882,0,0,0,336417,1079,6,11.538461538461538,1886
MED-748,7,15.217391304347828,2921,635851,2351,19,19.387755102040817,7527
MED-632,4,17.391304347826086,1976,904575,3006,21,14.583333333333334,10309
MED-645,1,16.666666666666664,449,467637,1378,31,31.958762886597935,22438
MED-735,19,42.22222222222222,9557,708310,2113,65,46.09929078014184,38130
MED-829,5,27.77777777777778,3494,507772,1400,29,32.95454545454545,19918
MED-590,11,34.375,8151,812034,2302,29,30.208333333333332,18052
MED-677,14,41.17647058823529,9660,592398,1676,41,43.15789473684211,27298
MED-707,1,12.5,1449,537618,1435,22,28.947368421052634,18069
MED-972,5,20.0,2587,554617,1668,44,48.35164835164835,28962
MED-1233,11,42.30769230769231,6008,594911,1633,32,34.78260869565217,19414
MED-621,18,32.72727272727273,11433,711909,2057,60,44.44444444444444,39831
MED-589,11,28.947368421052634,6694,914272,2642,59,43.38235294117647,46548
MED-830,13,36.11111111111111,6309,584288,1825,40,34.48275862068966,23168
MED-619,11,39.285714285714285,6023,509955,1518,57,50.442477876106196,33888
MED-763,17,39.53488372093023,10431,663640,2016,60,43.79562043795621,35229
MED-613,3,23.076923076923077,1370,513046,1652,27,29.03225806451613,14386
MED-769,2,13.333333333333334,1112,406025,1370,7,14.893617021276595,2854
MED-587,4,9.30232558139535,2295,1097003,3451,32,20.382165605095544,14711
MED-834,2,8.333333333333332,1544,706850,2179,20,19.607843137254903,7879
MED-1001,7,35.0,4141,489644,1445,46,46.93877551020408,25673
MED-1076,12,48.0,7400,493295,1430,56,56.00000000000001,32467
MED-660,6,15.0,4016,1365524,3905,51,21.888412017167383,26072
MED-617,2,16.666666666666664,953,445544,1545,11,15.942028985507244,4009
MED-783,11,40.74074074074074,7687,550412,1452,41,46.06741573033708,26144
MED-767,2,4.761904761904762,549,527643,1919,12,14.634146341463413,4595
MED-806,16,36.36363636363637,10342,841495,2253,64,42.384105960264904,52088
MED-728,22,33.33333333333333,9722,1517350,4981,65,29.68036529680365,27828
MED-652,3,33.33333333333333,1603,539518,1819,15,20.0,7115
MED-850,8,16.3265306122449,3496,590592,2135,19,20.212765957446805,7198
MED-827,2,15.384615384615385,1082,276019,965,6,13.636363636363635,2436
MED-1261,5,25.0,2552,417053,1338,24,31.16883116883117,10741
MED-594,1,6.666666666666667,766,785737,2500,11,7.971014492753622,5052
MED-697,50,41.32231404958678,37332,2259689,6179,97,38.95582329317269,59477
MED-703,2,22.22222222222222,1295,605872,1771,32,32.323232323232325,19345
MED-673,8,38.095238095238095,4602,747895,2140,68,46.57534246575342,51863
MED-604,31,50.0,19152,774175,2293,92,52.57142857142857,50580
MED-815,7,26.923076923076923,3498,1005897,3210,41,18.72146118721461,23866
MED-862,2,22.22222222222222,637,402761,1138,38,50.66666666666667,25805
MED-965,0,0,0,596222,1989,18,15.789473684210526,7921
MED-746,8,42.10526315789473,6051,540420,1562,39,34.82142857142857,27329
