bin,mean_bin_pnps,median_bin_pnps,count
NP-142,0.163052402,0.097428241,1176
NP-1444,0.256227046,0.122991783,1388
NP-1463,0.627638443,0.2220801,339
NP-1472,0.14944383,0.09670248,683
NP-15,2.004883653,0.14138283,84
NP-150,0.213369709,0.141866846,1916
NP-151,0.080690539,0.04308042,2111
NP-1521,0.122850225,0.054313641,285
NP-156,0.102222083,0.066737258,1239
NP-16,0.119689315,0.043005778,176
NP-17,0.220565414,0.10461644,1770
NP-18,0.240307194,0.097372681,1138
NP-2,0.168960279,0.077216138,49
NP-20,0.142272533,0.093434488,1776
NP-21,0.660656528,0.309907942,2082
NP-22,0.240454209,0.151534442,1035
NP-23,0.257343895,0.065285454,108
NP-24,0.622279741,0.166636545,1553
NP-25,1.409284906,0.237146422,81
NP-26,0.121230706,0.070488983,1656
NP-27,0.202349157,0.073756652,54
NP-28,0.424400852,0.080463387,15
NP-29,1.579687615,0.341923305,988
NP-30,0.159945445,0.055817437,33
NP-32,0.145500892,0.085894248,52
NP-33,0.220918085,0.088004328,56
NP-34,0.391364113,0.077844845,842
NP-36,1.079575555,0.201608872,103
NP-37,0.543271822,0.133711787,25
NP-38,0.201503973,0.11683327,2642
NP-39,0.15967129,0.085033023,213
NP-4,0.302279469,0.13604276,645
NP-40,0.159233348,0.050969029,67
NP-41,0.254043882,0.160411996,2984
NP-42,0.063513823,0.033895623,2590
NP-43,0.100070726,0.072264526,371
NP-44,0.08165075,0.033211834,952
NP-45,0.103052442,0.054034422,2184
NP-49,0.24365883,0.141511134,1543
NP-5,0.087552951,0.037819567,318
NP-51,0.177740248,0.099433039,576
NP-52,0.216051411,0.149387097,1927
NP-53,0.260655093,0.127004461,588
NP-54,0.559110393,0.142454111,1930
NP-55,0.402075285,0.155940605,1437
NP-56,0.289449614,0.107866184,19
NP-57,0.184889074,0.110079158,1051
NP-58,0.220699292,0.131551829,2363
NP-59,0.794579437,0.277658909,93
NP-6,0.157151879,0.09134706,82
NP-60,0.297086377,0.093640771,348
NP-63,0.215549669,0.150674153,1842
NP-64,0.206088965,0.128507878,1713
NP-65,0.1801645,0.078814127,72
NP-68,0.231104982,0.134569402,2596
NP-69,0.205845489,0.129356931,104
NP-7,0.118765745,0.056651704,3172
NP-72,0.31914641,0.134004115,733
NP-73,0.113780061,0.069737103,1440
NP-75,0.261577244,0.132564677,1450
NP-77,0.361298403,0.146093209,722
NP-79,0.188681537,0.098766437,1055
NP-8,0.094123637,0.052544449,1670
NP-80,0.216698102,0.126565122,780
NP-81,0.28578265,0.113284672,555
NP-85,1.031103629,0.363148804,79
NP-86,0.781583304,0.201600763,23
NP-87,0.43139318,0.117273018,19
NP-89,0.505363883,0.147743391,79
NP-9,0.418096664,0.179278293,277
NP-90,0.357311324,0.105680698,309
NP-91,0.130239721,0.061964754,528
NP-92,0.2015894,0.087715826,629
NP-931,0.230241253,0.122274729,1152
NP-932,0.323626879,0.17097942,1275
NP-936,0.738080698,0.219293227,887
NP-937,0.617189859,0.183984419,1383
NP-939,0.122757739,0.059109017,1357
NP-94,0.184564651,0.083783151,2256
NP-942,0.327178054,0.15643473,637
NP-944,0.110089076,0.082544934,1243
NP-945,0.252829819,0.117050945,2186
NP-946,0.181133278,0.10754257,992
NP-948,0.373081525,0.180325705,409
NP-949,0.696937986,0.225103367,406
NP-95,0.175307399,0.060116079,157
NP-951,0.269620903,0.131820925,53
NP-952,0.367565456,0.187918933,1389
NP-954,0.219567932,0.15104874,1432
NP-955,0.381434804,0.170378654,3129
NP-956,0.209231908,0.108297201,1424
NP-96,0.12594819,0.05734299,1055
NP-960,0.467009248,0.178343911,1305
NP-964,0.389141989,0.164738738,2293
NP-965,0.130319166,0.076670588,1029
NP-966,0.539276243,0.196984407,1536
NP-969,0.232660363,0.138133141,2537
NP-97,0.259254679,0.126688291,2632
NP-970,0.203430591,0.115793287,1955
NP-973,0.210590714,0.108918381,236
NP-980,0.202981832,0.118051722,1811
NP-982,0.189547468,0.130882463,1743
NP-986,0.238029918,0.091385499,162
NP-987,0.189568945,0.121413869,1142
NP-99,0.131922825,0.059750033,80
NP-992,0.351199187,0.180408247,312
NP-993,0.346080147,0.180083154,2057
NP-996,0.564106363,0.184221425,537
NP-997,0.316013565,0.141499807,365
RS-341,0.18586104,0.131067042,1260
RS-342,0.191365662,0.100099582,130
RS-344,0.138363287,0.083319422,1547
RS-346,0.558005332,0.083406155,1050
RS-348,0.090342669,0.063750653,1485
RS-349,0.182655254,0.109311379,1735
RS-350,0.190588841,0.106928943,1691
RS-352,0.091283568,0.068101952,1145
RS-355,0.9526627,0.148098037,86
RS-357,0.28988554,0.149577709,1208
RS-359,0.222934595,0.125219078,348
RS-361,0.288224137,0.111377231,617
RS-363,0.36360887,0.154008728,65
RS-364,0.168335634,0.0870506,306
RS-365,0.285081858,0.15148583,1230
RS-367,1.395796627,0.269946019,410
RS-371,0.227319949,0.110996085,1759
RS-373,0.204054969,0.12179745,1400
RS-376,0.298474755,0.179340363,3185
RS-380,0.168972907,0.120851918,2832
RS-381,0.165026114,0.108607611,1406
RS-382,0.19322695,0.131330986,2182
RS-383,0.222734428,0.122193527,4094
RS-384,0.145635626,0.078590706,1509
RS-386,0.310957385,0.163316942,1131
RS-387,0.339946397,0.094036795,1589
RS-388,0.351045338,0.16826488,1809
RS-389,0.133188705,0.095258459,1431
RS-391,0.166246586,0.08872596,1927
RS-392,0.247713954,0.100115808,1143
RS-394,0.355647541,0.172546297,1767
RS-395,0.262275628,0.121001069,2194
RS-397,0.121602157,0.062197967,1804
RS-398,0.254089969,0.130817931,3920
RS-401,0.138587922,0.063489604,1131
RS-402,0.116583392,0.0813857,1395
RS-404,0.26978511,0.14356563,1659
RS-406,0.175872564,0.086415174,1173
RS-408,0.150142394,0.104366779,1248
RS-412,0.137298007,0.110494819,1770
RS-415,0.210488381,0.098745194,149
RS-416,0.224254818,0.10366547,737
RS-419,0.247087073,0.142043419,1197
RS-420,0.241775325,0.132771172,1115
RS-421,0.212249629,0.12738417,1170
RS-422,0.153204947,0.113237369,1936
RS-423,0.202991154,0.131804339,3883
RS-426,0.516413576,0.258476184,3991
RS-428,0.119024654,0.093091154,1382
RS-431,0.144446757,0.115103598,1469
RS-432,0.114860289,0.079336512,1230
RS-434,0.529043579,0.19754068,668
RS-435,0.525044505,0.189381018,389
RS-438,0.158172145,0.114877786,1620
RS-439,0.158469868,0.109655573,1241
RS-440,0.109785172,0.059460157,1045
RS-447,0.264364383,0.15641482,918
RS-453,0.348053353,0.119081735,943
RS-454,0.210998879,0.144227582,1688
RS-456,0.231652867,0.070754724,223
RS-458,0.363169374,0.170063222,1858
RS-460,0.213164839,0.094998005,1977
RS-464,0.158849498,0.100274305,87
RS-465,0.156333746,0.096500349,2683
RS-467,0.112564791,0.078973819,1672
RS-472,0.088923749,0.052295656,1354
RS-508,0.194277917,0.115090782,1565
RS-535,0.915081169,0.155572682,118
RS-604,0.182603167,0.06410746,1224
RS-615,0.353257998,0.196246321,3290
RS-626,0.317135287,0.077270589,1073
RS-648,0.251557973,0.095457247,603
RS-652,0.262750242,0.151469892,1678
RS-654,0.236612529,0.14466934,271
RS-665,0.212982547,0.141454975,1254
RS-668,0.116308703,0.093553446,1404
RS-678,0.142962523,0.092297155,1176
RS-697,0.220718688,0.133027463,1909
RS-797,0.306004209,0.16028606,853
RS-814,0.158778215,0.089039694,1130
RS-815,0.119978588,0.089596832,914
RS-816,0.168232251,0.114161887,989
RS-817,0.18081012,0.098464543,1851
RS-819,0.124537519,0.078750954,1257
RS-820,0.211632141,0.111365131,1535
RS-821,0.456836219,0.229077159,3426
RS-822,0.28638813,0.18732749,5099
RS-826,0.163209264,0.072690922,94
SAT-1,0.211028417,0.074643802,2749
SAT-10,0.244502698,0.152353233,3680
SAT-101,0.136393662,0.065104527,2574
SAT-103,0.160280943,0.11777991,1562
SAT-104,0.188187897,0.053543663,33
SAT-105,0.1868838,0.126911551,1300
SAT-106,0.237921828,0.192249907,10
SAT-107,0.180825525,0.130326029,1899
SAT-108,0.161450742,0.103851448,3011
SAT-109,0.145189252,0.073300226,2208
SAT-110,0.864412048,0.207953192,15
SAT-111,0.077804257,0.036207113,1034
SAT-112,0.139880176,0.066732771,1402
SAT-113,0.151795911,0.067152622,2888
SAT-114,0.393324805,0.126840783,850
SAT-115,1.276721671,0.634014001,341
SAT-116,0.284467363,0.077835635,935
SAT-117,0.329957656,0.131234362,26
SAT-12,0.261579365,0.115638223,3191
SAT-121,0.183095186,0.092090777,1128
SAT-122,0.14139251,0.074022995,1529
SAT-126,0.189337774,0.116423637,2539
SAT-127,0.224390728,0.158762353,1866
SAT-128,0.384218388,0.225644876,3872
SAT-1289,0.145424487,0.096544866,1887
SAT-129,0.1928902,0.078114208,59
SAT-13,0.171152157,0.113819915,1219
SAT-130,0.320529387,0.123730556,1372
SAT-1308,0.123069712,0.06014894,2864
SAT-1309,0.311368081,0.148034621,2432
SAT-131,0.219024616,0.170599779,1086
SAT-132,0.222598246,0.126898512,1316
SAT-1329,0.224923023,0.09668719,1292
SAT-133,0.156951602,0.120824119,1624
SAT-1331,0.193281338,0.153857608,1681
SAT-1339,0.319983686,0.167456793,1710
SAT-134,0.099049432,0.041731036,615
SAT-1340,0.196862798,0.132243593,1516
SAT-1342,0.910119783,0.130909823,50
SAT-1344,0.398820497,0.175165752,3000
SAT-1346,0.141404485,0.106831845,1428
SAT-135,0.391829031,0.125898731,313
SAT-1358,0.168687638,0.128987783,1771
SAT-1359,0.16820492,0.117089719,1610
SAT-1366,0.243438891,0.147329116,1599
SAT-1367,0.20635028,0.138103211,1920
SAT-1369,0.116217659,0.080487133,1144
SAT-137,0.308442453,0.192632853,185
SAT-138,0.335556913,0.187554493,1128
SAT-1388,0.191903119,0.140433071,1233
SAT-139,0.273554815,0.195125639,896
SAT-1391,0.361361268,0.188643277,1767
SAT-14,0.177832548,0.107459504,2331
SAT-1401,0.938221825,0.305309044,66
SAT-1403,0.167205474,0.098606489,1034
SAT-141,0.262736906,0.097105359,35
SAT-1415,0.17875484,0.132482357,2380
SAT-142,0.476204074,0.0885496,28
SAT-1431,0.685882152,0.151116677,652
SAT-1434,0.202425256,0.152044607,2214
SAT-1448,0.229118577,0.129608653,1597
SAT-1449,0.237201326,0.164534634,2061
SAT-145,0.296083946,0.125697223,970
SAT-1450,0.194060352,0.146730389,1342
SAT-1451,0.293303283,0.182592194,3934
SAT-1462,0.199692696,0.049987083,1885
SAT-1475,0.197440503,0.131646297,1639
SAT-149,0.225015255,0.072408213,20
SAT-15,0.163903993,0.10432254,1585
SAT-150,0.411079537,0.236467812,3151
SAT-1507,0.18884098,0.133722859,3275
SAT-1508,0.117276598,0.072223498,1562
SAT-1509,0.259160767,0.072137698,117
SAT-1510,0.191872496,0.101530056,1204
SAT-1517,0.391031198,0.16958752,2533
SAT-152,0.201306852,0.134012978,1222
SAT-154,0.187336045,0.133657756,1086
SAT-155,4.214573439,0.855745376,13
SAT-1553,0.146429078,0.095225565,1246
SAT-1568,0.224821829,0.108557073,1046
SAT-157,0.441074674,0.160189205,1340
SAT-1582,0.150888847,0.107343404,1324
SAT-1585,0.236572513,0.149360911,1462
SAT-159,0.227503278,0.130582636,1703
SAT-1607,0.102599873,0.07215439,1125
SAT-1608,0.188930286,0.103748812,1449
SAT-1609,0.268599553,0.150424753,1983
SAT-161,0.179667805,0.114843851,944
SAT-1610,0.452600333,0.21771016,1924
SAT-1611,0.491136691,0.213513149,1340
SAT-1613,0.219019647,0.117159758,1899
SAT-1614,0.209983663,0.122319189,2287
SAT-162,0.62762079,0.305337068,2797
SAT-164,0.194507692,0.105565988,1089
SAT-165,0.194466768,0.080907835,1099
SAT-166,0.166499298,0.09713504,1110
SAT-168,0.171907401,0.116857332,1431
SAT-17,0.203971673,0.142976613,1993
SAT-175,0.194796418,0.136701022,1568
SAT-176,0.225608355,0.127372583,1910
SAT-177,0.280256776,0.132550782,1897
SAT-179,2.815736119,0.792999053,122
SAT-18,0.274147256,0.172514262,2668
SAT-180,1.69144423,0.495872983,206
SAT-181,0.152802997,0.07567449,316
SAT-182,0.13803701,0.105152018,1158
SAT-183,0.12653468,0.062137596,250
SAT-184,0.855609142,0.480240722,54
SAT-185,0.754772186,0.128180004,24
SAT-189,0.111958647,0.044011686,26
SAT-19,0.192305888,0.075674648,2634
SAT-193,0.152888574,0.098880091,1013
SAT-194,1.330988233,0.651705712,2094
SAT-195,7.743907764,0.918986488,151
SAT-197,0.121010788,0.097013473,1022
SAT-198,0.807146754,0.376106725,2513
SAT-2,0.147906324,0.112194113,2196
SAT-20,0.169129136,0.090444016,77
SAT-200,0.214879814,0.141901385,1741
SAT-201,0.211462137,0.14974445,1159
SAT-205,0.122463643,0.063732559,1001
SAT-206,0.156321839,0.102823937,745
SAT-211,0.144628061,0.075089233,299
SAT-213,0.188194431,0.142823349,1603
SAT-214,0.143294107,0.105656653,1020
SAT-217,0.136932616,0.060108266,1293
SAT-22,0.391036026,0.181010213,2409
SAT-220,0.186741525,0.115381596,816
SAT-221,0.244457804,0.133538343,1137
SAT-225,0.246982636,0.181653424,1922
SAT-227,5.006518153,0.767115306,386
SAT-228,0.170644399,0.106013905,1408
SAT-23,0.617712321,0.148462168,334
SAT-230,0.249586808,0.089762338,1358
SAT-24,0.121806197,0.104316698,1084
SAT-25,0.255451125,0.09837408,66
SAT-26,0.121982726,0.07170424,1071
SAT-2619,0.149880267,0.064542815,208
SAT-27,0.429486014,0.098565048,3401
SAT-2755,0.186879502,0.104442364,54
SAT-2787,1.881289449,1.109296596,42
SAT-2788,1.025478028,0.476078105,65
SAT-28,0.161816901,0.052377952,492
SAT-2910,0.167631872,0.131332852,2292
SAT-2911,0.354245166,0.22464799,1623
SAT-3,1.302082454,0.429724641,93
SAT-3048,0.223483016,0.075877995,28
SAT-31,0.355082809,0.089858479,36
SAT-33,0.283707447,0.080764132,335
SAT-35,0.208795968,0.078067234,106
SAT-37,0.144283783,0.072559935,261
SAT-38,0.103923533,0.063722679,1501
SAT-39,0.312003274,0.106189931,340
SAT-4,0.175831216,0.093906399,1264
SAT-40,0.948272656,0.465565329,1978
SAT-42,0.069982947,0.045682251,42
SAT-43,0.094304815,0.041545595,14
SAT-46,2.020871461,0.504472279,1141
SAT-47,0.187637011,0.143273704,2272
SAT-49,0.627428479,0.177410929,505
SAT-5,0.15735276,0.073842099,3067
SAT-51,0.41728919,0.138680355,302
SAT-52,2.448054236,1.55587901,3328
SAT-54,1.432956141,0.502306345,2097
SAT-55,2.373891324,1.50175862,3122
SAT-56,2.014261394,0.610983248,198
SAT-57,0.829521809,0.173298165,2257
SAT-59,0.297976717,0.11196174,35
SAT-60,0.42553285,0.123681813,46
SAT-62,0.36043928,0.084427982,717
SAT-63,0.479329941,0.209918901,2295
SAT-64,0.219577347,0.109828175,3005
SAT-65,0.124107424,0.067733438,287
SP-1,0.112962369,0.071544526,2280
SP-10,0.248768606,0.071146554,325
SP-101,0.138421591,0.10804253,1415
SP-102,0.22447791,0.125108771,2228
SP-104,0.473905177,0.148259351,70
SP-105,0.259305485,0.132071526,2219
SP-107,0.166096251,0.114034346,1698
SP-108,0.139665046,0.088879214,1001
SP-109,0.091721351,0.047802685,2548
SP-11,0.246735149,0.100018018,502
SP-110,0.156080257,0.042200435,28
SP-112,0.194603033,0.118455361,3459
SP-113,0.223424589,0.122113238,4736
SP-114,0.302418266,0.133407059,2209
SP-115,0.217241329,0.139042512,2799
SP-118,0.187382407,0.124601419,754
SP-119,0.449913469,0.082693497,347
SP-12,0.380272319,0.129792184,118
SP-121,0.551580665,0.190329515,167
SP-123,0.098302214,0.061286591,2961
SP-124,0.129973387,0.067372442,53
SP-125,0.134270592,0.097501111,3133
SP-126,0.105848211,0.068149359,647
SP-127,0.230708613,0.10863325,2475
SP-128,0.181101378,0.119253301,125
SP-13,0.273959545,0.058633091,74
SP-131,0.099971409,0.05016659,2668
SP-133,0.109448732,0.065788446,844
SP-135,0.187083669,0.104638477,1829
SP-136,0.205181187,0.134762384,1722
SP-137,0.213163913,0.093950364,1374
SP-138,0.395439528,0.237422511,4272
SP-14,0.325939987,0.188631155,1367
SP-140,0.154378616,0.076582587,86
SP-141,0.257365828,0.124012822,157
SP-142,0.214142657,0.128921444,572
SP-144,0.102888205,0.060601895,1603
SP-145,0.190351673,0.112304617,2471
SP-149,0.126372278,0.054616628,330
SP-150,1.282269305,0.184387909,119
SP-151,1.076268995,0.096255582,21
SP-154,0.370139335,0.183236422,1733
SP-156,0.129894141,0.083788385,64
SP-157,0.179404509,0.105479709,1158
SP-158,0.133560633,0.07712515,1536
SP-159,0.148954858,0.070020792,372
SP-16,0.167034333,0.101000925,3988
SP-160,0.15123162,0.082200433,2236
SP-161,0.160837544,0.078924291,685
SP-162,0.093088047,0.04297645,58
SP-163,0.173454719,0.107617897,73
SP-164,0.197964282,0.123016775,2489
SP-166,0.311513368,0.065632838,170
SP-167,0.120536618,0.066375245,404
SP-169,0.389812627,0.161522787,1784
SP-17,0.173387919,0.106207229,712
SP-171,0.36668384,0.123811293,388
SP-173,0.178453,0.120303871,1898
SP-174,0.656456616,0.132196033,1219
SP-176,0.293629327,0.155418242,681
SP-177,0.167522253,0.096034524,179
SP-179,0.136860463,0.076521933,2447
SP-18,0.158194159,0.116029712,2195
SP-180,0.529385269,0.181869549,895
SP-181,0.338224556,0.10020688,212
SP-182,0.660931585,0.124491065,160
SP-183,0.255471591,0.133492916,1975
SP-184,0.962658781,0.192280508,306
SP-185,0.390222044,0.090240193,160
SP-186,0.197863501,0.047697461,419
SP-187,0.197123287,0.117787502,1407
SP-188,0.566196349,0.084741847,1433
SP-189,0.214051801,0.090002337,563
SP-19,0.137919158,0.097294124,1991
SP-190,0.237532411,0.128153151,1290
SP-191,0.26390318,0.185396328,1973
SP-194,0.233020051,0.098722574,533
SP-195,1.807151466,0.291279864,74
SP-196,0.263498928,0.134776334,630
SP-197,0.978314274,0.225566709,908
SP-199,0.257719573,0.199341525,1411
SP-2,0.569637304,0.092995537,337
SP-20,0.112826507,0.058516001,1558
SP-201,0.200884659,0.148197307,1199
SP-203,0.20433662,0.137884782,2931
SP-204,0.269401373,0.140329208,1551
SP-208,0.298507787,0.149896336,999
SP-209,0.112605085,0.070942936,149
SP-21,0.30747889,0.154109993,485
SP-210,0.118015708,0.070920221,262
SP-213,0.257372468,0.16480739,2039
SP-216,0.241959992,0.120595344,1443
SP-218,0.43080861,0.153088381,171
SP-219,0.181321428,0.097687185,2044
SP-22,0.242812645,0.141247623,49
SP-222,0.606894862,0.184421717,2165
SP-224,0.60655343,0.166933455,974
SP-23,0.376044726,0.137711519,1622
SP-230,0.141167546,0.077466882,358
SP-232,0.200762211,0.111806354,1314
SP-234,0.166333077,0.078900684,3259
SP-236,0.098477457,0.056521273,2241
SP-237,0.263449022,0.129488613,2244
SP-238,0.283620594,0.12313207,1943
SP-24,0.253938206,0.117710349,1149
SP-240,0.165151632,0.110591945,1536
SP-241,0.223999676,0.12837864,2688
SP-242,0.220511521,0.12342184,1388
SP-243,0.211341223,0.105891897,1278
SP-244,0.461050586,0.142617562,109
SP-245,0.233538717,0.122219825,842
SP-246,0.22824094,0.089486017,2529
SP-247,0.121819202,0.058009518,297
SP-248,0.205381775,0.086812571,522
SP-249,0.148574677,0.107650527,1122
SP-250,0.268950527,0.106758401,449
SP-251,0.489848438,0.229063907,21
SP-252,3.563894387,0.701341221,106
SP-253,0.223651565,0.126488636,571
SP-256,0.170291366,0.119265972,1084
SP-257,0.182661958,0.108304584,1255
SP-258,0.151004364,0.085098458,1925
SP-259,0.090000141,0.046276142,1862
SP-26,0.24132473,0.105010607,345
SP-260,0.438450162,0.145514378,1694
SP-262,0.285667085,0.133122073,807
SP-263,0.442702363,0.157228254,552
SP-267,0.217924394,0.1181101,495
SP-269,0.170264976,0.073296355,2300
SP-27,0.171448757,0.093942547,1248
SP-272,0.245730994,0.071234415,1355
SP-274,0.246329308,0.158075944,2443
SP-275,0.223906138,0.104974582,80
SP-276,0.265827698,0.165557175,1690
SP-279,0.444313087,0.085048913,349
SP-28,0.151589834,0.08783958,701
SP-281,0.177441174,0.089310489,1386
SP-282,0.165391014,0.105654056,1182
SP-283,0.158442866,0.098027565,824
SP-284,0.27669801,0.123739898,1545
SP-285,0.163694259,0.11721025,1642
SP-288,0.115413176,0.071406353,2642
SP-289,0.12050083,0.095041022,1410
SP-29,0.147403149,0.118237033,1345
SP-291,0.108084169,0.062384287,3841
SP-292,0.200725647,0.146715057,1744
SP-293,0.217279658,0.138708621,1754
SP-295,0.223788168,0.115667566,763
SP-2970,0.256034184,0.141212944,1795
SP-2972,0.103858227,0.068027465,1150
SP-2975,0.147146627,0.118294605,1430
SP-2976,0.133455539,0.102021708,1620
SP-2978,0.268801304,0.132774904,1181
SP-2979,0.169198678,0.100614061,2040
SP-2982,1.908590056,0.174541914,68
SP-2983,0.128705913,0.09497086,1126
SP-2985,0.199962909,0.127523523,40
SP-2989,0.104355117,0.050861669,1038
SP-299,0.220010877,0.121282636,1473
SP-2999,0.175309255,0.083435219,320
SP-3003,0.238015618,0.155378562,2123
SP-3004,0.127354011,0.104707155,1513
SP-3009,0.166565233,0.058861563,256
SP-301,0.171282957,0.112367145,1025
SP-3013,0.145405239,0.092646247,1766
SP-3014,0.105923725,0.067152866,415
SP-3017,0.181295336,0.107605345,2275
SP-3018,0.309378841,0.097041059,119
SP-3021,0.165188704,0.074781027,2236
SP-3023,0.226815631,0.130548968,2053
SP-3024,0.097373294,0.059649464,800
