gene_callers_id,contig,start,stop,integron,ocean
17577,EAC-102_MHASMcontig_1035584,2632,3598,complete,EAC
18024,EAC-102_127844,72,1017,complete,EAC
18025,EAC-102_127844,1228,1801,complete,EAC
18026,EAC-102_127844,2024,2870,complete,EAC
21394,EAC-93_MHASMcontig_1028019,276690,277038,CALIN,EAC
21395,EAC-93_MHASMcontig_1028019,277112,277541,CALIN,EAC
21396,EAC-93_MHASMcontig_1028019,277623,277872,CALIN,EAC
21398,EAC-93_MHASMcontig_1028019,278487,278940,CALIN,EAC
21399,EAC-93_MHASMcontig_1028019,279027,279405,CALIN,EAC
22715,EAC-93_MHASMcontig_1037715,404,1364,In0,EAC
23173,EAC-93_MHASMcontig_1041802,516,981,CALIN,EAC
23174,EAC-93_MHASMcontig_1041802,1109,1661,CALIN,EAC
23175,EAC-93_MHASMcontig_1041802,1743,2214,CALIN,EAC
32683,EAC-37_10410,168,468,CALIN,EAC
32684,EAC-37_10410,441,537,CALIN,EAC
32685,EAC-37_10410,618,813,CALIN,EAC
32686,EAC-37_10410,1102,1540,CALIN,EAC
32687,EAC-37_10410,1676,2090,CALIN,EAC
32688,EAC-37_10410,2037,2214,CALIN,EAC
32689,EAC-37_10410,2228,2474,CALIN,EAC
32690,EAC-37_10410,2783,3302,CALIN,EAC
32691,EAC-37_10410,3379,3874,CALIN,EAC
33058,EAC-37_13261,1681,2386,CALIN,EAC
33059,EAC-37_13261,2473,2749,CALIN,EAC
33060,EAC-37_13261,2881,3292,CALIN,EAC
33061,EAC-37_13261,3329,3653,CALIN,EAC
33062,EAC-37_13261,3820,4213,CALIN,EAC
33063,EAC-37_13261,4326,4617,CALIN,EAC
33064,EAC-37_13261,4609,4831,CALIN,EAC
33065,EAC-37_13261,5227,6475,CALIN,EAC
33634,EAC-37_105980,621,1059,complete,EAC
33635,EAC-37_105980,1074,1569,complete,EAC
33636,EAC-37_105980,1938,2901,complete,EAC
33923,EAC-37_121197,249,540,CALIN,EAC
33924,EAC-37_121197,649,1846,CALIN,EAC
33925,EAC-37_121197,1964,2228,CALIN,EAC
33926,EAC-37_121197,2214,2448,CALIN,EAC
33931,EAC-37_121197,6720,7014,CALIN,EAC
86354,EAC-71_15758,87441,87666,CALIN,EAC
86355,EAC-71_15758,87800,87932,CALIN,EAC
86356,EAC-71_15758,87944,88076,CALIN,EAC
86357,EAC-71_15758,88109,88733,CALIN,EAC
86358,EAC-71_15758,88740,89211,CALIN,EAC
86359,EAC-71_15758,89222,89918,CALIN,EAC
86360,EAC-71_15758,89910,91071,CALIN,EAC
119286,EAC-92_MHASMcontig_626110,1913,2627,CALIN,EAC
119287,EAC-92_MHASMcontig_626110,2807,3161,CALIN,EAC
119288,EAC-92_MHASMcontig_626110,3440,4151,CALIN,EAC
119289,EAC-92_MHASMcontig_626110,4302,5013,CALIN,EAC
119290,EAC-92_MHASMcontig_626110,4990,5092,CALIN,EAC
119291,EAC-92_MHASMcontig_626110,5123,5468,CALIN,EAC
124442,EAC-43_MHASMcontig_881893,3000,3744,CALIN,EAC
124443,EAC-43_MHASMcontig_881893,3875,4337,CALIN,EAC
124444,EAC-43_MHASMcontig_881893,4347,4695,CALIN,EAC
124445,EAC-43_MHASMcontig_881893,4760,5036,CALIN,EAC
124446,EAC-43_MHASMcontig_881893,5048,5258,CALIN,EAC
124447,EAC-43_MHASMcontig_881893,5333,5702,CALIN,EAC
124448,EAC-43_MHASMcontig_881893,5807,5969,CALIN,EAC
124449,EAC-43_MHASMcontig_881893,6235,6415,CALIN,EAC
125760,EAC-43_MHASMcontig_887210,383,2501,CALIN,EAC
125761,EAC-43_MHASMcontig_887210,2501,2798,CALIN,EAC
125762,EAC-43_MHASMcontig_887210,2794,3025,CALIN,EAC
125763,EAC-43_MHASMcontig_887210,3021,3861,CALIN,EAC
125764,EAC-43_MHASMcontig_887210,3860,5120,CALIN,EAC
125765,EAC-43_MHASMcontig_887210,5129,6320,CALIN,EAC
125766,EAC-43_MHASMcontig_887210,6319,10705,CALIN,EAC
126739,EAC-43_MHASMcontig_891553,1318,1528,CALIN,EAC
126740,EAC-43_MHASMcontig_891553,1648,1966,CALIN,EAC
126741,EAC-43_MHASMcontig_891553,2074,2278,CALIN,EAC
126742,EAC-43_MHASMcontig_891553,2377,2599,CALIN,EAC
126743,EAC-43_MHASMcontig_891553,2613,2898,CALIN,EAC
126744,EAC-43_MHASMcontig_891553,2936,3191,CALIN,EAC
126745,EAC-43_MHASMcontig_891553,3267,3462,CALIN,EAC
126746,EAC-43_MHASMcontig_891553,3540,4296,CALIN,EAC
132844,EAC-44_42122,4374,4782,CALIN,EAC
132845,EAC-44_42122,4812,5904,CALIN,EAC
132846,EAC-44_42122,6007,6715,CALIN,EAC
132847,EAC-44_42122,6704,7343,CALIN,EAC
132848,EAC-44_42122,7471,8428,CALIN,EAC
134009,EAC-44_124124,1048,2782,CALIN,EAC
134010,EAC-44_124124,2771,5957,CALIN,EAC
138379,EAC-55_145138,35792,36383,complete,EAC
138380,EAC-55_145138,36469,36748,complete,EAC
138381,EAC-55_145138,37082,38069,complete,EAC
138382,EAC-55_145138,38463,40725,CALIN,EAC
138383,EAC-55_145138,40732,40933,CALIN,EAC
138384,EAC-55_145138,40859,41663,CALIN,EAC
138385,EAC-55_145138,41773,42571,CALIN,EAC
140362,EAC-55_146331,68885,69347,CALIN,EAC
140363,EAC-55_146331,69460,69763,CALIN,EAC
140364,EAC-55_146331,69897,70314,CALIN,EAC
140365,EAC-55_146331,70532,71066,CALIN,EAC
142479,EAC-52_MHASMcontig_1010517,31863,32814,complete,EAC
142480,EAC-52_MHASMcontig_1010517,32864,33020,complete,EAC
142481,EAC-52_MHASMcontig_1010517,33009,33183,complete,EAC
142482,EAC-52_MHASMcontig_1010517,33244,34399,complete,EAC
142483,EAC-52_MHASMcontig_1010517,34534,34897,complete,EAC
142484,EAC-52_MHASMcontig_1010517,35049,35298,complete,EAC
143645,EAC-52_161299,63000,63333,complete,EAC
143646,EAC-52_161299,63842,64817,complete,EAC
144093,EAC-52_162299,449740,450697,In0,EAC
145582,EAC-20_35944,24917,26390,CALIN,EAC
145583,EAC-20_35944,26495,27383,CALIN,EAC
145584,EAC-20_35944,27509,28376,CALIN,EAC
145585,EAC-20_35944,28460,29045,CALIN,EAC
145586,EAC-20_35944,29148,29655,CALIN,EAC
145587,EAC-20_35944,29887,30691,CALIN,EAC
157320,EAC-69_MHASMcontig_659565,443,848,complete,EAC
157321,EAC-69_MHASMcontig_659565,1442,1940,complete,EAC
157322,EAC-69_MHASMcontig_659565,2031,2556,complete,EAC
157325,EAC-69_MHASMcontig_659565,4007,4967,complete,EAC
157722,EAC-69_MHASMcontig_659828,181,613,CALIN,EAC
157723,EAC-69_MHASMcontig_659828,692,1781,CALIN,EAC
157724,EAC-69_MHASMcontig_659828,1770,2073,CALIN,EAC
157725,EAC-69_MHASMcontig_659828,2259,3066,CALIN,EAC
157726,EAC-69_MHASMcontig_659828,3137,3857,CALIN,EAC
157727,EAC-69_MHASMcontig_659828,3945,4413,CALIN,EAC
158011,EAC-69_MHASMcontig_662727,754,949,CALIN,EAC
158012,EAC-69_MHASMcontig_662727,1162,1414,CALIN,EAC
158013,EAC-69_MHASMcontig_662727,1361,1592,CALIN,EAC
158014,EAC-69_MHASMcontig_662727,1655,2330,CALIN,EAC
158015,EAC-69_MHASMcontig_662727,2415,2640,CALIN,EAC
158710,EAC-69_MHASMcontig_666240,4125,6612,complete,EAC
158711,EAC-69_MHASMcontig_666240,7339,8170,complete,EAC
185554,EAC-58_166809,79618,79858,CALIN,EAC
185555,EAC-58_166809,80009,80261,CALIN,EAC
185556,EAC-58_166809,80382,81222,CALIN,EAC
185557,EAC-58_166809,81311,82301,CALIN,EAC
185558,EAC-58_166809,82398,82785,CALIN,EAC
185843,EAC-58_166848,60033,60843,complete,EAC
185844,EAC-58_166848,61184,61565,complete,EAC
185845,EAC-58_166848,62109,62409,complete,EAC
185846,EAC-58_166848,62550,63102,complete,EAC
219213,EAC-5_MHASMcontig_641120,326,560,complete,EAC
219214,EAC-5_MHASMcontig_641120,773,1130,complete,EAC
219215,EAC-5_MHASMcontig_641120,1246,1519,complete,EAC
219216,EAC-5_MHASMcontig_641120,2458,3220,complete,EAC
219217,EAC-5_MHASMcontig_641120,3212,3530,complete,EAC
219218,EAC-5_MHASMcontig_641120,3522,3732,complete,EAC
219219,EAC-5_MHASMcontig_641120,3767,4049,complete,EAC
219220,EAC-5_MHASMcontig_641120,4213,4483,complete,EAC
219221,EAC-5_MHASMcontig_641120,4603,4960,complete,EAC
219222,EAC-5_MHASMcontig_641120,5115,5763,complete,EAC
219223,EAC-5_MHASMcontig_641120,5964,6930,complete,EAC
241231,EAC-47_MHASMcontig_621820,132,630,CALIN,EAC
241232,EAC-47_MHASMcontig_621820,710,1262,CALIN,EAC
241233,EAC-47_MHASMcontig_621820,1353,2283,CALIN,EAC
241234,EAC-47_MHASMcontig_621820,2404,2902,CALIN,EAC
241235,EAC-47_MHASMcontig_621820,3066,3510,CALIN,EAC
241236,EAC-47_MHASMcontig_621820,3826,4582,CALIN,EAC
241237,EAC-47_MHASMcontig_621820,4578,6030,CALIN,EAC
241238,EAC-47_MHASMcontig_621820,6178,6424,CALIN,EAC
241239,EAC-47_MHASMcontig_621820,6407,6521,CALIN,EAC
241240,EAC-47_MHASMcontig_621820,6574,7363,CALIN,EAC
241241,EAC-47_MHASMcontig_621820,7423,7696,CALIN,EAC
241988,EAC-47_41535,428638,429028,CALIN,EAC
241989,EAC-47_41535,429114,429696,CALIN,EAC
241990,EAC-47_41535,429805,430099,CALIN,EAC
241991,EAC-47_41535,430481,431723,CALIN,EAC
241992,EAC-47_41535,431867,432290,CALIN,EAC
241993,EAC-47_41535,432294,432519,CALIN,EAC
241994,EAC-47_41535,432648,432933,CALIN,EAC
241995,EAC-47_41535,432922,433174,CALIN,EAC
241996,EAC-47_41535,433210,433318,CALIN,EAC
241997,EAC-47_41535,433299,433884,CALIN,EAC
243094,EAC-47_45240,870240,870597,CALIN,EAC
243095,EAC-47_45240,871024,871723,CALIN,EAC
243096,EAC-47_45240,871930,872683,CALIN,EAC
243097,EAC-47_45240,872800,873850,CALIN,EAC
243098,EAC-47_45240,873919,874759,CALIN,EAC
244003,EAC-47_127637,152571,153570,CALIN,EAC
244004,EAC-47_127637,153789,154182,CALIN,EAC
244005,EAC-47_127637,154267,154885,CALIN,EAC
244097,EAC-47_127756,653,929,CALIN,EAC
244098,EAC-47_127756,1085,2126,CALIN,EAC
244099,EAC-47_127756,2232,3168,CALIN,EAC
244100,EAC-47_127756,3154,3280,CALIN,EAC
244101,EAC-47_127756,3956,4199,CALIN,EAC
244102,EAC-47_127756,4456,4798,CALIN,EAC
244103,EAC-47_127756,4978,5455,CALIN,EAC
244104,EAC-47_127756,5513,6740,CALIN,EAC
244105,EAC-47_127756,6847,7396,CALIN,EAC
244106,EAC-47_127756,7990,8398,CALIN,EAC
244107,EAC-47_127756,8378,8651,CALIN,EAC
244108,EAC-47_127756,9442,9949,CALIN,EAC
244109,EAC-47_127756,10036,10345,CALIN,EAC
244110,EAC-47_127756,10921,11911,CALIN,EAC
244111,EAC-47_127756,12121,12553,CALIN,EAC
244112,EAC-47_127756,12639,13230,CALIN,EAC
244113,EAC-47_127756,13395,13719,CALIN,EAC
247711,EAC-91_MHASMcontig_628332,0,750,CALIN,EAC
247718,EAC-91_MHASMcontig_628332,6899,7313,CALIN,EAC
247719,EAC-91_MHASMcontig_628332,7393,8023,CALIN,EAC
248330,EAC-91_MHASMcontig_634395,245,851,CALIN,EAC
248331,EAC-91_MHASMcontig_634395,1516,1942,CALIN,EAC
248332,EAC-91_MHASMcontig_634395,2124,2424,CALIN,EAC
248333,EAC-91_MHASMcontig_634395,2283,2856,CALIN,EAC
248334,EAC-91_MHASMcontig_634395,2966,3206,CALIN,EAC
248335,EAC-91_MHASMcontig_634395,3215,3503,CALIN,EAC
248336,EAC-91_MHASMcontig_634395,3621,3858,CALIN,EAC
248337,EAC-91_MHASMcontig_634395,3947,4172,CALIN,EAC
248338,EAC-91_MHASMcontig_634395,4324,4648,CALIN,EAC
248339,EAC-91_MHASMcontig_634395,4640,4940,CALIN,EAC
248340,EAC-91_MHASMcontig_634395,4997,5477,CALIN,EAC
248341,EAC-91_MHASMcontig_634395,5503,5878,CALIN,EAC
250056,EAC-91_MHASMcontig_644499,475642,476608,complete,EAC
250057,EAC-91_MHASMcontig_644499,477351,477612,complete,EAC
250058,EAC-91_MHASMcontig_644499,477742,478120,complete,EAC
250059,EAC-91_MHASMcontig_644499,478291,478603,complete,EAC
250060,EAC-91_MHASMcontig_644499,478595,478883,complete,EAC
250061,EAC-91_MHASMcontig_644499,479006,479318,complete,EAC
256838,EAC-62_145376,298,1261,In0,EAC
266651,EAC-17_MHASMcontig_754170,305,1523,CALIN,EAC
266652,EAC-17_MHASMcontig_754170,1588,1975,CALIN,EAC
266653,EAC-17_MHASMcontig_754170,2007,2907,CALIN,EAC
266654,EAC-17_MHASMcontig_754170,3000,4182,CALIN,EAC
266655,EAC-17_MHASMcontig_754170,4454,5915,CALIN,EAC
266684,EAC-17_MHASMcontig_754853,338,800,CALIN,EAC
267669,EAC-17_MHASMcontig_766811,112,439,CALIN,EAC
267670,EAC-17_MHASMcontig_766811,593,935,CALIN,EAC
267671,EAC-17_MHASMcontig_766811,1084,1435,CALIN,EAC
267672,EAC-17_MHASMcontig_766811,1479,1905,CALIN,EAC
267673,EAC-17_MHASMcontig_766811,2034,2400,CALIN,EAC
267674,EAC-17_MHASMcontig_766811,2613,2898,CALIN,EAC
267675,EAC-17_MHASMcontig_766811,3021,3369,CALIN,EAC
267676,EAC-17_MHASMcontig_766811,3469,3835,CALIN,EAC
267677,EAC-17_MHASMcontig_766811,3837,4290,CALIN,EAC
267678,EAC-17_MHASMcontig_766811,4414,4762,CALIN,EAC
267679,EAC-17_MHASMcontig_766811,4900,5302,CALIN,EAC
267680,EAC-17_MHASMcontig_766811,5425,5695,CALIN,EAC
267681,EAC-17_MHASMcontig_766811,5836,6115,CALIN,EAC
267682,EAC-17_MHASMcontig_766811,6217,6622,CALIN,EAC
267683,EAC-17_MHASMcontig_766811,6846,7194,CALIN,EAC
267816,EAC-17_134234,117,576,CALIN,EAC
267817,EAC-17_134234,772,1027,CALIN,EAC
267818,EAC-17_134234,1134,1494,CALIN,EAC
267819,EAC-17_134234,1622,2036,CALIN,EAC
267820,EAC-17_134234,2563,3088,CALIN,EAC
267821,EAC-17_134234,3215,3545,CALIN,EAC
267822,EAC-17_134234,3684,4086,CALIN,EAC
267823,EAC-17_134234,4191,4569,CALIN,EAC
267824,EAC-17_134234,4676,5033,CALIN,EAC
267825,EAC-17_134234,5146,5539,CALIN,EAC
276750,EAC-50_MHASMcontig_666020,144,438,CALIN,EAC
276751,EAC-50_MHASMcontig_666020,738,1071,CALIN,EAC
276752,EAC-50_MHASMcontig_666020,1082,1619,CALIN,EAC
276753,EAC-50_MHASMcontig_666020,1633,2008,CALIN,EAC
276767,EAC-50_MHASMcontig_666020,18669,19530,CALIN,EAC
277457,EAC-50_44012,456,1449,complete,EAC
277458,EAC-50_44012,1445,1781,complete,EAC
277459,EAC-50_44012,1907,2597,complete,EAC
277460,EAC-50_44012,2602,4021,complete,EAC
277461,EAC-50_44012,4020,7137,complete,EAC
278286,EAC-50_128950,145508,145787,CALIN,EAC
278287,EAC-50_128950,145904,146363,CALIN,EAC
278786,EAC-50_130074,0,159,CALIN,EAC
278787,EAC-50_130074,136,298,CALIN,EAC
278788,EAC-50_130074,309,1875,CALIN,EAC
278789,EAC-50_130074,1859,2894,CALIN,EAC
278790,EAC-50_130074,3052,3733,CALIN,EAC
278791,EAC-50_130074,3800,4085,CALIN,EAC
278792,EAC-50_130074,4205,4610,CALIN,EAC
278793,EAC-50_130074,4768,6340,CALIN,EAC
278794,EAC-50_130074,7330,8026,CALIN,EAC
278795,EAC-50_130074,8112,8607,CALIN,EAC
278796,EAC-50_130074,8951,9422,CALIN,EAC
278797,EAC-50_130074,9649,9952,CALIN,EAC
278856,EAC-50_130074,63050,63191,CALIN,EAC
279328,EAC-50_130803,649,1162,CALIN,EAC
279329,EAC-50_130803,1241,1613,CALIN,EAC
279330,EAC-50_130803,1718,2036,CALIN,EAC
279331,EAC-50_130803,2129,2693,CALIN,EAC
279332,EAC-50_130803,2789,3140,CALIN,EAC
279333,EAC-50_130803,3224,3626,CALIN,EAC
285041,EAC-41_61260,11744,12269,CALIN,EAC
285042,EAC-41_61260,12250,13015,CALIN,EAC
322138,EAC-73_MHASMcontig_14168,6928,7924,CALIN,EAC
322139,EAC-73_MHASMcontig_14168,8112,8973,CALIN,EAC
12951,IN-6_MHASMcontig_235795,654,1098,CALIN,IN
12952,IN-6_MHASMcontig_235795,1094,4493,CALIN,IN
16286,IN-5_11176,7490,7796,CALIN,IN
16287,IN-5_11176,7826,8222,CALIN,IN
16288,IN-5_11176,8245,8779,CALIN,IN
16289,IN-5_11176,8791,9145,CALIN,IN
36830,IN-9_37346,7432,8278,complete,IN
36831,IN-9_37346,8501,9074,complete,IN
36832,IN-9_37346,9135,9813,complete,IN
36833,IN-9_37346,9920,10286,complete,IN
43106,IN-15_612,0,663,complete,IN
43107,IN-15_612,688,2011,complete,IN
43108,IN-15_612,2067,5187,complete,IN
43109,IN-15_612,5186,6608,complete,IN
43110,IN-15_612,6611,7304,complete,IN
43111,IN-15_612,7431,7767,complete,IN
43112,IN-15_612,7760,8750,complete,IN
51522,IN-40_51598,2,362,CALIN,IN
51527,IN-40_51598,5936,8951,CALIN,IN
51828,IN-924_29040,4459,5215,CALIN,IN
51829,IN-924_29040,5271,6171,CALIN,IN
51830,IN-924_29040,6160,6745,CALIN,IN
51831,IN-924_29040,6762,7512,CALIN,IN
54686,IN-16_MHASMcontig_179311,950,1916,CALIN,IN
54687,IN-16_MHASMcontig_179311,2027,2246,CALIN,IN
54688,IN-16_MHASMcontig_179311,2242,2788,CALIN,IN
56876,IN-5_12108,195471,196170,CALIN,IN
56877,IN-5_12108,196475,196916,CALIN,IN
56878,IN-5_12108,197242,197473,CALIN,IN
56879,IN-5_12108,197447,197777,CALIN,IN
56880,IN-5_12108,197867,198620,CALIN,IN
56881,IN-5_12108,198692,199121,CALIN,IN
58148,IN-12_MHASMcontig_364207,29426,29780,CALIN,IN
58149,IN-12_MHASMcontig_364207,29858,30362,CALIN,IN
58150,IN-12_MHASMcontig_364207,30552,30906,CALIN,IN
62699,IN-922_MHASMcontig_24326,13236,13857,CALIN,IN
62700,IN-922_MHASMcontig_24326,13989,14475,CALIN,IN
62701,IN-922_MHASMcontig_24326,14522,14915,CALIN,IN
62702,IN-922_MHASMcontig_24326,15507,16263,CALIN,IN
62703,IN-922_MHASMcontig_24326,16544,16895,CALIN,IN
67576,IN-6_40998,2971,3481,CALIN,IN
67577,IN-6_40998,3477,3648,CALIN,IN
67578,IN-6_40998,3644,3986,CALIN,IN
67594,IN-6_42280,7004,7337,complete,IN
67595,IN-6_42280,7428,8106,complete,IN
67596,IN-6_42280,8181,9879,complete,IN
67597,IN-6_42280,11210,11753,complete,IN
67598,IN-6_42280,11956,12436,complete,IN
67599,IN-6_42280,12650,13610,complete,IN
68215,IN-23_5903,0,2301,CALIN,IN
68216,IN-23_5903,2417,2882,CALIN,IN
68217,IN-23_5903,2942,3299,CALIN,IN
68218,IN-23_5903,3326,4256,CALIN,IN
68221,IN-23_5903,8699,8927,CALIN,IN
70564,IN-2_MHASMcontig_28109,834,1431,CALIN,IN
70565,IN-2_MHASMcontig_28109,1427,2744,CALIN,IN
70566,IN-2_MHASMcontig_28109,2733,3288,CALIN,IN
70567,IN-2_MHASMcontig_28109,3517,4303,CALIN,IN
70719,IN-2_MHASMcontig_42664,0,720,CALIN,IN
70723,IN-2_MHASMcontig_42664,4915,5614,CALIN,IN
70724,IN-2_MHASMcontig_42664,5698,6517,CALIN,IN
71030,IN-5_8706,51679,52627,CALIN,IN
71031,IN-5_8706,52733,53522,CALIN,IN
71032,IN-5_8706,53610,55164,CALIN,IN
71033,IN-5_8706,55195,55495,CALIN,IN
77561,IN-10_MHASMcontig_343933,224,830,CALIN,IN
77562,IN-10_MHASMcontig_343933,945,1422,CALIN,IN
77563,IN-10_MHASMcontig_343933,1562,1964,CALIN,IN
77564,IN-10_MHASMcontig_343933,2148,2784,CALIN,IN
77565,IN-10_MHASMcontig_343933,2965,4108,CALIN,IN
77566,IN-10_MHASMcontig_343933,4608,4926,CALIN,IN
77567,IN-10_MHASMcontig_343933,5063,5255,CALIN,IN
77568,IN-10_MHASMcontig_343933,5400,5649,CALIN,IN
79550,IN-32_19423,45740,46037,CALIN,IN
79551,IN-32_19423,46036,46330,CALIN,IN
79552,IN-32_19423,46426,46729,CALIN,IN
85646,IN-912_MHASMcontig_1294,1425,2526,CALIN,IN
85647,IN-912_MHASMcontig_1294,2595,3291,CALIN,IN
90582,IN-922_MHASMcontig_35210,698,917,CALIN,IN
90583,IN-922_MHASMcontig_35210,1241,2036,CALIN,IN
95629,IN-6_3949,164,398,complete,IN
95630,IN-6_3949,608,1070,complete,IN
95631,IN-6_3949,1865,2834,complete,IN
105472,IN-10_8365,298,1261,In0,IN
114569,IN-15_MHASMcontig_6480,7723,8692,In0,IN
114732,IN-12_MHASMcontig_362903,63876,64230,CALIN,IN
114733,IN-12_MHASMcontig_362903,64410,65124,CALIN,IN
114817,IN-12_MHASMcontig_370833,5002,5443,CALIN,IN
114818,IN-12_MHASMcontig_370833,5721,6303,CALIN,IN
114819,IN-12_MHASMcontig_370833,6676,7588,CALIN,IN
118589,IN-961_25291,9466,10351,CALIN,IN
118590,IN-961_25291,10406,11159,CALIN,IN
118591,IN-961_25291,11169,11391,CALIN,IN
118592,IN-961_25291,11462,15578,CALIN,IN
127857,IN-15_MHASMcontig_273,2,1823,CALIN,IN
127862,IN-15_MHASMcontig_273,5627,5885,CALIN,IN
127863,IN-15_MHASMcontig_273,6047,6611,CALIN,IN
127864,IN-15_MHASMcontig_273,6682,7507,CALIN,IN
132506,IN-928_44884,26518,26647,complete,IN
132507,IN-928_44884,26636,27434,complete,IN
132508,IN-928_44884,27651,28620,complete,IN
137823,IN-40_MHASMcontig_384379,114,495,CALIN,IN
137824,IN-40_MHASMcontig_384379,496,1036,CALIN,IN
137825,IN-40_MHASMcontig_384379,1173,1602,CALIN,IN
137826,IN-40_MHASMcontig_384379,1605,2301,CALIN,IN
137830,IN-40_MHASMcontig_384379,7829,8846,CALIN,IN
23565,SAT-1462_57784,17742,18534,In0,SAT
28989,SAT-2910_247818,79843,80725,CALIN,SAT
28990,SAT-2910_247818,80810,80975,CALIN,SAT
28991,SAT-2910_247818,81078,81876,CALIN,SAT
28992,SAT-2910_247818,81902,82712,CALIN,SAT
32671,SAT-85_111589,36644,37304,CALIN,SAT
32672,SAT-85_111589,37400,39290,CALIN,SAT
32673,SAT-85_111589,39712,40744,CALIN,SAT
32674,SAT-85_111589,40857,42852,CALIN,SAT
32675,SAT-85_111589,42947,43892,CALIN,SAT
32676,SAT-85_111589,43976,44408,CALIN,SAT
34853,SAT-79_77052,2109,2541,CALIN,SAT
34854,SAT-79_77052,2557,5677,CALIN,SAT
47765,SAT-230_145689,23894,25292,CALIN,SAT
47766,SAT-230_145689,25404,25761,CALIN,SAT
47767,SAT-230_145689,25871,26549,CALIN,SAT
47768,SAT-230_145689,27011,27425,CALIN,SAT
47769,SAT-230_145689,27542,27902,CALIN,SAT
47770,SAT-230_145689,28003,28360,CALIN,SAT
53884,SAT-69_146374,39667,40630,complete,SAT
53885,SAT-69_146374,40895,41570,complete,SAT
53886,SAT-69_146374,41637,41976,complete,SAT
53887,SAT-69_146374,42222,43431,complete,SAT
56484,SAT-31_MHASMcontig_716831,4937,5951,complete,SAT
56485,SAT-31_MHASMcontig_716831,6515,6863,complete,SAT
57407,SAT-92_MHASMcontig_1023497,66263,66977,CALIN,SAT
57408,SAT-92_MHASMcontig_1023497,67050,67521,CALIN,SAT
57409,SAT-92_MHASMcontig_1023497,68502,69729,CALIN,SAT
83320,SAT-189_MHASMcontig_1026754,1148,1475,CALIN,SAT
83322,SAT-189_MHASMcontig_1026754,2238,3135,CALIN,SAT
83323,SAT-189_MHASMcontig_1026754,3136,3241,CALIN,SAT
83324,SAT-189_MHASMcontig_1026754,3259,3718,CALIN,SAT
83325,SAT-189_MHASMcontig_1026754,3790,4063,CALIN,SAT
83326,SAT-189_MHASMcontig_1026754,4043,4316,CALIN,SAT
83327,SAT-189_MHASMcontig_1026754,4485,6186,CALIN,SAT
83328,SAT-189_MHASMcontig_1026754,7404,7926,CALIN,SAT
86627,SAT-1613_90371,11104,11419,CALIN,SAT
86628,SAT-1613_90371,11484,11823,CALIN,SAT
86629,SAT-1613_90371,11868,12954,CALIN,SAT
87248,SAT-93_152326,544,934,complete,SAT
87249,SAT-93_152326,1724,2711,complete,SAT
97918,SAT-2755_4792,17682,19479,CALIN,SAT
97919,SAT-2755_4792,19485,20316,CALIN,SAT
97920,SAT-2755_4792,20351,21269,CALIN,SAT
97921,SAT-2755_4792,21261,22509,CALIN,SAT
98231,SAT-155_MHASMcontig_66381,177276,177801,In0,SAT
101676,SAT-6_137138,6404,6758,CALIN,SAT
101677,SAT-6_137138,6770,7304,CALIN,SAT
101678,SAT-6_137138,7327,7723,CALIN,SAT
101679,SAT-6_137138,7753,8059,CALIN,SAT
107481,SAT-217_150837,434,1403,In0,SAT
109320,SAT-31_MHASMcontig_718195,141612,141906,CALIN,SAT
109321,SAT-31_MHASMcontig_718195,142040,142376,CALIN,SAT
109322,SAT-31_MHASMcontig_718195,142458,142713,CALIN,SAT
109323,SAT-31_MHASMcontig_718195,142709,142961,CALIN,SAT
109324,SAT-31_MHASMcontig_718195,143104,143305,CALIN,SAT
109325,SAT-31_MHASMcontig_718195,143564,144557,CALIN,SAT
109326,SAT-31_MHASMcontig_718195,144951,145074,CALIN,SAT
109327,SAT-31_MHASMcontig_718195,145238,146078,CALIN,SAT
110153,SAT-92_MHASMcontig_1028606,426014,427484,CALIN,SAT
110154,SAT-92_MHASMcontig_1028606,427740,428571,CALIN,SAT
110155,SAT-92_MHASMcontig_1028606,428661,428910,CALIN,SAT
128401,SAT-1462_53586,6240,8325,CALIN,SAT
128402,SAT-1462_53586,8504,8969,CALIN,SAT
128403,SAT-1462_53586,9039,9300,CALIN,SAT
128404,SAT-1462_53586,9468,12684,CALIN,SAT
130992,SAT-149_MHASMcontig_2244360,1,883,CALIN,SAT
130993,SAT-149_MHASMcontig_2244360,945,1728,CALIN,SAT
130994,SAT-149_MHASMcontig_2244360,1771,3169,CALIN,SAT
130995,SAT-149_MHASMcontig_2244360,3209,3686,CALIN,SAT
130996,SAT-149_MHASMcontig_2244360,3906,4644,CALIN,SAT
130997,SAT-149_MHASMcontig_2244360,4655,7760,CALIN,SAT
132050,SAT-69_147727,47564,47954,CALIN,SAT
132051,SAT-69_147727,48067,48580,CALIN,SAT
132052,SAT-69_147727,48699,49449,CALIN,SAT
134384,SAT-189_MHASMcontig_1027610,79,619,complete,SAT
134385,SAT-189_MHASMcontig_1027610,731,1037,complete,SAT
134386,SAT-189_MHASMcontig_1027610,1339,2317,complete,SAT
138586,SAT-93_153368,111285,112011,CALIN,SAT
138587,SAT-93_153368,112079,112355,CALIN,SAT
138588,SAT-93_153368,112470,113742,CALIN,SAT
138589,SAT-93_153368,113772,114432,CALIN,SAT
138590,SAT-93_153368,114500,115028,CALIN,SAT
138591,SAT-93_153368,115057,115456,CALIN,SAT
194623,SAT-97_163014,25876,26065,CALIN,SAT
194624,SAT-97_163014,26295,27231,CALIN,SAT
