ERR599354,SRF,lt-0.22,Tara124_SRF_lt-0.22
ERR599338,MIX,lt-0.22,Tara125_MIX_lt-0.22
ERR599337,SRF,lt-0.22,Tara125_SRF_lt-0.22
ERR599340,DCM,lt-0.22,Tara137_DCM_lt-0.22
ERR599366,MES,lt-0.22,Tara137_MES_lt-0.22
ERR599363,SRF,lt-0.22,Tara137_SRF_lt-0.22
ERR599345,DCM,lt-0.22,Tara138_DCM_lt-0.22
ERR599365,MES,lt-0.22,Tara138_MES_lt-0.22
ERR599355,SRF,lt-0.22,Tara138_SRF_lt-0.22
ERR2762100,DCM,lt-0.22,Tara155_DCM_lt-0.22
ERR2762101,DCM,lt-0.22,Tara155_DCM_lt-0.22
ERR2762102,MES,lt-0.22,Tara155_MES_lt-0.22
ERR2762103,MES,lt-0.22,Tara155_MES_lt-0.22
ERR2762104,SRF,lt-0.22,Tara155_SRF_lt-0.22
ERR2762105,SRF,lt-0.22,Tara155_SRF_lt-0.22
ERR2762106,DCM,lt-0.22,Tara158_DCM_lt-0.22
ERR2762107,DCM,lt-0.22,Tara158_DCM_lt-0.22
ERR2762108,MES,lt-0.22,Tara158_MES_lt-0.22
ERR2762109,MES,lt-0.22,Tara158_MES_lt-0.22
ERR2762110,SRF,lt-0.22,Tara158_SRF_lt-0.22
ERR2762111,SRF,lt-0.22,Tara158_SRF_lt-0.22
ERR2762112,MES,lt-0.22,Tara163_MES_lt-0.22
ERR2762113,MES,lt-0.22,Tara163_MES_lt-0.22
ERR2762114,SRF,lt-0.22,Tara163_SRF_lt-0.22
ERR2762115,SRF,lt-0.22,Tara163_SRF_lt-0.22
ERR2762116,DCM,lt-0.22,Tara168_DCM_lt-0.22
ERR2762117,DCM,lt-0.22,Tara168_DCM_lt-0.22
ERR2762118,MIX,lt-0.22,Tara168_MIX_lt-0.22
ERR2762119,MIX,lt-0.22,Tara168_MIX_lt-0.22
ERR2762120,SRF,lt-0.22,Tara168_SRF_lt-0.22
ERR2762121,SRF,lt-0.22,Tara168_SRF_lt-0.22
ERR2762122,DCM,lt-0.22,Tara173_DCM_lt-0.22
ERR2762123,DCM,lt-0.22,Tara173_DCM_lt-0.22
ERR2762124,SRF,lt-0.22,Tara173_SRF_lt-0.22
ERR2762125,SRF,lt-0.22,Tara173_SRF_lt-0.22
ERR2762126,MIX,lt-0.22,Tara175_MIX_lt-0.22
ERR2762127,MIX,lt-0.22,Tara175_MIX_lt-0.22
ERR2762128,SRF,lt-0.22,Tara175_SRF_lt-0.22
ERR2762129,SRF,lt-0.22,Tara175_SRF_lt-0.22
ERR2762130,MIX,lt-0.22,Tara175_MIX_lt-0.22
ERR2762131,MIX,lt-0.22,Tara175_MIX_lt-0.22
ERR2762132,SRF,lt-0.22,Tara178_SRF_lt-0.22
ERR2762133,SRF,lt-0.22,Tara178_SRF_lt-0.22
ERR2762134,SRF,lt-0.22,Tara180_SRF_lt-0.22
ERR2762135,SRF,lt-0.22,Tara180_SRF_lt-0.22
ERR2762136,MIX,lt-0.22,Tara180_MIX_lt-0.22
ERR2762137,MIX,lt-0.22,Tara180_MIX_lt-0.22
ERR2762138,DCM,lt-0.22,Tara188_DCM_lt-0.22
ERR2762139,DCM,lt-0.22,Tara188_DCM_lt-0.22
ERR2762140,SRF,lt-0.22,Tara188_SRF_lt-0.22
ERR2762141,SRF,lt-0.22,Tara188_SRF_lt-0.22
ERR2762142,DCM,lt-0.22,Tara189_DCM_lt-0.22
ERR2762143,DCM,lt-0.22,Tara189_DCM_lt-0.22
ERR2762144,MES,lt-0.22,Tara189_MES_lt-0.22
ERR2762145,MES,lt-0.22,Tara189_MES_lt-0.22
ERR2762146,SRF,lt-0.22,Tara189_SRF_lt-0.22
ERR2762147,SRF,lt-0.22,Tara189_SRF_lt-0.22
ERR2762148,SRF,lt-0.22,Tara191_SRF_lt-0.22
ERR2762149,SRF,lt-0.22,Tara191_SRF_lt-0.22
ERR2762150,SRF,lt-0.22,Tara193_SRF_lt-0.22
ERR2762151,SRF,lt-0.22,Tara193_SRF_lt-0.22
ERR2762152,SRF,lt-0.22,Tara193_SRF_lt-0.22
ERR2762153,DCM,lt-0.22,Tara194_DCM_lt-0.22
ERR2762154,DCM,lt-0.22,Tara194_DCM_lt-0.22
ERR2762155,SRF,lt-0.22,Tara194_SRF_lt-0.22
ERR2762156,SRF,lt-0.22,Tara194_SRF_lt-0.22
ERR2762157,SRF,lt-0.22,Tara196_SRF_lt-0.22
ERR2762158,SRF,lt-0.22,Tara196_SRF_lt-0.22
ERR2762159,DCM,lt-0.22,Tara201_DCM_lt-0.22
ERR2762160,DCM,lt-0.22,Tara201_DCM_lt-0.22
ERR2762161,DCM,lt-0.22,Tara201_DCM_lt-0.22
ERR2762162,MES,lt-0.22,Tara201_MES_lt-0.22
ERR2762163,MES,lt-0.22,Tara201_MES_lt-0.22
ERR2762164,SRF,lt-0.22,Tara201_SRF_lt-0.22
ERR2762165,SRF,lt-0.22,Tara201_SRF_lt-0.22
ERR2762166,SRF,lt-0.22,Tara201_SRF_lt-0.22
ERR2762167,MES,lt-0.22,Tara205_MES_lt-0.22
ERR2762168,MES,lt-0.22,Tara205_MES_lt-0.22
ERR2762169,SRF,lt-0.22,Tara205_SRF_lt-0.22
ERR2762170,SRF,lt-0.22,Tara205_SRF_lt-0.22
ERR2762171,MES,lt-0.22,Tara206_MES_lt-0.22
ERR2762172,MES,lt-0.22,Tara206_MES_lt-0.22
ERR2762173,SRF,lt-0.22,Tara206_SRF_lt-0.22
ERR2762174,SRF,lt-0.22,Tara206_SRF_lt-0.22
ERR2762175,SRF,lt-0.22,Tara206_SRF_lt-0.22
ERR2762176,SRF,lt-0.22,Tara208_SRF_lt-0.22
ERR2762177,SRF,lt-0.22,Tara208_SRF_lt-0.22
ERR2762178,MES,lt-0.22,Tara209_MES_lt-0.22
ERR2762179,MES,lt-0.22,Tara209_MES_lt-0.22
ERR2762180,SRF,lt-0.22,Tara209_SRF_lt-0.22
ERR2762181,SRF,lt-0.22,Tara209_SRF_lt-0.22
ERR2762182,SRF,lt-0.22,Tara209_SRF_lt-0.22
ERR2762183,MES,lt-0.22,Tara210_MES_lt-0.22
ERR2762184,MES,lt-0.22,Tara210_MES_lt-0.22
ERR2762185,MES,lt-0.22,Tara210_MES_lt-0.22
ERR2762186,SRF,lt-0.22,Tara210_SRF_lt-0.22
ERR2762187,SRF,lt-0.22,Tara210_SRF_lt-0.22
ERR2762188,SRF,lt-0.22,Tara210_SRF_lt-0.22
ERR599004,MES,0.22-3,Tara138_MES_0.22-3
ERR599051,MES,0.22-3,Tara138_MES_0.22-3
ERR599060,MES,0.22-3,Tara138_MES_0.22-3
ERR599175,MES,0.22-3,Tara138_MES_0.22-3
ERR598947,MES,0.22-3,Tara068_MES_0.22-3
ERR599131,MES,0.22-3,Tara068_MES_0.22-3
ERR599044,MES,0.22-3,Tara070_MES_0.22-3
ERR599149,MES,0.22-3,Tara070_MES_0.22-3
ERR599005,MES,0.22-3,Tara072_MES_0.22-3
ERR599048,MES,0.22-3,Tara072_MES_0.22-3
ERR599000,MES,0.22-3,Tara076_MES_0.22-3
ERR599154,MES,0.22-3,Tara076_MES_0.22-3
ERR599124,MES,0.22-3,Tara078_MES_0.22-3
ERR599159,MES,0.22-3,Tara078_MES_0.22-3
ERR599008,MES,0.22-3,Tara085_MES_0.22-3
ERR599125,MES,0.22-3,Tara085_MES_0.22-3
ERR599071,MES,0.22-3,Tara098_MES_0.22-3
ERR599085,MES,0.22-3,Tara098_MES_0.22-3
ERR599055,MES,0.22-3,Tara102_MES_0.22-3
ERR599128,MES,0.22-3,Tara102_MES_0.22-3
ERR599132,MES,0.22-3,Tara102_MES_0.22-3
ERR599020,MES,0.22-3,Tara110_MES_0.22-3
ERR599086,MES,0.22-3,Tara111_MES_0.22-3
ERR599072,MES,0.22-3,Tara112_MES_0.22-3
ERR598999,MES,0.22-3,Tara122_MES_0.22-3
ERR599033,MES,0.22-3,Tara122_MES_0.22-3
ERR599083,MES,0.22-3,Tara122_MES_0.22-3
ERR599096,MES,0.22-3,Tara122_MES_0.22-3
