bin,signal_CAZ_count,percent_sect_CAZ,signal_pep_count,percent_sect_pep
EAC-45,0,0.0,148,56.92307692307692
EAC-657,0,0.0,30,26.548672566371685
EAC-38,0,0.0,33,39.285714285714285
EAC-113,0,0.0,8,17.391304347826086
EAC-77,0,0.0,38,19.895287958115183
EAC-2037,0,0.0,62,52.54237288135594
EAC-99,0,0.0,8,16.0
EAC-93,0,0.0,73,47.712418300653596
EAC-21,0,0.0,38,19.48717948717949
EAC-56,0,0.0,41,22.404371584699454
EAC-64,0,0.0,27,17.647058823529413
EAC-13,0,0.0,7,16.27906976744186
EAC-676,0,0.0,41,41.0
EAC-695,0,0.0,37,22.5609756097561
EAC-69,0,0.0,53,30.63583815028902
EAC-87,0,0.0,55,21.0727969348659
EAC-63,0,0.0,167,54.93421052631579
EAC-107,0,0.0,19,24.358974358974358
EAC-649,0,0.0,31,35.63218390804598
EAC-634,0,0.0,103,48.58490566037736
EAC-51,0,0.0,61,50.83333333333333
EAC-2011,0,0.0,6,8.450704225352112
EAC-662,0,0.0,69,42.073170731707314
EAC-94,0,0.0,86,43.43434343434344
EAC-42,0,0.0,28,12.612612612612612
EAC-35,0,0.0,7,4.827586206896552
EAC-650,0,0.0,37,34.25925925925926
EAC-627,0,0.0,13,7.55813953488372
EAC-48,0,0.0,38,22.75449101796407
IN-14,0,0.0,95,44.60093896713615
IN-48,0,0.0,39,33.62068965517241
IN-1213,0,0.0,10,8.547008547008547
IN-42,0,0.0,36,36.734693877551024
IN-35,0,0.0,25,29.761904761904763
IN-918,0,0.0,18,30.0
IN-912,0,0.0,38,22.35294117647059
IN-7,0,0.0,36,20.689655172413794
IN-32,0,0.0,101,47.417840375586856
IN-13,0,0.0,173,60.48951048951049
IN-19,0,0.0,43,21.93877551020408
IN-21,0,0.0,28,15.909090909090908
IN-25,0,0.0,15,11.11111111111111
IN-17,0,0.0,87,49.152542372881356
IN-3,0,0.0,42,23.333333333333332
IN-929,0,0.0,61,39.61038961038961
IN-9,0,0.0,45,26.47058823529412
IN-924,0,0.0,12,11.320754716981133
IN-961,0,0.0,14,19.718309859154928
IN-10,0,0.0,139,57.91666666666667
IN-28,0,0.0,115,48.11715481171548
IN-22,0,0.0,76,44.97041420118343
IN-1077,0,0.0,3,2.3255813953488373
IN-18,0,0.0,41,20.2970297029703
IN-12,0,0.0,30,24.390243902439025
IN-20,0,0.0,97,46.19047619047619
IN-6,0,0.0,41,21.693121693121693
IN-43,0,0.0,17,19.318181818181817
IN-919,0,0.0,4,2.9197080291970803
IN-1,0,0.0,54,30.337078651685395
IN-921,0,0.0,28,29.47368421052631
IN-27,0,0.0,80,45.19774011299435
IN-15,0,0.0,35,27.559055118110237
IN-11,0,0.0,113,42.4812030075188
IN-23,0,0.0,88,46.808510638297875
IN-29,0,0.0,76,43.18181818181818
IN-5,0,0.0,41,29.496402877697843
IN-1311,0,0.0,16,11.678832116788321
IN-47,0,0.0,17,13.709677419354838
IN-40,0,0.0,61,44.52554744525548
IN-37,0,0.0,20,26.31578947368421
IN-928,0,0.0,39,26.71232876712329
IN-8,0,0.0,105,44.49152542372881
IN-922,0,0.0,43,27.044025157232703
IN-2,0,0.0,48,27.586206896551722
IN-16,0,0.0,83,47.42857142857143
MED-1008,0,0.0,16,17.97752808988764
MED-1105,0,0.0,79,58.08823529411765
MED-713,0,0.0,9,18.0
MED-719,0,0.0,65,42.76315789473684
MED-614,0,0.0,65,51.181102362204726
MED-837,0,0.0,8,7.6190476190476195
MED-584,0,0.0,39,37.5
MED-721,0,0.0,22,29.333333333333332
MED-756,0,0.0,26,20.3125
MED-1047,0,0.0,19,25.333333333333336
MED-651,0,0.0,31,34.44444444444444
MED-626,0,0.0,11,17.46031746031746
MED-878,0,0.0,10,13.157894736842104
MED-670,0,0.0,10,25.0
MED-777,0,0.0,30,37.5
MED-694,0,0.0,23,33.33333333333333
MED-1116,0,0.0,7,17.5
MED-597,0,0.0,52,40.310077519379846
MED-853,0,0.0,26,31.70731707317073
MED-635,0,0.0,51,46.36363636363636
MED-738,0,0.0,21,28.767123287671232
MED-1153,0,0.0,7,17.073170731707318
MED-648,0,0.0,57,41.30434782608695
MED-732,0,0.0,38,38.38383838383838
MED-745,0,0.0,21,17.5
MED-1227,0,0.0,16,15.238095238095239
MED-861,0,0.0,35,35.714285714285715
MED-882,0,0.0,6,11.538461538461538
MED-748,0,0.0,19,19.387755102040817
MED-632,0,0.0,21,14.583333333333334
MED-645,0,0.0,31,31.958762886597935
MED-735,0,0.0,65,46.09929078014184
MED-829,0,0.0,29,32.95454545454545
MED-590,0,0.0,29,30.208333333333332
MED-677,0,0.0,41,43.15789473684211
MED-707,0,0.0,22,28.947368421052634
MED-972,0,0.0,44,48.35164835164835
MED-1233,0,0.0,32,34.78260869565217
MED-621,0,0.0,60,44.44444444444444
MED-589,0,0.0,59,43.38235294117647
MED-830,0,0.0,40,34.48275862068966
MED-619,0,0.0,57,50.442477876106196
MED-763,0,0.0,60,43.79562043795621
MED-613,0,0.0,27,29.03225806451613
MED-769,0,0.0,7,14.893617021276595
MED-587,0,0.0,32,20.382165605095544
MED-834,0,0.0,20,19.607843137254903
MED-1001,0,0.0,46,46.93877551020408
MED-1076,0,0.0,56,56.00000000000001
MED-660,0,0.0,51,21.888412017167383
MED-617,0,0.0,11,15.942028985507244
MED-783,0,0.0,41,46.06741573033708
MED-767,0,0.0,12,14.634146341463413
MED-806,0,0.0,64,42.384105960264904
MED-728,0,0.0,65,29.68036529680365
MED-652,0,0.0,15,20.0
MED-850,0,0.0,19,20.212765957446805
MED-827,0,0.0,6,13.636363636363635
MED-1261,0,0.0,24,31.16883116883117
MED-594,0,0.0,11,7.971014492753622
MED-697,0,0.0,97,38.95582329317269
MED-703,0,0.0,32,32.323232323232325
MED-673,0,0.0,68,46.57534246575342
MED-604,0,0.0,92,52.57142857142857
MED-815,0,0.0,41,18.72146118721461
MED-862,0,0.0,38,50.66666666666667
MED-965,0,0.0,18,15.789473684210526
MED-746,0,0.0,39,34.82142857142857
MED-731,0,0.0,9,17.647058823529413
MED-636,0,0.0,106,54.92227979274611
MED-641,0,0.0,41,40.19607843137255
MED-736,0,0.0,37,34.90566037735849
MED-741,0,0.0,24,30.0
MED-818,0,0.0,40,47.05882352941176
MED-1223,0,0.0,11,15.714285714285714
MED-704,0,0.0,43,46.236559139784944
MED-690,0,0.0,38,27.73722627737226
MED-609,0,0.0,53,43.44262295081967
MED-779,0,0.0,42,43.29896907216495
MED-797,0,0.0,14,12.612612612612612
MED-603,0,0.0,82,52.903225806451616
MED-674,0,0.0,19,11.949685534591195
MED-820,0,0.0,21,18.421052631578945
MED-857,0,0.0,56,51.85185185185185
MED-599,0,0.0,50,26.595744680851062
MED-593,0,0.0,12,19.35483870967742
MED-950,0,0.0,9,17.647058823529413
MED-655,0,0.0,77,53.103448275862064
MED-622,0,0.0,70,54.6875
MED-725,0,0.0,19,24.675324675324674
MED-752,0,0.0,37,30.57851239669421
MED-1247,0,0.0,32,41.02564102564102
MED-801,0,0.0,27,35.064935064935064
MED-995,0,0.0,28,40.57971014492754
MED-610,0,0.0,111,48.68421052631579
MED-667,0,0.0,32,29.629629629629626
MED-689,0,0.0,13,18.84057971014493
MED-717,0,0.0,6,8.333333333333332
MED-580,0,0.0,41,18.303571428571427
MED-809,0,0.0,21,33.87096774193548
MED-803,0,0.0,18,16.51376146788991
MED-657,0,0.0,13,15.294117647058824
MED-620,0,0.0,24,14.117647058823529
MED-582,0,0.0,17,20.73170731707317
MED-831,0,0.0,21,23.863636363636363
MED-846,0,0.0,20,27.397260273972602
MED-588,0,0.0,163,60.147601476014756
MED-1190,0,0.0,17,15.178571428571427
MED-665,0,0.0,36,14.516129032258066
MED-768,0,0.0,13,14.285714285714285
MED-762,0,0.0,33,37.93103448275862
MED-715,0,0.0,11,17.1875
MED-867,0,0.0,8,8.24742268041237
MED-810,0,0.0,55,29.891304347826086
MED-734,0,0.0,77,50.993377483443716
MED-743,0,0.0,15,18.9873417721519
MED-1155,0,0.0,23,23.232323232323232
MED-1122,0,0.0,71,49.65034965034965
MED-633,0,0.0,46,25.136612021857925
MED-855,0,0.0,71,49.65034965034965
MED-591,0,0.0,35,42.168674698795186
MED-828,0,0.0,56,47.863247863247864
MED-706,0,0.0,20,26.666666666666668
MED-692,0,0.0,73,55.3030303030303
MED-698,0,0.0,55,26.31578947368421
MED-601,0,0.0,83,38.604651162790695
MED-676,0,0.0,42,40.77669902912621
MED-1017,0,0.0,2,3.7037037037037033
MED-695,0,0.0,96,50.79365079365079
MED-671,0,0.0,57,42.53731343283582
MED-606,0,0.0,6,11.320754716981133
MED-792,0,0.0,15,13.636363636363635
MED-928,0,0.0,49,19.838056680161944
MED-825,0,0.0,82,48.80952380952381
MED-1269,0,0.0,11,10.377358490566039
MED-955,0,0.0,31,31.313131313131315
MED-596,0,0.0,38,41.30434782608695
MED-649,0,0.0,41,48.23529411764706
MED-744,0,0.0,62,50.0
MED-733,0,0.0,63,49.21875
MED-643,0,0.0,43,30.714285714285715
MED-739,0,0.0,9,16.363636363636363
MED-718,0,0.0,39,51.31578947368421
MED-615,0,0.0,47,42.34234234234234
MED-712,0,0.0,61,54.46428571428571
MED-765,0,0.0,18,16.9811320754717
MED-668,0,0.0,106,47.32142857142857
MED-585,0,0.0,16,15.09433962264151
MED-1270,0,0.0,1,1.3157894736842104
MED-841,0,0.0,13,24.528301886792452
MED-650,0,0.0,15,15.957446808510639
MED-757,0,0.0,29,26.851851851851855
MED-879,0,0.0,19,21.34831460674157
MED-629,0,0.0,71,47.651006711409394
MED-753,0,0.0,9,21.951219512195124
MED-623,0,0.0,54,39.130434782608695
MED-654,0,0.0,71,47.333333333333336
MED-759,0,0.0,16,19.51219512195122
MED-899,0,0.0,20,27.027027027027028
MED-1094,0,0.0,42,41.17647058823529
MED-716,0,0.0,21,14.583333333333334
MED-682,0,0.0,24,20.168067226890756
MED-666,0,0.0,41,43.61702127659575
MED-611,0,0.0,63,46.666666666666664
MED-581,0,0.0,71,48.96551724137931
MED-630,0,0.0,7,9.859154929577464
MED-740,0,0.0,3,7.142857142857142
MED-819,0,0.0,47,50.0
MED-880,0,0.0,10,13.88888888888889
MED-813,0,0.0,4,5.714285714285714
MED-778,0,0.0,28,35.0
MED-796,0,0.0,41,35.96491228070175
MED-602,0,0.0,9,15.517241379310345
MED-705,0,0.0,17,25.37313432835821
MED-608,0,0.0,56,43.75
MED-592,0,0.0,108,49.09090909090909
MED-598,0,0.0,39,41.05263157894737
MED-856,0,0.0,11,17.741935483870968
MED-921,0,0.0,20,24.390243902439025
MED-595,0,0.0,10,9.25925925925926
MED-605,0,0.0,8,12.903225806451612
MED-672,0,0.0,44,20.46511627906977
MED-708,0,0.0,61,41.49659863945578
MED-775,0,0.0,12,14.117647058823529
MED-696,0,0.0,11,22.916666666666664
MED-702,0,0.0,104,49.056603773584904
MED-814,0,0.0,16,17.02127659574468
MED-104,0,0.0,6,13.043478260869565
MED-637,0,0.0,20,21.978021978021978
MED-730,0,0.0,15,18.072289156626507
MED-747,0,0.0,27,33.33333333333333
MED-835,0,0.0,26,28.888888888888886
MED-586,0,0.0,43,46.73913043478261
MED-1093,0,0.0,21,25.925925925925924
MED-766,0,0.0,10,13.513513513513514
MED-616,0,0.0,17,15.315315315315313
MED-661,0,0.0,115,45.81673306772908
MED-870,0,0.0,23,30.263157894736842
MED-754,0,0.0,33,32.35294117647059
MED-659,0,0.0,103,55.376344086021504
MED-729,0,0.0,11,15.277777777777779
MED-653,0,0.0,104,48.82629107981221
MED-624,0,0.0,128,52.459016393442624
NAT-138,0,0.0,29,22.48062015503876
NAT-145,0,0.0,15,25.0
NAT-132,0,0.0,65,53.71900826446281
NAT-40,0,0.0,24,21.62162162162162
NAT-575,0,0.0,11,7.971014492753622
NAT-231,0,0.0,45,50.0
NAT-96,0,0.0,18,26.47058823529412
NAT-72,0,0.0,13,11.711711711711711
NAT-100,0,0.0,6,4.918032786885246
NAT-203,0,0.0,53,42.4
NAT-290,0,0.0,63,25.099601593625497
NAT-209,0,0.0,70,45.45454545454545
NAT-121,0,0.0,100,41.1522633744856
NAT-53,0,0,7,14.583333333333334
NAT-24,0,0.0,37,31.092436974789916
NAT-222,0,0,4,6.666666666666667
NAT-255,0,0.0,9,8.571428571428571
NAT-16,0,0.0,124,49.79919678714859
NAT-61,0,0.0,116,45.13618677042802
NAT-113,0,0.0,91,47.15025906735752
NAT-453,0,0.0,6,7.6923076923076925
NAT-85,0,0.0,137,59.05172413793104
NAT-119,0,0.0,6,7.894736842105263
NAT-210,0,0.0,158,63.2
NAT-284,0,0.0,4,2.6143790849673203
NAT-217,0,0.0,37,38.94736842105263
NAT-88,0,0.0,50,52.63157894736842
NAT-66,0,0.0,19,13.10344827586207
NAT-11,0,0.0,22,27.500000000000004
NAT-163,0,0.0,29,36.708860759493675
NAT-82,0,0.0,32,19.16167664670659
NAT-187,0,0.0,63,43.75
NAT-169,0,0.0,45,18.828451882845187
NAT-258,0,0.0,63,43.75
NAT-7,0,0.0,39,17.647058823529413
NAT-686,0,0.0,27,17.419354838709676
NAT-252,0,0.0,52,52.52525252525253
NAT-225,0,0.0,117,56.25
NAT-23,0,0.0,141,47.63513513513514
NAT-54,0,0.0,16,25.396825396825395
NAT-91,0,0.0,94,47.474747474747474
NAT-430,0,0.0,10,24.390243902439025
NAT-75,0,0.0,44,26.993865030674847
NAT-170,0,0.0,44,20.0
NAT-241,0,0.0,19,21.59090909090909
NAT-236,0,0.0,46,43.39622641509434
NAT-142,0,0.0,61,52.13675213675214
NAT-30,0,0.0,48,24.120603015075375
NAT-238,0,0.0,20,28.985507246376812
NAT-245,0,0.0,11,20.0
NAT-232,0,0.0,20,27.397260273972602
NAT-501,0,0.0,44,51.162790697674424
NAT-34,0,0.0,43,37.391304347826086
NAT-43,0,0.0,28,26.41509433962264
NAT-131,0,0.0,139,42.50764525993883
NAT-146,0,0.0,11,14.285714285714285
NAT-200,0,0.0,45,55.55555555555556
NAT-71,0,0.0,9,5.389221556886228
NAT-190,0,0,5,4.716981132075472
NAT-109,0,0.0,26,26.0
NAT-221,0,0.0,17,22.972972972972975
NAT-9,0,0.0,26,18.97810218978102
NAT-3,0,0.0,63,23.42007434944238
NAT-155,0,0.0,125,45.62043795620438
NAT-280,0,0.0,84,53.84615384615385
NAT-68,0,0.0,22,28.947368421052634
NAT-167,0,0.0,56,22.400000000000002
NAT-62,0,0.0,28,32.94117647058823
NAT-15,0,0.0,180,61.224489795918366
NAT-81,0,0.0,46,26.900584795321635
NAT-18,0,0.0,26,28.888888888888886
NAT-117,0,0.0,79,28.31541218637993
NAT-12,0,0.0,42,43.29896907216495
NAT-269,0,0.0,34,43.58974358974359
NAT-158,0,0.0,19,16.379310344827587
NAT-20,0,0.0,59,25.541125541125542
NAT-125,0,0.0,30,26.31578947368421
NAT-4,0,0.0,51,25.37313432835821
NAT-173,0,0.0,63,25.925925925925924
NAT-179,0,0.0,40,43.01075268817204
NAT-197,0,0.0,39,43.333333333333336
NAT-92,0,0.0,84,50.0
NAT-33,0,0.0,40,16.736401673640167
NAT-141,0,0.0,21,23.333333333333332
NAT-136,0,0.0,30,35.714285714285715
NAT-39,0,0.0,12,8.633093525179856
NAT-248,0,0.0,41,39.04761904761905
NAT-242,0,0.0,47,42.34234234234234
NAT-278,0,0.0,22,30.985915492957744
NAT-272,0,0.0,48,54.54545454545454
NAT-205,0,0.0,34,36.17021276595745
NAT-74,0,0.0,38,42.22222222222222
NAT-171,0,0.0,5,7.042253521126761
NAT-90,0,0.0,59,54.629629629629626
NAT-237,0,0.0,13,21.666666666666668
NAT-143,0,0.0,6,5.88235294117647
NAT-134,0,0.0,126,56.25
NAT-46,0,0.0,37,25.694444444444443
NAT-149,0,0.0,63,44.680851063829785
NAT-168,0,0.0,3,5.769230769230769
NAT-422,0,0.0,50,44.24778761061947
NAT-89,0,0.0,113,50.22222222222222
NAT-10,0,0.0,62,28.054298642533936
NAT-67,0,0.0,54,35.76158940397351
NAT-224,0,0.0,39,39.0
NAT-253,0,0.0,51,23.943661971830984
NAT-6,0,0.0,142,56.8
NAT-259,0,0.0,43,38.05309734513274
NAT-28,0,0.0,29,19.333333333333332
NAT-127,0,0.0,45,27.77777777777778
NAT-55,0,0.0,27,30.337078651685395
NAT-22,0,0.0,49,32.450331125827816
NAT-417,0,0.0,5,7.8125
NAT-157,0,0.0,30,26.31578947368421
NAT-52,0,0.0,44,41.509433962264154
NAT-510,0,0,11,22.916666666666664
NAT-1,0,0.0,39,20.855614973262032
NAT-84,0,0.0,101,35.43859649122807
NAT-118,0,0.0,2,3.3333333333333335
NAT-181,0,0.0,71,54.61538461538461
NAT-60,0,0.0,74,41.57303370786517
NAT-17,0,0.0,41,24.2603550295858
NAT-165,0,0.0,60,49.18032786885246
NAT-288,0,0.0,16,21.91780821917808
NAT-282,0,0.0,102,56.353591160220994
NAT-133,0,0.0,142,58.19672131147541
NAT-41,0,0.0,77,53.103448275862064
NAT-139,0,0.0,16,23.88059701492537
NAT-509,0,0,7,14.893617021276595
NAT-198,0,0.0,38,38.775510204081634
NAT-176,0,0.0,50,29.239766081871345
NAT-101,0,0.0,79,50.967741935483865
NAT-441,0,0.0,5,7.6923076923076925
NAT-79,0,0.0,43,26.21951219512195
NAT-291,0,0.0,66,29.596412556053814
NAT-178,0,0.0,50,43.47826086956522
NAT-535,0,0.0,15,21.73913043478261
NAT-172,0,0.0,13,22.413793103448278
NAT-206,0,0.0,17,13.28125
NAT-271,0,0.0,18,30.0
NAT-32,0,0.0,42,30.215827338129497
NAT-45,0,0.0,38,40.0
NAT-137,0,0.0,6,6.741573033707865
NAT-249,0,0.0,15,19.736842105263158
NAT-161,0,0.0,60,49.18032786885246
NAT-116,0,0.0,18,15.126050420168067
NAT-64,0,0.0,59,30.89005235602094
NAT-13,0,0.0,4,5.063291139240507
NAT-185,0,0.0,9,9.183673469387756
NAT-19,0,0.0,103,56.59340659340659
NAT-21,0,0.0,140,48.78048780487805
NAT-124,0,0.0,66,22.99651567944251
NAT-5,0,0.0,80,46.51162790697674
NAT-2,0,0.0,71,47.651006711409394
NAT-8,0,0.0,127,38.95705521472393
NAT-220,0,0.0,38,32.758620689655174
NAT-26,0,0.0,42,28.37837837837838
NAT-154,0,0.0,20,24.096385542168676
NAT-123,0,0.0,97,26.795580110497237
NAT-129,0,0.0,115,49.14529914529914
NAT-218,0,0.0,10,6.134969325153374
NAT-212,0,0.0,82,49.39759036144578
NAT-111,0,0.0,164,63.07692307692307
NAT-166,0,0.0,38,33.6283185840708
NAT-188,0,0.0,4,2.3952095808383236
NAT-14,0,0.0,81,43.08510638297872
NAT-182,0,0.0,5,9.433962264150944
NAT-69,0,0.0,83,45.3551912568306
NAT-239,0,0.0,48,21.052631578947366
NAT-130,0,0.0,83,40.88669950738916
NAT-276,0,0.0,43,25.595238095238095
NAT-201,0,0.0,20,16.39344262295082
NAT-108,0,0.0,12,9.448818897637794
NAT-94,0,0.0,85,33.07392996108949
NAT-102,0,0.0,12,12.371134020618557
NAT-175,0,0.0,51,50.495049504950494
NAT-70,0,0.0,23,16.911764705882355
NP-955,0,0.0,20,13.698630136986301
NP-90,0,0.0,53,31.92771084337349
NP-142,0,0.0,0,0.0
NP-135,0,0.0,10,7.246376811594203
NP-107,0,0.0,53,50.0
NP-151,0,0.0,44,33.587786259541986
NP-89,0,0.0,78,50.0
NP-10,0,0.0,36,20.0
NP-946,0,0.0,47,50.53763440860215
NP-931,0,0.0,39,39.795918367346935
NP-28,0,0.0,39,26.71232876712329
NP-6,0,0.0,74,27.715355805243448
NP-55,0,0.0,79,47.878787878787875
NP-22,0,0.0,42,50.602409638554214
NP-113,0,0.0,30,11.406844106463879
NP-58,0,0.0,84,51.533742331288344
NP-997,0,0.0,54,41.86046511627907
NP-973,0,0.0,29,28.155339805825243
NP-1051,0,0.0,13,20.0
NP-119,0,0.0,156,43.45403899721448
NP-25,0,0.0,19,16.23931623931624
NP-52,0,0.0,17,18.478260869565215
NP-1,0,0.0,32,28.82882882882883
NP-156,0,0.0,35,27.34375
NP-60,0,0.0,58,29.896907216494846
NP-17,0,0.0,24,23.300970873786408
NP-936,0,0.0,146,55.72519083969466
NP-36,0,0.0,56,27.053140096618357
NP-41,0,0.0,58,29.145728643216078
NP-960,0,0.0,85,53.459119496855344
NP-1472,0,0.0,15,22.727272727272727
NP-100,0,0.0,91,44.1747572815534
NP-952,0,0.0,28,17.391304347826086
NP-73,0,0.0,18,22.78481012658228
NP-138,0,0.0,8,10.0
NP-1070,0,0.0,27,34.177215189873415
NP-97,0,0.0,21,10.294117647058822
NP-79,0,0.0,18,17.475728155339805
NP-132,0,0.0,9,7.142857142857142
NP-77,0,0.0,4,2.9629629629629632
NP-99,0,0.0,108,39.130434782608695
NP-1444,0,0.0,25,29.761904761904763
NP-956,0,0.0,83,48.25581395348838
NP-38,0,0.0,67,44.370860927152314
NP-104,0,0.0,35,36.84210526315789
NP-980,0,0.0,32,26.446280991735538
NP-964,0,0.0,80,32.52032520325203
NP-32,0,0.0,33,19.186046511627907
NP-45,0,0.0,26,22.22222222222222
NP-1046,0,0.0,22,28.205128205128204
NP-932,0,0.0,51,46.788990825688074
NP-945,0,0.0,40,34.78260869565217
NP-64,0,0.0,41,35.96491228070175
NP-13,0,0.0,49,29.6969696969697
NP-1160,0,0.0,25,33.78378378378378
NP-125,0,0.0,61,35.26011560693642
NP-80,0,0.0,5,6.666666666666667
NP-5,0,0.0,197,59.337349397590366
NP-21,0,0.0,145,56.86274509803921
NP-56,0,0.0,18,16.216216216216218
NP-993,0,0.0,152,62.04081632653061
NP-117,0,0.0,53,38.1294964028777
NP-51,0,0.0,99,56.896551724137936
NP-26,0,0.0,92,46.93877551020408
NP-2,0,0.0,136,52.71317829457365
NP-1052,0,0.0,42,34.42622950819672
NP-970,0,0.0,9,8.108108108108109
NP-8,0,0.0,74,44.31137724550898
NP-110,0,0.0,14,23.333333333333332
NP-942,0,0.0,17,12.318840579710146
NP-63,0,0.0,25,17.482517482517483
NP-122,0,0.0,13,8.904109589041095
NP-69,0,0.0,31,19.25465838509317
NP-87,0,0.0,89,40.63926940639269
NP-948,0,0.0,48,27.906976744186046
NP-103,0,0.0,93,54.385964912280706
NP-969,0,0.0,18,13.740458015267176
NP-987,0,0.0,36,42.35294117647059
NP-42,0,0.0,127,54.741379310344826
NP-109,0,0.0,62,34.065934065934066
NP-94,0,0.0,51,31.67701863354037
NP-951,0,0.0,86,40.0
NP-1277,0,0.0,13,14.942528735632186
NP-101,0,0.0,8,10.95890410958904
NP-40,0,0.0,41,23.699421965317917
NP-37,0,0.0,51,40.476190476190474
NP-96,0,0.0,29,21.96969696969697
NP-133,0,0.0,148,59.91902834008097
NP-72,0,0.0,23,24.210526315789473
NP-53,0,0.0,57,48.30508474576271
NP-24,0,0.0,21,19.81132075471698
NP-996,0,0.0,8,19.51219512195122
NP-112,0,0.0,10,18.867924528301888
NP-59,0,0.0,113,59.473684210526315
NP-937,0,0.0,5,5.681818181818182
NP-16,0,0.0,37,25.170068027210885
NP-85,0,0.0,24,29.268292682926827
NP-120,0,0.0,54,27.0
NP-11,0,0.0,82,40.5940594059406
NP-127,0,0.0,101,51.010101010101
NP-150,0,0.0,133,62.735849056603776
NP-7,0,0.0,36,21.55688622754491
NP-23,0,0.0,43,30.49645390070922
NP-54,0,0.0,18,17.82178217821782
NP-29,0,0.0,58,24.786324786324787
NP-91,0,0.0,72,49.31506849315068
NP-75,0,0.0,64,42.10526315789473
NP-954,0,0.0,20,20.2020202020202
NP-1391,0,0.0,111,56.63265306122449
NP-106,0,0.0,13,25.49019607843137
NP-982,0,0.0,20,16.80672268907563
NP-966,0,0.0,15,14.705882352941178
NP-1044,0,0.0,100,48.54368932038835
NP-30,0,0.0,284,62.144420131291035
NP-47,0,0.0,61,29.61165048543689
NP-34,0,0.0,124,45.09090909090909
NP-43,0,0.0,122,45.86466165413533
NP-986,0,0.0,56,47.45762711864407
NP-49,0,0.0,42,17.72151898734177
NP-95,0,0.0,57,27.403846153846157
NP-1395,0,0.0,17,13.821138211382115
NP-9,0,0.0,83,41.91919191919192
NP-1463,0,0.0,45,18.828451882845187
NP-27,0,0.0,82,47.398843930635834
NP-949,0,0.0,59,28.095238095238095
NP-1521,0,0.0,15,24.59016393442623
NP-68,0,0.0,7,4.0
NP-86,0,0.0,110,38.32752613240418
NP-15,0,0.0,109,51.173708920187785
NP-939,0,0.0,38,27.142857142857142
NP-153,0,0.0,53,39.849624060150376
NP-124,0,0.0,76,26.480836236933797
NP-81,0,0.0,46,21.69811320754717
NP-18,0,0.0,20,27.77777777777778
NP-12,0,0.0,51,27.717391304347828
NP-65,0,0.0,18,25.71428571428571
NP-944,0,0.0,28,33.33333333333333
NP-992,0,0.0,18,13.846153846153847
NP-4,0,0.0,127,29.398148148148145
NP-57,0,0.0,20,13.513513513513514
NP-20,0,0.0,7,7.526881720430108
NP-140,0,0.0,23,16.428571428571427
NP-92,0,0.0,29,25.0
NP-44,0,0.0,59,45.38461538461539
NP-33,0,0.0,64,28.57142857142857
NP-965,0,0.0,16,26.666666666666668
NP-39,0,0.0,49,25.38860103626943
NP-105,0,0.0,78,52.0
RS-447,0,0.0,18,15.517241379310345
RS-817,0,0.0,13,10.077519379844961
RS-346,0,0.0,5,6.756756756756757
RS-402,0,0.0,45,46.875
RS-408,0,0.0,58,50.877192982456144
RS-389,0,0.0,47,47.95918367346938
RS-367,0,0.0,109,51.41509433962265
RS-383,0,0.0,104,38.66171003717472
RS-423,0,0.0,64,30.33175355450237
RS-454,0,0.0,5,4.424778761061947
RS-355,0,0.0,70,31.674208144796378
RS-668,0,0.0,9,12.5
RS-615,0,0.0,25,8.19672131147541
RS-416,0,0.0,7,6.60377358490566
RS-352,0,0.0,20,28.985507246376812
RS-665,0,0.0,18,23.376623376623375
RS-453,0,0.0,9,12.32876712328767
RS-384,0,0.0,8,8.24742268041237
RS-508,0,0.0,18,22.22222222222222
RS-472,0,0.0,22,27.500000000000004
RS-822,0,0.0,57,23.26530612244898
RS-341,0,0.0,36,37.5
RS-440,0,0.0,22,30.555555555555557
RS-397,0,0.0,82,44.565217391304344
RS-373,0,0.0,138,63.013698630136986
RS-439,0,0.0,38,43.67816091954023
RS-814,0,0.0,14,19.718309859154928
RS-826,0,0.0,15,12.096774193548388
RS-401,0,0.0,17,25.0
RS-678,0,0.0,7,10.144927536231885
RS-420,0,0.0,6,8.695652173913043
RS-380,0,0.0,21,12.5
RS-364,0,0.0,26,17.93103448275862
RS-412,0,0.0,13,13.0
RS-465,0,0.0,55,26.570048309178745
RS-415,0,0.0,57,34.756097560975604
RS-654,0,0.0,6,10.0
RS-387,0,0.0,9,9.574468085106384
RS-363,0,0.0,66,34.375
RS-342,0,0.0,56,34.146341463414636
RS-348,0,0.0,18,24.0
RS-821,0,0.0,36,16.822429906542055
RS-406,0,0.0,20,25.0
RS-394,0,0.0,12,9.230769230769232
RS-434,0,0.0,23,21.49532710280374
RS-819,0,0.0,5,7.6923076923076925
RS-404,0,0.0,19,23.170731707317074
RS-372,0,0.0,18,19.35483870967742
RS-460,0,0.0,9,6.8181818181818175
RS-359,0,0.0,34,38.63636363636363
RS-458,0,0.0,109,57.06806282722513
RS-361,0,0.0,32,16.842105263157894
RS-626,0,0.0,20,28.985507246376812
RS-382,0,0.0,16,12.8
RS-388,0,0.0,17,12.977099236641221
RS-422,0,0.0,12,13.186813186813188
RS-428,0,0.0,37,35.57692307692308
RS-467,0,0.0,51,41.80327868852459
RS-648,0,0.0,5,5.813953488372093
RS-391,0,0.0,4,2.9850746268656714
RS-816,0,0.0,31,35.63218390804598
